"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","67.978","290.578","0.234","-222.600","113311744","15847424","59875328","5320704"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","108.320","1210.140","0.090","-1101.820","113311744","17199104","62291968","6057984"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","9.000","11.600","0.776","-2.600","113311744","13725696","57421824","4571136"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","36.400","20.600","1.767","15.800","113311744","13602816","56741888","4370432"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","14.550","14.450","1.007","0.100","113311744","13697024","56741888","4390912"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","58.681","663.544","0.088","-604.863","113311744","17199104","60919808","5992448"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","6.213","169.050","0.037","-162.837","113311744","13774848","58249216","4788224"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","107.600","842.360","0.128","-734.760","113311744","17199104","63336448","6692864"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","7313.800","31644.200","0.231","-24330.400","113311744","13602816","52809728","3555328"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","6758.800","32392.700","0.209","-25633.900","113311744","13414400","54779904","3796992"
