"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","66.403","284.749","0.233","-218.346","113270784","16203776","60362752","5083136"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","104.240","1175.770","0.089","-1071.530","113270784","17674240","62328832","6094848"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","9.133","11.367","0.803","-2.234","113270784","13885440","57823232","4825088"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","36.500","20.600","1.772","15.900","113270784","13742080","56434688","4464640"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","14.650","14.100","1.039","0.550","113270784","13885440","57114624","4665344"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","55.849","651.836","0.086","-595.987","113270784","17674240","60993536","6242304"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","6.275","161.500","0.039","-155.225","113270784","13885440","58839040","4829184"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","101.950","826.030","0.123","-724.080","113270784","17674240","63193088","6201344"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","6971.800","20957.800","0.333","-13986.000","113270784","13742080","52817920","3506176"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","6849.200","23199.500","0.295","-16350.300","113270784","13500416","54439936","3829760"
