"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","20","740","295.800","298.305","298.305","298.305","15597568","15663104"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","20","200","1237.820","1381.840","1381.840","1381.840","16482304","17567744"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","11.800","13.500","13.500","13.500","12292096","14278656"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","14.700","15.900","15.900","15.900","12193792","14139392"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","20","1180","694.175","775.834","775.834","775.834","16572416","17567744"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","186.400","195.912","195.912","195.912","13189120","14311424"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","20","200","866.720","883.160","883.160","883.160","16560128","17567744"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","25700.000","31067.900","31067.900","31067.900","10969088","14139392"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","26218.400","49903.600","49903.600","49903.600","11567104","14069760"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","20","740","289.914","320.865","320.865","320.865","114704384","123957248"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","20","200","24.820","25.330","25.330","25.330","115494912","123957248"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","38.200","65.233","65.233","65.233","114360320","123957248"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","56.850","61.300","61.300","61.300","114290688","123957248"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","20","1180","494.017","535.132","535.132","535.132","115441664","123957248"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","60.275","63.062","63.062","63.062","114425856","123957248"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","20","200","26.350","28.640","28.640","28.640","115630080","123957248"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","23994.000","25250.700","25250.700","25250.700","110714880","123957248"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","23934.200","2966147.700","2966147.700","2966147.700","113979392","123957248"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung","20","1220","196.387","605.125","605.125","605.125","441098240","504881152"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","20","20","241153.800","251808.700","251808.700","251808.700","427200512","504881152"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","9","9","195746.700","1261111.400","1261111.400","1261111.400","438288384","504881152"
