"engine","track","schema_id","workload","input","sample_index","operation_count","process_key_calls","process_key_ns","translator_calls","translator_ns","lookup_views_visited","owned_candidates_materialized","candidates_sorted","candidate_sort_ns","userdb_merge_ns","filter_pipeline_ns","ranker_pipeline_ns","ai_merge_ns","candidates_stored","context_full_snapshot_candidates_cloned","context_page_snapshot_candidates_cloned","abi_get_context_calls","abi_get_context_ns","abi_candidates_exported","abi_free_context_calls","abi_free_context_ns","candidate_request_bounded_calls","candidate_request_unbounded_calls","candidate_request_page_limit_total","candidate_request_surplus_total","bounded_iterator_calls","bounded_iterator_limit_total","bounded_iterator_selected_total","bounded_iterator_full_count_total","full_list_translation_calls","full_list_fallback_count","exact_lookup_calls","exact_lookup_ns","exact_lookup_candidates","prefix_lookup_calls","prefix_lookup_ns","prefix_lookup_candidates","heap_exact_lookup_calls","heap_prefix_lookup_calls","no_marisa_compact_exact_lookup_calls","no_marisa_compact_prefix_lookup_calls","rsmarisa_exact_lookup_calls","rsmarisa_prefix_lookup_calls","abi_c_string_allocations","abi_c_string_bytes","sentence_candidate_calls","sentence_candidate_ns","sentence_substrings_considered","sentence_exact_lookup_calls","sentence_exact_lookup_ns","sentence_exact_lookup_candidates","sentence_prefix_lookup_calls","sentence_prefix_lookup_ns","sentence_prefix_lookup_candidates","sentence_entry_matches_collected","sentence_path_clones","sentence_path_replacements","sentence_paths_pruned","sentence_max_live_paths","sentence_result_candidates","upstream_sentence_model_calls","upstream_sentence_model_ns","upstream_sentence_model_candidates","upstream_sentence_model_code_prefix_checks","upstream_sentence_model_table_entries_considered","upstream_sentence_model_vocabulary_entries_considered","upstream_sentence_model_graph_edges","upstream_sentence_model_index_build_calls","upstream_sentence_model_index_build_ns","upstream_sentence_model_exact_range_index_hits","upstream_sentence_model_exact_range_index_misses","upstream_sentence_model_prefix_filter_hits","upstream_sentence_model_prefix_filter_misses","upstream_sentence_model_prefix_filter_early_breaks","upstream_sentence_model_reachable_starts_visited","upstream_sentence_model_unreachable_starts_skipped","upstream_sentence_model_phrase_index_walk_calls","upstream_sentence_model_phrase_index_nodes_visited","upstream_sentence_model_phrase_index_entry_ranges_emitted","upstream_sentence_model_partition_point_fallback_calls","upstream_sentence_model_graph_rebuild_calls","upstream_sentence_model_graph_rebuild_ns","upstream_sentence_model_incremental_reuse_hits","upstream_sentence_model_incremental_extend_ns","upstream_sentence_model_incremental_discarded_rebuild_chars","prefix_fallback_calls","prefix_fallback_ns","prefix_fallback_views_visited","prefix_fallback_candidates","dynamic_correction_calls","dynamic_correction_ns","dynamic_correction_codes_considered","dynamic_correction_candidates"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","0","3","3","120600","9","109500","217","60","60","100","700","4700","0","900","60","0","5","1","1400","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7400","29","2","35100","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","1","3","3","120100","9","108700","217","60","60","200","600","4800","0","900","60","0","5","1","1100","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7000","29","2","35300","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","2","3","3","112200","9","101600","217","60","60","200","400","4300","0","700","60","0","5","1","1000","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6700","29","2","30800","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","3","3","3","111500","9","101400","217","60","60","0","500","4200","0","800","60","0","5","1","900","5","1","200","3","0","15","45","3","60","60","60","0","0","3","6900","29","2","30600","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","4","3","3","109800","9","100000","217","60","60","0","500","4000","0","700","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6800","29","2","30100","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","5","3","3","110400","9","100100","217","60","60","100","600","4100","0","700","60","0","5","1","900","5","1","200","3","0","15","45","3","60","60","60","0","0","3","7100","29","2","30400","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","6","3","3","157800","9","135100","217","60","60","400","1400","8000","0","2400","60","0","5","1","4700","5","1","300","3","0","15","45","3","60","60","60","0","0","3","6800","29","2","30200","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","7","3","3","193000","9","173800","217","60","60","100","700","5700","100","900","60","0","5","1","1200","5","1","200","3","0","15","45","3","60","60","60","0","0","3","9100","29","2","54600","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","8","3","3","130900","9","119100","217","60","60","0","600","4900","0","700","60","0","5","1","1600","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7100","29","2","39500","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","9","3","3","125400","9","113600","217","60","60","200","600","4900","0","700","60","0","5","1","1200","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7800","29","2","36300","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","10","3","3","118000","9","107600","217","60","60","200","600","4100","0","700","60","0","5","1","1100","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6900","29","2","35100","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","11","3","3","112000","9","101700","217","60","60","200","500","4300","100","600","60","0","5","1","1000","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6900","29","2","31600","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","12","3","3","112900","9","102200","217","60","60","100","500","4500","100","600","60","0","5","1","1000","5","1","200","3","0","15","45","3","60","60","60","0","0","3","6800","29","2","31900","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","13","3","3","110000","9","99300","217","60","60","0","600","4700","100","700","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6900","29","2","30100","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","14","3","3","108700","9","99000","217","60","60","0","500","4000","200","700","60","0","5","1","1100","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6600","29","2","30000","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","15","3","3","108600","9","98400","217","60","60","100","500","4100","200","700","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6700","29","2","29900","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","16","3","3","108300","9","98300","217","60","60","200","500","3900","100","900","60","0","5","1","1200","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6600","29","2","29900","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","17","3","3","109000","9","98500","217","60","60","200","500","4300","0","800","60","0","5","1","800","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6600","29","2","30300","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","18","3","3","164600","9","144900","217","60","60","200","1000","6000","100","1100","60","0","5","1","2100","5","1","300","3","0","15","45","3","60","60","60","0","0","3","8300","29","2","43200","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","19","3","3","119800","9","108400","217","60","60","200","700","4300","0","700","60","0","5","1","1300","5","1","200","3","0","15","45","3","60","60","60","0","0","3","6900","29","2","32500","31","0","0","0","0","3","2","12","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","0","8","8","476200","24","447300","296","160","159","400","1400","11800","300","2500","159","0","5","1","1300","5","1","200","8","0","40","120","8","160","159","160","0","0","8","13100","31","7","287800","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","1","8","8","489200","24","460000","296","160","159","500","1400","11700","400","2600","159","0","5","1","1100","5","1","300","8","0","40","120","8","160","159","160","0","0","8","13500","31","7","297600","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","2","8","8","496600","24","466600","296","160","159","200","1600","12200","300","2300","159","0","5","1","1200","5","1","200","8","0","40","120","8","160","159","160","0","0","8","13400","31","7","300100","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","3","8","8","492400","24","462300","296","160","159","300","1400","11800","200","2400","159","0","5","1","1100","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13900","31","7","298500","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","4","8","8","491700","24","462300","296","160","159","100","1400","12000","100","2500","159","0","5","1","1100","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13700","31","7","299600","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","5","8","8","492800","24","463700","296","160","159","100","1500","11700","100","2700","159","0","5","1","1200","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13600","31","7","300700","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","6","8","8","502400","24","471800","296","160","159","400","1400","12200","300","2600","159","0","5","1","1200","5","1","200","8","0","40","120","8","160","159","160","0","0","8","13700","31","7","307200","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","7","8","8","483000","24","453200","296","160","159","200","1500","12100","200","2500","159","0","5","1","1000","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13500","31","7","291400","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","8","8","8","478500","24","449100","296","160","159","400","1500","11600","300","2400","159","0","5","1","1100","5","1","200","8","0","40","120","8","160","159","160","0","0","8","13400","31","7","288600","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","9","8","8","479400","24","450000","296","160","159","300","1400","12000","200","2600","159","0","5","1","1000","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13600","31","7","290800","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","10","8","8","480400","24","450400","296","160","159","300","1500","12000","0","2200","159","0","5","1","1000","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13900","31","7","289700","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","11","8","8","478600","24","449500","296","160","159","300","1300","11400","100","2500","159","0","5","1","1100","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13300","31","7","290000","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","12","8","8","478600","24","448900","296","160","159","300","1500","12000","400","2500","159","0","5","1","1100","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13500","31","7","289100","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","13","8","8","481900","24","452800","296","160","159","300","1400","11600","200","2800","159","0","5","1","1000","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13600","31","7","292300","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","14","8","8","477800","24","448200","296","160","159","600","1500","12000","300","2600","159","0","5","1","1200","5","1","200","8","0","40","120","8","160","159","160","0","0","8","13500","31","7","288800","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","15","8","8","478700","24","449700","296","160","159","500","1400","11800","100","2400","159","0","5","1","1000","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13400","31","7","289200","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","16","8","8","478400","24","449100","296","160","159","200","1500","12100","200","2500","159","0","5","1","1100","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13500","31","7","288600","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","17","8","8","481100","24","451600","296","160","159","300","1500","11600","200","2600","159","0","5","1","1100","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13600","31","7","289400","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","18","8","8","476800","24","447700","296","160","159","400","1400","11700","100","2600","159","0","5","1","1000","5","1","200","8","0","40","120","8","160","159","160","0","0","8","13400","31","7","287100","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","19","8","8","478400","24","449600","296","160","159","200","1000","11400","100","2500","159","0","5","1","1200","5","1","100","8","0","40","120","8","160","159","160","0","0","8","13700","31","7","288800","129","0","0","0","0","8","7","12","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","0","37","37","10506600","111","10388200","184","115","249","1400","10200","28100","800","4600","249","0","5","1","3400","5","1","400","37","0","185","555","37","740","249","250","0","0","37","502000","28","36","623300","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8071600","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","584800","0","0","648","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","1","37","37","10505400","111","10388600","184","115","249","1000","10500","27500","1000","4700","249","0","5","1","2600","5","1","600","37","0","185","555","37","740","249","250","0","0","37","501200","28","36","621900","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8073900","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","580500","0","0","648","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","2","37","37","10528600","111","10409900","184","115","249","1000","10300","29500","900","4000","249","0","5","1","2600","5","1","300","37","0","185","555","37","740","249","250","0","0","37","505700","28","36","619700","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8076800","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","587600","0","0","648","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","3","37","37","11499400","111","11343200","184","115","249","1600","13200","33800","900","4600","249","0","5","1","3400","5","1","600","37","0","185","555","37","740","249","250","0","0","37","520400","28","36","641100","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8894200","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","821700","0","0","648","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","4","37","37","10690500","111","10558800","184","115","249","1100","10900","30800","1000","4400","249","0","5","1","3000","5","1","600","37","0","185","555","37","740","249","250","0","0","37","514600","28","36","633000","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8193200","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","684600","0","0","648","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","5","37","37","10519100","111","10399500","184","115","249","1800","10200","28100","600","4600","249","0","5","1","3000","5","1","400","37","0","185","555","37","740","249","250","0","0","37","505900","28","36","628300","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8051000","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","598300","0","0","648","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","6","37","37","11324300","111","11152700","184","115","249","1800","14100","35900","600","5700","249","0","5","1","3300","5","1","500","37","0","185","555","37","740","249","250","0","0","37","524500","28","36","644900","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8730900","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","928500","0","0","648","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","7","37","37","10482600","111","10360800","184","115","249","700","10600","29700","700","4500","249","0","5","1","2700","5","1","200","37","0","185","555","37","740","249","250","0","0","37","499900","28","36","622700","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8037900","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","612600","0","0","648","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","8","37","37","10731300","111","10598800","184","115","249","1000","11700","31400","1300","5100","249","0","5","1","3500","5","1","500","37","0","185","555","37","740","249","250","0","0","37","503500","28","36","622400","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8252400","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","673200","0","0","648","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","9","37","37","10809000","111","10674800","184","115","249","1400","11500","30400","1100","4500","249","0","5","1","3300","5","1","400","37","0","185","555","37","740","249","250","0","0","37","518300","28","36","636800","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8311100","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","730200","0","0","648","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","10","37","37","11075800","111","10936700","184","115","249","1100","12100","31400","800","5000","249","0","5","1","3400","5","1","400","37","0","185","555","37","740","249","250","0","0","37","494500","28","36","635200","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8587100","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","766800","0","0","648","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","11","37","37","10747500","111","10614300","184","115","249","1200","11400","31600","1100","4600","249","0","5","1","2900","5","1","400","37","0","185","555","37","740","249","250","0","0","37","502400","28","36","642200","87","0","0","0","0","37","36","7","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","8240500","135","2170","4125","0","4125","0","0","821","1072","1893","277","277","355","293","355","1893","821","0","27","671100","0","0","648","0","0","0","0","0","0","0","0"
