"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","b","6.200","17.200","0.360","-11.000","153899008","17158144","102817792","6742016"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshi","6.260","44.040","0.142","-37.780","153899008","17158144","103596032","6729728"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","6.570","294.214","0.022","-287.644","153899008","15740928","92659712","5152768"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","che","6.233","46.733","0.133","-40.500","153899008","17158144","100343808","6270976"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","chuang","6.250","36.367","0.172","-30.117","153899008","17158144","102322176","7176192"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","6.350","1205.320","0.005","-1198.970","153899008","17158144","94408704","6311936"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","dazisudu","6.263","44.413","0.141","-38.150","153899008","17158144","106020864","8089600"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","4.367","14.867","0.294","-10.500","153899008","13770752","92094464","4816896"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","j","6.200","16.100","0.385","-9.900","153899008","17158144","98680832","6520832"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","4.300","20.300","0.212","-16.000","153899008","13537280","90394624","4517888"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","4.300","16.900","0.254","-12.600","153899008","13733888","90968064","4739072"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","yi","6.200","14.450","0.429","-8.250","153899008","17158144","100327424","6639616"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zh","6.250","64.650","0.097","-58.400","153899008","17158144","99340288","6168576"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","6.695","663.742","0.010","-657.047","153899008","17158144","94965760","5939200"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongdengchangdu","6.325","338.881","0.019","-332.556","153899008","17158144","106283008","6963200"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","6.650","170.475","0.039","-163.825","153899008","13819904","93458432","5001216"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","6.360","841.470","0.008","-835.110","153899008","17158144","99549184","6393856"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","23659.600","24766.000","0.955","-1106.400","153899008","13537280","87547904","3436544"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","23206.300","23239.200","0.999","-32.900","153899008","13385728","89210880","3768320"
