sequence,case,engine,allocator,input_label,scope,owner_tag,observed_samples,denominator_samples,share_pct,overlap_note
7,07-yune-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,default,59-char,RimeProcessKey,librime_script_translation,0,3006,0.0,inclusive stack tags may overlap; do not sum shares
7,07-yune-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,default,59-char,RimeProcessKey,allocator_leaf,327,3006,10.878,inclusive stack tags may overlap; do not sum shares
7,07-yune-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,default,59-char,RimeProcessKey,system_compare_copy_leaf,1359,3006,45.21,inclusive stack tags may overlap; do not sum shares
7,07-yune-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,default,59-char,RimeProcessKey,allocator_leaf_under_primary_owner,253,3006,8.417,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,yune_marisa_lookup,0,3874,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,yune_sentence_model,0,3874,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,yune_abbreviation_sentence,0,3874,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,yune_sentence_word_graph,0,3874,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,yune_leading_single_syllable_prefix,0,3874,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,yune_filter_sort_hash,0,3874,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,librime_dictionary_table_query,2976,3874,76.82,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,librime_table_query_access,734,3874,18.947,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,librime_syllabifier_prism,355,3874,9.164,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,librime_script_translation,3817,3874,98.529,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,allocator_leaf,1579,3874,40.759,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,system_compare_copy_leaf,255,3874,6.582,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,whole_process,allocator_leaf_under_primary_owner,1244,3874,32.112,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,yune_marisa_lookup,0,3818,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,yune_sentence_model,0,3818,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,yune_abbreviation_sentence,0,3818,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,yune_sentence_word_graph,0,3818,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,yune_leading_single_syllable_prefix,0,3818,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,yune_filter_sort_hash,0,3818,0.0,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,librime_dictionary_table_query,2976,3818,77.947,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,librime_table_query_access,734,3818,19.225,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,librime_syllabifier_prism,337,3818,8.827,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,librime_script_translation,3781,3818,99.031,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,allocator_leaf,1558,3818,40.807,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,system_compare_copy_leaf,249,3818,6.522,inclusive stack tags may overlap; do not sum shares
8,08-librime-default-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,default,59-char,RimeProcessKey,allocator_leaf_under_primary_owner,1244,3818,32.583,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,yune_marisa_lookup,2785,3873,71.908,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,yune_sentence_model,1791,3873,46.243,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,yune_abbreviation_sentence,46,3873,1.188,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,yune_sentence_word_graph,41,3873,1.059,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,yune_leading_single_syllable_prefix,506,3873,13.065,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,yune_filter_sort_hash,163,3873,4.209,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,librime_dictionary_table_query,0,3873,0.0,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,librime_table_query_access,0,3873,0.0,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,librime_syllabifier_prism,0,3873,0.0,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,librime_script_translation,0,3873,0.0,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,allocator_leaf,473,3873,12.213,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,system_compare_copy_leaf,1679,3873,43.351,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,whole_process,allocator_leaf_under_primary_owner,354,3873,9.14,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,yune_marisa_lookup,1874,2828,66.266,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,yune_sentence_model,782,2828,27.652,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,yune_abbreviation_sentence,46,2828,1.627,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,yune_sentence_word_graph,41,2828,1.45,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,yune_leading_single_syllable_prefix,506,2828,17.893,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,yune_filter_sort_hash,118,2828,4.173,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,librime_dictionary_table_query,0,2828,0.0,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,librime_table_query_access,0,2828,0.0,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,librime_syllabifier_prism,0,2828,0.0,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,librime_script_translation,0,2828,0.0,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,allocator_leaf,429,2828,15.17,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,system_compare_copy_leaf,1184,2828,41.867,inclusive stack tags may overlap; do not sum shares
9,09-yune-nano-off-ceshiyixiachangjushuruxingnengzenyang,yune,nano-off,37-char,RimeProcessKey,allocator_leaf_under_primary_owner,322,2828,11.386,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,yune_marisa_lookup,0,3898,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,yune_sentence_model,0,3898,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,yune_abbreviation_sentence,0,3898,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,yune_sentence_word_graph,0,3898,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,yune_leading_single_syllable_prefix,0,3898,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,yune_filter_sort_hash,0,3898,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,librime_dictionary_table_query,2674,3898,68.599,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,librime_table_query_access,685,3898,17.573,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,librime_syllabifier_prism,563,3898,14.443,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,librime_script_translation,3817,3898,97.922,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,allocator_leaf,1555,3898,39.892,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,system_compare_copy_leaf,257,3898,6.593,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,whole_process,allocator_leaf_under_primary_owner,1150,3898,29.502,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,yune_marisa_lookup,0,3793,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,yune_sentence_model,0,3793,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,yune_abbreviation_sentence,0,3793,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,yune_sentence_word_graph,0,3793,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,yune_leading_single_syllable_prefix,0,3793,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,yune_filter_sort_hash,0,3793,0.0,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,librime_dictionary_table_query,2674,3793,70.498,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,librime_table_query_access,685,3793,18.06,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,librime_syllabifier_prism,516,3793,13.604,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,librime_script_translation,3743,3793,98.682,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,allocator_leaf,1525,3793,40.206,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,system_compare_copy_leaf,241,3793,6.354,inclusive stack tags may overlap; do not sum shares
10,10-librime-nano-off-ceshiyixiachangjushuruxingnengzenyang,librime,nano-off,37-char,RimeProcessKey,allocator_leaf_under_primary_owner,1150,3793,30.319,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,yune_marisa_lookup,2772,3888,71.296,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,yune_sentence_model,1584,3888,40.741,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,yune_abbreviation_sentence,96,3888,2.469,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,yune_sentence_word_graph,75,3888,1.929,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,yune_leading_single_syllable_prefix,537,3888,13.812,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,yune_filter_sort_hash,175,3888,4.501,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,librime_dictionary_table_query,0,3888,0.0,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,librime_table_query_access,0,3888,0.0,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,librime_syllabifier_prism,0,3888,0.0,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,librime_script_translation,0,3888,0.0,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,allocator_leaf,566,3888,14.558,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,system_compare_copy_leaf,1625,3888,41.795,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,whole_process,allocator_leaf_under_primary_owner,458,3888,11.78,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,yune_marisa_lookup,2132,3114,68.465,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,yune_sentence_model,844,3114,27.103,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,yune_abbreviation_sentence,96,3114,3.083,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,yune_sentence_word_graph,75,3114,2.408,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,yune_leading_single_syllable_prefix,537,3114,17.245,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,yune_filter_sort_hash,128,3114,4.11,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,librime_dictionary_table_query,0,3114,0.0,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,librime_table_query_access,0,3114,0.0,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,librime_syllabifier_prism,0,3114,0.0,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,librime_script_translation,0,3114,0.0,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,allocator_leaf,514,3114,16.506,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,system_compare_copy_leaf,1268,3114,40.719,inclusive stack tags may overlap; do not sum shares
11,11-yune-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune,nano-off,59-char,RimeProcessKey,allocator_leaf_under_primary_owner,420,3114,13.487,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,yune_marisa_lookup,0,3876,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,yune_sentence_model,0,3876,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,yune_abbreviation_sentence,0,3876,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,yune_sentence_word_graph,0,3876,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,yune_leading_single_syllable_prefix,0,3876,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,yune_filter_sort_hash,0,3876,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,librime_dictionary_table_query,3011,3876,77.683,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,librime_table_query_access,772,3876,19.917,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,librime_syllabifier_prism,388,3876,10.01,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,librime_script_translation,3835,3876,98.942,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,allocator_leaf,1885,3876,48.633,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,system_compare_copy_leaf,229,3876,5.908,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,whole_process,allocator_leaf_under_primary_owner,1547,3876,39.912,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,yune_marisa_lookup,0,3832,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,yune_sentence_model,0,3832,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,yune_abbreviation_sentence,0,3832,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,yune_sentence_word_graph,0,3832,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,yune_leading_single_syllable_prefix,0,3832,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,yune_filter_sort_hash,0,3832,0.0,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,librime_dictionary_table_query,3011,3832,78.575,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,librime_table_query_access,772,3832,20.146,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,librime_syllabifier_prism,362,3832,9.447,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,librime_script_translation,3801,3832,99.191,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,allocator_leaf,1871,3832,48.826,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,system_compare_copy_leaf,221,3832,5.767,inclusive stack tags may overlap; do not sum shares
12,12-librime-nano-off-zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,librime,nano-off,59-char,RimeProcessKey,allocator_leaf_under_primary_owner,1547,3832,40.371,inclusive stack tags may overlap; do not sum shares
