engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,0,3,3,24159900,6,23276700,19918,52,48,400,2700,47900,100,1400,48,0,5,1,367500,5,1,300
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,1,3,3,24921900,6,23895100,19918,52,48,700,3400,56300,0,2100,48,0,5,1,382000,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,2,3,3,24459500,6,23578400,19918,52,48,400,1600,45100,100,1700,48,0,5,1,366200,5,1,200
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,3,3,3,24637100,6,23700300,19918,52,48,700,3200,67700,0,2200,48,0,5,1,370100,5,1,200
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,4,3,3,25373600,6,24303400,19918,52,48,500,3600,60200,100,2000,48,0,5,1,394300,5,1,500
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,5,3,3,24782300,6,23773200,19918,52,48,800,3200,56000,0,1900,48,0,5,1,382400,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,6,3,3,24430900,6,23525200,19918,52,48,800,1800,49000,200,1800,48,0,5,1,379000,5,1,500
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,7,3,3,26736200,6,25696800,19918,52,48,300,2300,52200,0,1500,48,0,5,1,392700,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,8,3,3,29110200,6,28140700,19918,52,48,700,2700,56400,200,1700,48,0,5,1,375900,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,9,3,3,24820300,6,23942400,19918,52,48,200,1800,49400,0,2200,48,0,5,1,368800,5,1,300
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,10,3,3,24639500,6,23759500,19918,52,48,500,2200,49200,100,2100,48,0,5,1,366300,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,11,3,3,24679700,6,23810500,19918,52,48,200,3000,42600,100,1700,48,0,5,1,374500,5,1,300
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,12,3,3,24488900,6,23621800,19918,52,48,600,1700,44800,300,2100,48,0,5,1,369300,5,1,300
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,13,3,3,24213000,6,23416100,19918,52,48,400,1500,33000,100,1600,48,0,5,1,358600,5,1,300
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,14,3,3,24077600,6,23290900,19918,52,48,100,1300,25900,200,1500,48,0,5,1,363700,5,1,500
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,15,3,3,24202200,6,23415300,19918,52,48,300,1500,23600,100,1600,48,0,5,1,361600,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,16,3,3,28167100,6,27377700,19918,52,48,200,1200,24500,100,1500,48,0,5,1,359400,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,17,3,3,24359500,6,23528800,19918,52,48,100,1500,29600,200,1700,48,0,5,1,369800,5,1,600
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,18,3,3,28748300,6,27814800,19918,52,48,200,2000,42600,100,1300,48,0,5,1,364400,5,1,400
