"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","668.508","299.559","2.232","368.949","185655296","15843328","193826816","5246976"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","461.660","1200.360","0.385","-738.700","185655296","17186816","196505600","6057984"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","52.833","15.233","3.468","37.600","185655296","13905920","191365120","5005312"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","58.200","20.900","2.785","37.300","185655296","13709312","190574592","4603904"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","71.900","17.300","4.156","54.600","185655296","13905920","190574592","4812800"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","1079.388","668.973","1.614","410.415","185655296","17186816","194916352","5980160"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","153.388","173.975","0.882","-20.587","185655296","13938688","193126400","4923392"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","465.900","841.180","0.554","-375.280","185655296","17186816","197296128","6094848"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","23789.500","32118.900","0.741","-8329.400","185655296","13709312","189259776","3624960"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","25520.600","32586.600","0.783","-7066.000","185655296","13508608","189460480","3784704"
