file,sha256,bytes
README.md,1b139407ee9fb85936cecc0f8993491c9907e87da14a889c9ed5064a9ba02102,9948
accepted-baseline/commands.txt,569fd85a882d7c64b35ec43ef901b52624e66a45ab0fc6fe48bea7bc4c1b0e15,909
accepted-baseline/end-utc.txt,1ee86f0f20ffcb162f2b589eb52e4a3d843f03e1f685c29d0da7ebbfbc83fcfc,21
accepted-baseline/environment-after-measurement.txt,7c30ff7811468a14b744a8a8f0ae54454cfbc8c8e8000601df3ed70bc5ca3fdf,69855
accepted-baseline/environment-before-measurement.txt,8070ba1d16b686433a912e2e5cea2c62088745e38b8d1f3c0bca233f02d079fa,70345
accepted-baseline/frozen-binaries/librime.dylib.metadata.txt,b162372558b9ec03fef2a314718a1b2a0c7e3a3817a8fa8ead7ae817f2e26fac,2267
accepted-baseline/frozen-binaries/libyune_rime_api.dylib.metadata.txt,62ae55a86a8d8fbce5c4c05e1be98951721681c14ffcc617b048b0adae4fdf27,2381
accepted-baseline/frozen-binaries/sha256.txt,7384b16696b6f5ac272d1e651a709521bd6c0fb8bd5333eeea7d8112b8ddea25,341
accepted-baseline/identity.txt,7fb3e5bc668e8df434499cb61da75a229202db9d0cf7157f6163768d416c2436,612
accepted-baseline/librime-dylib-five-run-status.txt,73f49c53382c1e6836e440349743e452361f25f0823d9eded40534516857ea28,372
accepted-baseline/run-1/README.md,4c5437a02b9a99aaf09ef8fb1357b4e2147804be8d4cef396142dfc0559a467c,535
accepted-baseline/run-1/candidate_snapshots.csv,1e79ecf566e3ed3f17907ddfed588b869fd5200094a8e5085b57a02f4bb32a88,17733
accepted-baseline/run-1/claim-shape-check.csv,7300ecbcf95fce5f9b33e4da24b40dd7c79a31578c093e341e034d55fc6add48,3014
accepted-baseline/run-1/commands.txt,458d987154915c863d37fdc64843fe1755bec1b44b478f2083ba929bb9a64e33,1532
accepted-baseline/run-1/environment.txt,aebdba796cbdd625e0f1ce13b809a419a7d736bb72ed50c0ed8e88e0c4add251,1476
accepted-baseline/run-1/librime-dylib-post-run.sha256,576197f74b3c7a17817f73eef33294dfdfc2473ed2892dd8116d80999423d6c3,200
accepted-baseline/run-1/librime-source-commit.txt,344d19df73987f7f18d4bc1ab721291fa220ba34cbb10814e4e2b31aa3b115db,41
accepted-baseline/run-1/librime-status.txt,66f28568ef78a67087e5bbe1a5e06868d34284b6b762552d1481031b56014bc4,48
accepted-baseline/run-1/m37_metrics.csv,304d503e7bf38a9f0bc1ece56bc21184fec1aa7961360d4eddc631a20a15c6ad,726720
accepted-baseline/run-1/macos-verdict.md,4b3e043b5d5f67be73da7976c43ce3ead3dff0e795b53f866a43b62d2f9dcf88,4244
accepted-baseline/run-1/memory-owner-profile.csv,0dc379663af44df9f4d95cf2debf747656e6ba42c85c8c4ba1bc499d8b38adf8,26831
accepted-baseline/run-1/product_path_status.csv,1e2430e2cea9187875da97a5e7d1229787a6b8655615e7047e98b811858ca115,3799
accepted-baseline/run-1/summary-comparison.csv,42fe6f5045bed8e49f9bea43bb72a43b563826d8fa6db07caab2035c0e88bbdb,3041
accepted-baseline/run-1/summary.csv,d19629ddb306cb23029ce5f9935c6e983c7ca5ae99960ff3403f6ff2cc210848,7070
accepted-baseline/run-1/yune-dylib-post-run.sha256,4d43864aefe6b04958016a70a59e68958f6e9087fa9157ce6444807604a78e86,164
accepted-baseline/run-1/yune-source-commit.txt,4cf973440ca4f0dd681f48816d4ac7b15d526394221d6780aedf6a7b3fcd5d5f,41
accepted-baseline/run-1/yune-status.txt,ba051334ebc33f3162a4fd5be48615e03c8dac8ec7977e7c2752dbc1cf981841,20
accepted-baseline/run-2/README.md,4c5437a02b9a99aaf09ef8fb1357b4e2147804be8d4cef396142dfc0559a467c,535
accepted-baseline/run-2/candidate_snapshots.csv,1e79ecf566e3ed3f17907ddfed588b869fd5200094a8e5085b57a02f4bb32a88,17733
accepted-baseline/run-2/claim-shape-check.csv,9e082e1b13e9622fbdf9546ceeeca245db5e5e0b3475f7cc68a5926f6762e340,3011
accepted-baseline/run-2/commands.txt,5fd2f1647ae7dd0045826962a2dd2f3911c61bdc76eea5bda0830c5f8313df16,1532
accepted-baseline/run-2/environment.txt,3a93ed7571c20c6d14816f309f27c8139bd784b934394cc6d8e7b4683acd1c7e,1476
accepted-baseline/run-2/librime-dylib-post-run.sha256,576197f74b3c7a17817f73eef33294dfdfc2473ed2892dd8116d80999423d6c3,200
accepted-baseline/run-2/librime-source-commit.txt,344d19df73987f7f18d4bc1ab721291fa220ba34cbb10814e4e2b31aa3b115db,41
accepted-baseline/run-2/librime-status.txt,66f28568ef78a67087e5bbe1a5e06868d34284b6b762552d1481031b56014bc4,48
accepted-baseline/run-2/m37_metrics.csv,f765fa1dd8e0e5a8582cb0a41c19371be61c1b8e88abfec7ead855ce1db6acea,726587
accepted-baseline/run-2/macos-verdict.md,eef660ac6cce2c485f598501726452e4275c298c28b606380a8c39f29dfce44a,4237
accepted-baseline/run-2/memory-owner-profile.csv,8f6dcb038f92234569bdddac792b456ff65e1fe3f9185b3cb22d89c4abacdd1c,26831
accepted-baseline/run-2/product_path_status.csv,5ab18af050fc37122e5260a260734c519f9b69f230f41e5bbe32e4e7663bc0ab,3799
accepted-baseline/run-2/summary-comparison.csv,57380b6c6da7e0d5a77a484aeb5e05e09a3b0366b773939b30eb97653494a36f,3042
accepted-baseline/run-2/summary.csv,36c1e3e782a522e3ae5b060a5edabde32b10df05864b293a5ebce07d08cf8031,7072
accepted-baseline/run-2/yune-dylib-post-run.sha256,4d43864aefe6b04958016a70a59e68958f6e9087fa9157ce6444807604a78e86,164
accepted-baseline/run-2/yune-source-commit.txt,4cf973440ca4f0dd681f48816d4ac7b15d526394221d6780aedf6a7b3fcd5d5f,41
accepted-baseline/run-2/yune-status.txt,ba051334ebc33f3162a4fd5be48615e03c8dac8ec7977e7c2752dbc1cf981841,20
accepted-baseline/run-3/README.md,4c5437a02b9a99aaf09ef8fb1357b4e2147804be8d4cef396142dfc0559a467c,535
accepted-baseline/run-3/candidate_snapshots.csv,1e79ecf566e3ed3f17907ddfed588b869fd5200094a8e5085b57a02f4bb32a88,17733
accepted-baseline/run-3/claim-shape-check.csv,1d1600cb52bbe7add7e5f3efb6b65412da0713f6efd479b5a6daa018447e5193,3014
accepted-baseline/run-3/commands.txt,9fbf50fbc1273bae0e2e43b03ca1d65a131fdc87023cb747e0053f1dc64796e6,1532
accepted-baseline/run-3/environment.txt,2c415dcbf7bb4927a1471248c1bc12c0ca8f1b4e3b6299bf7d86ac458c14b444,1476
accepted-baseline/run-3/librime-dylib-post-run.sha256,576197f74b3c7a17817f73eef33294dfdfc2473ed2892dd8116d80999423d6c3,200
accepted-baseline/run-3/librime-source-commit.txt,344d19df73987f7f18d4bc1ab721291fa220ba34cbb10814e4e2b31aa3b115db,41
accepted-baseline/run-3/librime-status.txt,66f28568ef78a67087e5bbe1a5e06868d34284b6b762552d1481031b56014bc4,48
accepted-baseline/run-3/m37_metrics.csv,9f3f68c0e99452d63409a31518d8ca0197cf685e2854fda0642b5557156dc034,726603
accepted-baseline/run-3/macos-verdict.md,7d2accda41ca8ce585bbe4544c1998c5780c44171645933a617d428f429f25d7,4243
accepted-baseline/run-3/memory-owner-profile.csv,3c567593b3effc4e8eee48ae071a5a96e5c05ce15d9dba20e210e33eff4f1490,26831
accepted-baseline/run-3/product_path_status.csv,fbc277a54a92e6334cd352efbdd79fc89f9756c70ee36f6641ab78377c676dcc,3799
accepted-baseline/run-3/summary-comparison.csv,71ae7ea5099f70f7646fc1532d803e84913f4068c424c052728bd16100e3413d,3039
accepted-baseline/run-3/summary.csv,85ef152f830f2d8e328078393e4cdea41ada1a7208c2f11640bade89dc8c7d12,7066
accepted-baseline/run-3/yune-dylib-post-run.sha256,4d43864aefe6b04958016a70a59e68958f6e9087fa9157ce6444807604a78e86,164
accepted-baseline/run-3/yune-source-commit.txt,4cf973440ca4f0dd681f48816d4ac7b15d526394221d6780aedf6a7b3fcd5d5f,41
accepted-baseline/run-3/yune-status.txt,ba051334ebc33f3162a4fd5be48615e03c8dac8ec7977e7c2752dbc1cf981841,20
accepted-baseline/run-4/README.md,4c5437a02b9a99aaf09ef8fb1357b4e2147804be8d4cef396142dfc0559a467c,535
accepted-baseline/run-4/candidate_snapshots.csv,1e79ecf566e3ed3f17907ddfed588b869fd5200094a8e5085b57a02f4bb32a88,17733
accepted-baseline/run-4/claim-shape-check.csv,e02a283332d05104a0d03b9609131335507cee711a9df260267cde224dcf83cb,3011
accepted-baseline/run-4/commands.txt,89300285552434bb3ef1e3d51524e7d80729af992548a3f0be8ea06a2ddf4f77,1532
