"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","602.481","293.541","2.052","308.940","185704448","15917056","193085440","5238784"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","460.000","1219.200","0.377","-759.200","185704448","17272832","195547136","5902336"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","24.733","14.933","1.656","9.800","185704448","13950976","191627264","5271552"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","56.900","20.500","2.776","36.400","185704448","13680640","190046208","4849664"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","43.350","17.100","2.535","26.250","185704448","13950976","190836736","4833280"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","1090.525","666.432","1.636","424.093","185704448","17272832","194981888","6057984"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","44.663","169.912","0.263","-125.249","185704448","13950976","192335872","5058560"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","472.470","842.600","0.561","-370.130","185704448","17518592","196980736","6270976"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","22749.400","24065.100","0.945","-1315.700","185704448","13680640","189124608","3543040"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","22551.800","22138.600","1.019","413.200","185704448","13475840","189071360","3788800"
