"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","1552.816","287.800","5.395","1265.016","113090560","15900672","59129856","4960256"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","516.030","1192.820","0.433","-676.790","113090560","17620992","62869504","6234112"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","23.333","11.367","2.053","11.966","113090560","13836288","57712640","4784128"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","54.800","20.400","2.686","34.400","113090560","13611008","56430592","4521984"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","42.100","14.100","2.986","28.000","113090560","13836288","57036800","4911104"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","2433.037","651.742","3.733","1781.295","113090560","17420288","61124608","6021120"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","42.825","162.450","0.264","-119.625","113090560","13889536","58466304","4698112"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","518.820","828.860","0.626","-310.040","113090560","17620992","63688704","6266880"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","22730.700","24975.800","0.910","-2245.100","113090560","13611008","52928512","3407872"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","22572.800","23454.500","0.962","-881.700","113090560","13447168","53346304","3805184"
