"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","80","2960","321.114","343.189","358.946","358.946","15704064","16228352"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","80","800","1264.710","1372.760","1415.380","1415.380","16703488","18186240"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","80","240","12.100","12.700","14.133","14.133","12259328","14319616"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","80","80","21.900","24.100","27.600","27.600","12279808","14053376"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","80","160","15.050","16.900","77.250","77.250","12275712","14319616"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","80","4720","740.808","876.234","1006.329","1006.329","17412096","17715200"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","80","640","181.787","218.588","228.188","228.188","13361152","14352384"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","80","800","892.530","992.990","1040.640","1040.640","16547840","18186240"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","30","30","29065.200","35548.700","36604.600","36604.600","11018240","14053376"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","27966.100","55145.400","55145.400","55145.400","11448320","13897728"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","80","2960","319.876","348.897","357.632","357.632","94195712","127430656"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","80","800","592.040","696.270","775.450","775.450","96706560","127430656"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","80","240","25.667","35.533","42.000","42.000","92254208","127430656"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","80","80","79.400","163.400","230.500","230.500","90714112","127430656"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","80","160","53.750","110.150","138.750","138.750","91439104","127430656"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","80","4720","611.125","903.215","1019.898","1019.898","95064064","127430656"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","80","640","68.763","82.100","97.075","97.075","93532160","127430656"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","80","800","599.970","669.690","844.820","844.820","97677312","127430656"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","30","30","27338.400","33866.900","37471.000","37471.000","87236608","127430656"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","28322.300","3203483.500","3203483.500","3203483.500","89968640","127430656"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung","80","4880","33.875","34.997","38.110","38.110","443547648","504823808"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","30","30","199334.900","229530.800","231156.100","231156.100","427606016","504823808"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","5","5","162212.900","1179660.500","1179660.500","1179660.500","433840128","504823808"
