kind,workload,input,metric,unit,run1_observed,run2_observed,run3_observed,run4_observed,run5_observed,median_observed,worst_observed,spread_pct,ceiling,individual_failures,verdict
latency_ratio,key_sequence_process_with_context,n,yune_librime_median_ratio,x,2.71,2.752,2.865,2.756,2.789,2.756,2.865,5.7,3.006,0,pass
latency_ratio,key_sequence_process_with_context,ni,yune_librime_median_ratio,x,1.875,1.955,2.006,1.95,1.972,1.955,2.006,7,2.666,0,pass
latency_ratio,key_sequence_process_with_context,hao,yune_librime_median_ratio,x,1.244,1.278,1.315,1.266,1.308,1.278,1.315,5.7,1.844,0,pass
latency_ratio,key_sequence_process_with_context,ceshiyixiachangjushuruxingnengzenyang,yune_librime_median_ratio,x,1.896,2.012,1.994,2.144,2.103,2.012,2.144,13.1,2.339,0,pass
latency_ratio,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune_librime_median_ratio,x,1.546,1.569,1.615,1.709,1.818,1.615,1.818,17.6,1.748,1,pass
memory_peak,,,track_a_peak_working_set_bytes,bytes,192167936,191819776,192147456,191856640,192184320,192147456,192184320,0.2,195028378,0,pass
latency_ratio,key_sequence_process_with_context,zhongguo,yune_librime_median_ratio,x,0.266,0.268,0.27,0.244,0.268,0.268,0.27,10.7,0.323,0,pass
latency_ratio,key_sequence_process_with_context,cszysmsrsd,yune_librime_median_ratio,x,0.394,0.405,0.401,0.403,0.407,0.403,0.407,3.3,0.474,0,pass
latency_ratio,key_sequence_process_with_context,zybfshmsru,yune_librime_median_ratio,x,0.573,0.582,0.57,0.569,0.58,0.573,0.582,2.3,0.695,0,pass
latency_ratio,startup_warm_shared_assets_runtime_ready,,yune_librime_median_ratio,x,0.7,0.794,0.881,0.893,0.598,0.794,0.893,49.3,1.091,0,pass
latency_absolute_us,session_create_select_destroy,,median_us,us,23259,22920.6,23056.6,24021.3,24085.3,23259,24085.3,5.1,25470.280,0,pass
latency_absolute_us,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_us,us,329.003,345.839,326.02,319.366,325.602,326.02,345.839,8.3,347.975,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_working_set_bytes,bytes,86478848,86405120,86548480,86388736,86335488,86405120,86548480,0.2,88012390,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,max_peak_working_set_bytes,bytes,271564800,271777792,271450112,271339520,271478784,271478784,271777792,0.2,562033050,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_private_bytes,bytes,34062336,33935360,34115584,34000896,33873920,34000896,34115584,0.7,39460045,0,pass
latency_absolute_us,track-b-product/session_create_select_destroy,,median_us,us,36590.6,38535.1,36060.6,36881.3,36291.4,36590.6,38535.1,6.9,39289.800,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_working_set_bytes,bytes,66932736,66883584,67260416,67284992,66662400,66932736,67284992,0.9,66872115,4,fail
memory_absolute_bytes,track-b-product/session_create_select_destroy,,max_peak_working_set_bytes,bytes,271564800,271777792,271450112,271339520,271478784,271478784,271777792,0.2,562033050,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_private_bytes,bytes,27082752,27754496,27750400,28790784,26804224,27750400,28790784,7.4,32084378,0,pass
latency_absolute_us,track-b-product/startup_warm_shared_assets_runtime_ready,,median_us,us,36403.5,37523.2,36282.5,36561.2,35135.8,36403.5,37523.2,6.8,38825.050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_working_set_bytes,bytes,83722240,83959808,84283392,84287488,83898368,83959808,84287488,0.7,86196634,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,max_peak_working_set_bytes,bytes,271564800,271777792,271450112,271339520,271478784,271478784,271777792,0.2,562033050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_private_bytes,bytes,31428608,32518144,32387072,33378304,31506432,32387072,33378304,6.2,37865062,0,pass
latency_ratio,key_sequence_process_with_context,zh,yune_librime_median_ratio,x,0.946,0.963,0.988,1.003,0.968,0.968,1.003,6,1.047,0,pass
latency_ratio,key_sequence_process_with_context,j,yune_librime_median_ratio,x,3.766,3.775,3.961,3.987,4.026,3.961,4.026,6.9,4.372,0,pass
latency_ratio,key_sequence_process_with_context,yi,yune_librime_median_ratio,x,2.436,2.434,2.516,2.491,2.546,2.491,2.546,4.6,6.098,0,pass
latency_ratio,key_sequence_process_with_context,che,yune_librime_median_ratio,x,0.988,0.99,0.989,1.003,1.032,0.99,1.032,4.5,1.160,0,pass
latency_ratio,key_sequence_process_with_context,chuang,yune_librime_median_ratio,x,1.025,1.023,1.048,1.038,1.062,1.038,1.062,3.8,1.357,0,pass
latency_ratio,key_sequence_process_with_context,b,yune_librime_median_ratio,x,3.314,3.353,3.472,3.339,3.455,3.353,3.472,4.8,3.775,0,pass
latency_ratio,key_sequence_process_with_context,ceshi,yune_librime_median_ratio,x,0.83,0.83,0.838,0.825,0.838,0.83,0.838,1.6,0.966,0,pass
latency_ratio,key_sequence_process_with_context,zhongdengchangdu,yune_librime_median_ratio,x,0.294,0.306,0.296,0.301,0.31,0.301,0.31,5.4,0.342,0,pass
latency_ratio,key_sequence_process_with_context,dazisudu,yune_librime_median_ratio,x,0.876,0.861,0.875,0.856,0.862,0.862,0.876,2.3,1.098,0,pass
