"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","50","1850","294.151","316.819","320.449","320.449","15638528","15659008"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","11.733","12.433","13.500","13.500","12308480","14229504"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","14.600","15.300","17.350","17.350","12189696","14135296"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","172.950","187.812","191.412","191.412","13332480","14299136"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","32302.200","79774.300","79774.300","79774.300","11091968","14135296"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","32805.100","61844.300","61844.300","61844.300","11558912","14045184"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","50","1850","412192.727","415743.765","417755.530","417755.530","114610176","163057664"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","38.967","40.233","41.033","41.033","111878144","163057664"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","56.200","65.750","107.150","107.150","111644672","163057664"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","62.025","67.888","145.000","145.000","112160768","163057664"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","24202.100","26340.900","26340.900","26340.900","107839488","163057664"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","23478.800","2829730.600","2829730.600","2829730.600","111583232","163057664"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","50","150","7850.867","8324.633","8474.233","8474.233","439615488","504340480"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","50","650","3133.423","3423.931","3506.254","3506.254","439644160","504340480"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","50","550","2054.864","2381.409","2386.264","2386.264","439644160","504340480"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","50","350","1654.114","1692.871","1701.200","1701.200","439640064","504340480"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","20","20","190455.200","224868.300","224868.300","224868.300","426586112","504340480"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","9","9","168588.100","1123218.200","1123218.200","1123218.200","436244480","504340480"
