engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,0,3,3,61002100,9,51390000,19918,19918,11289,18100,4300,7482100,100,709800,11289,0,5,1,731700,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,1,3,3,62531500,9,52918900,19918,19918,11289,23100,3700,7958800,0,575600,11289,0,5,1,389600,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,2,3,3,63972200,9,54034100,19918,19918,11289,26400,4700,8008000,100,691500,11289,0,5,1,408900,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,3,3,3,61765600,9,52436900,19918,19918,11289,23700,3600,7628400,0,599300,11289,0,5,1,391700,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,4,3,3,64243400,9,54268200,19918,19918,11289,42200,6200,8067600,0,685300,11289,0,5,1,406500,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,5,3,3,64669300,9,55102900,19918,19918,11289,23300,4200,7885000,100,556500,11289,0,5,1,393300,5,1,600
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,6,3,3,63395900,9,53516600,19918,19918,11289,22700,3600,8012400,200,741500,11289,0,5,1,436800,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,7,3,3,63864300,9,54185000,19918,19918,11289,23400,4000,7950100,100,596400,11289,0,5,1,398300,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,8,3,3,61314200,9,52256300,19918,19918,11289,22700,3300,7402300,0,522900,11289,0,5,1,397700,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,9,3,3,72108000,9,61234300,19918,19918,11289,26800,4100,8580600,0,863900,11289,0,5,1,412600,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,10,3,3,70174800,9,59626900,19918,19918,11289,24700,4600,8310600,100,838900,11289,0,5,1,483800,5,1,600
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,11,3,3,64048600,9,54601400,19918,19918,11289,24900,3100,7745400,200,592800,11289,0,5,1,398500,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,12,3,3,62610600,9,53098200,19918,19918,11289,24000,3900,7786500,200,643500,11289,0,5,1,397300,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,13,3,3,63079200,9,53516400,19918,19918,11289,25200,3300,7902100,0,583200,11289,0,5,1,392100,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,14,3,3,63127100,9,53310600,19918,19918,11289,23900,4600,7991500,0,644400,11289,0,5,1,407200,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,15,3,3,70779600,9,60561600,19918,19918,11289,25100,4200,8310300,100,770500,11289,0,5,1,396400,5,1,400
