"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","869.392","295.741","2.940","573.651","186200064","15777792","193847296","4993024"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","511.390","1198.880","0.427","-687.490","186200064","17678336","196194304","6111232"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","25.733","11.833","2.175","13.900","186200064","13881344","191635456","4636672"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","61.200","21.200","2.887","40.000","186200064","13647872","190865408","4329472"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","44.600","14.450","3.087","30.150","186200064","13881344","190865408","4435968"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","1535.880","664.798","2.310","871.082","186200064","17207296","195395584","5984256"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","45.688","167.838","0.272","-122.150","186200064","13881344","193220608","4669440"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","528.490","837.090","0.631","-308.600","186200064","17678336","196820992","6729728"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","23241.300","26954.900","0.862","-3713.600","186200064","13647872","190074880","3448832"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","23078.500","25241.200","0.914","-2162.700","186200064","13455360","190070784","3743744"
