"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","11.533","14.067","14.067","14.067","12230656","14131200"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","14.000","14.650","14.650","14.650","12025856","14073856"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","175.100","195.213","195.213","195.213","13238272","14217216"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","28618.000","32038.900","32038.900","32038.900","10948608","14073856"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","24721.200","50009.000","50009.000","50009.000","11489280","13975552"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","3832.067","4382.133","4382.133","4382.133","161124352","171552768"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","2971.250","3081.000","3081.000","3081.000","160763904","171552768"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","4627.300","5121.875","5121.875","5121.875","160915456","171552768"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","47370.000","51910.900","51910.900","51910.900","159645696","171552768"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","47765.000","817655.800","817655.800","817655.800","159531008","171552768"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","20","60","21541.967","22734.500","22734.500","22734.500","862887936","1048948736"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","20","260","27633.869","28885.462","28885.462","28885.462","864845824","1048948736"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","20","220","16309.045","17311.518","17311.518","17311.518","863756288","1048948736"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","20","140","14943.043","15451.457","15451.457","15451.457","863182848","1048948736"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","20","20","243946.900","270778.400","270778.400","270778.400","845914112","1048948736"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","5","5","201811.100","5867108.400","5867108.400","5867108.400","858484736","1048948736"
