kind,workload,input,metric,unit,run1_observed,run2_observed,run3_observed,run4_observed,run5_observed,median_observed,worst_observed,spread_pct,ceiling,individual_failures,verdict
latency_ratio,key_sequence_process_with_context,n,yune_librime_median_ratio,x,0.211,0.206,0.204,0.208,0.193,0.206,0.211,9.3,3.006,0,pass
latency_ratio,key_sequence_process_with_context,ni,yune_librime_median_ratio,x,0.253,0.248,0.243,0.25,0.241,0.248,0.253,5,2.666,0,pass
latency_ratio,key_sequence_process_with_context,hao,yune_librime_median_ratio,x,0.29,0.285,0.28,0.283,0.276,0.283,0.29,5.1,1.844,0,pass
latency_ratio,key_sequence_process_with_context,ceshiyixiachangjushuruxingnengzenyang,yune_librime_median_ratio,x,0.019,0.019,0.018,0.018,0.019,0.019,0.019,5.6,2.339,0,pass
latency_ratio,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune_librime_median_ratio,x,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0,1.748,0,pass
memory_peak,,,track_a_peak_working_set_bytes,bytes,153665536,153710592,153845760,153710592,154091520,153710592,154091520,0.3,195028378,0,pass
latency_ratio,key_sequence_process_with_context,zhongguo,yune_librime_median_ratio,x,0.036,0.036,0.035,0.035,0.035,0.035,0.036,2.9,0.323,0,pass
latency_ratio,key_sequence_process_with_context,cszysmsrsd,yune_librime_median_ratio,x,0.005,0.005,0.004,0.004,0.005,0.005,0.005,25,0.474,0,pass
latency_ratio,key_sequence_process_with_context,zybfshmsru,yune_librime_median_ratio,x,0.007,0.007,0.006,0.006,0.007,0.007,0.007,16.7,0.695,0,pass
latency_ratio,startup_warm_shared_assets_runtime_ready,,yune_librime_median_ratio,x,0.808,0.893,0.925,0.957,0.949,0.925,0.957,18.4,1.091,0,pass
latency_absolute_us,session_create_select_destroy,,median_us,us,22895.9,23548.6,23610,23110.7,23264.3,23264.3,23610,3.1,25470.280,0,pass
latency_absolute_us,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_us,us,11.372,11.451,11.393,11.625,11.634,11.451,11.634,2.3,347.975,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_working_set_bytes,bytes,64659456,64229376,64344064,64364544,64499712,64364544,64659456,0.7,88012390,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,max_peak_working_set_bytes,bytes,253808640,254287872,253763584,254144512,253591552,253808640,254287872,0.3,562033050,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_private_bytes,bytes,28831744,27455488,27512832,27680768,27791360,27680768,28831744,5,39460045,0,pass
latency_absolute_us,track-b-product/session_create_select_destroy,,median_us,us,16763.5,17014.4,16883.2,17364.1,17412.1,17014.4,17412.1,3.9,39289.800,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_working_set_bytes,bytes,63897600,63442944,64081920,64053248,63975424,63975424,64081920,1,66872115,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,max_peak_working_set_bytes,bytes,253808640,254287872,253763584,254144512,253591552,253808640,254287872,0.3,562033050,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_private_bytes,bytes,30031872,28831744,29552640,29405184,29298688,29405184,30031872,4.2,32084378,0,pass
latency_absolute_us,track-b-product/startup_warm_shared_assets_runtime_ready,,median_us,us,17063.7,17008.8,17059,17388.4,18000.4,17063.7,18000.4,5.8,38825.050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_working_set_bytes,bytes,63279104,63012864,63365120,63541248,63569920,63365120,63569920,0.9,86196634,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,max_peak_working_set_bytes,bytes,253808640,254287872,253763584,254144512,253591552,253808640,254287872,0.3,562033050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_private_bytes,bytes,28987392,28438528,28979200,28917760,28930048,28930048,28987392,1.9,37865062,0,pass
latency_ratio,key_sequence_process_with_context,zh,yune_librime_median_ratio,x,0.086,0.088,0.085,0.084,0.084,0.085,0.088,4.8,1.047,0,pass
latency_ratio,key_sequence_process_with_context,j,yune_librime_median_ratio,x,0.375,0.373,0.371,0.359,0.357,0.371,0.375,5,4.372,0,pass
latency_ratio,key_sequence_process_with_context,yi,yune_librime_median_ratio,x,0.406,0.398,0.395,0.387,0.392,0.395,0.406,4.9,6.098,0,pass
latency_ratio,key_sequence_process_with_context,che,yune_librime_median_ratio,x,0.122,0.121,0.121,0.116,0.121,0.121,0.122,5.2,1.160,0,pass
latency_ratio,key_sequence_process_with_context,chuang,yune_librime_median_ratio,x,0.161,0.158,0.157,0.151,0.156,0.157,0.161,6.6,1.357,0,pass
latency_ratio,key_sequence_process_with_context,b,yune_librime_median_ratio,x,0.339,0.35,0.341,0.331,0.337,0.339,0.35,5.7,3.775,0,pass
latency_ratio,key_sequence_process_with_context,ceshi,yune_librime_median_ratio,x,0.132,0.131,0.132,0.128,0.13,0.131,0.132,3.1,0.966,0,pass
latency_ratio,key_sequence_process_with_context,zhongdengchangdu,yune_librime_median_ratio,x,0.017,0.016,0.016,0.016,0.017,0.016,0.017,6.3,0.342,0,pass
latency_ratio,key_sequence_process_with_context,dazisudu,yune_librime_median_ratio,x,0.13,0.127,0.129,0.124,0.124,0.127,0.13,4.8,1.098,0,pass
