tool_version,tool_sha256,oracle_sha256,actual_sha256,exception_sha256,effective_invocation,input,policy,oracle_count,actual_count,oracle_captured_all_pages,actual_captured_all_pages,oracle_menu_present,actual_menu_present,oracle_termination_reason,actual_termination_reason,raw_first_mismatch_index,missing_count,extra_count,failure_classes,accepted_exceptions,verdict
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,56e7aafabcfac7eb7d3b209d5929eff88c65aeaa1b98fee0464e6b1fcda8c1ca,5de0c573623e3117c11348f06e2d6e4055eea07f8440d963972fe6ad3ca5b12f,,python scripts/compare-candidate-order.py --oracle target/m59-increment1-lane-a-final/lane-a-oracle.json --actual target/m59-increment1-lane-a-final/lane-a-yune.json --policy exact --output-json target/m59-increment1-lane-a-final/lane-a-exact-diff.json --output-csv target/m59-increment1-lane-a-final/lane-a-exact-diff.csv,be,exact,4,779,True,True,True,True,last_page,last_page,4,0,775,over-admission;order,,fail
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,56e7aafabcfac7eb7d3b209d5929eff88c65aeaa1b98fee0464e6b1fcda8c1ca,5de0c573623e3117c11348f06e2d6e4055eea07f8440d963972fe6ad3ca5b12f,,python scripts/compare-candidate-order.py --oracle target/m59-increment1-lane-a-final/lane-a-oracle.json --actual target/m59-increment1-lane-a-final/lane-a-yune.json --policy exact --output-json target/m59-increment1-lane-a-final/lane-a-exact-diff.json --output-csv target/m59-increment1-lane-a-final/lane-a-exact-diff.csv,bei,exact,139,638,True,True,True,True,last_page,last_page,9,4,503,under-admission;over-admission;order,,fail
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,56e7aafabcfac7eb7d3b209d5929eff88c65aeaa1b98fee0464e6b1fcda8c1ca,5de0c573623e3117c11348f06e2d6e4055eea07f8440d963972fe6ad3ca5b12f,,python scripts/compare-candidate-order.py --oracle target/m59-increment1-lane-a-final/lane-a-oracle.json --actual target/m59-increment1-lane-a-final/lane-a-yune.json --policy exact --output-json target/m59-increment1-lane-a-final/lane-a-exact-diff.json --output-csv target/m59-increment1-lane-a-final/lane-a-exact-diff.csv,bein,exact,5,169,True,True,True,True,last_page,last_page,0,4,168,under-admission;over-admission;order,,fail
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,56e7aafabcfac7eb7d3b209d5929eff88c65aeaa1b98fee0464e6b1fcda8c1ca,5de0c573623e3117c11348f06e2d6e4055eea07f8440d963972fe6ad3ca5b12f,,python scripts/compare-candidate-order.py --oracle target/m59-increment1-lane-a-final/lane-a-oracle.json --actual target/m59-increment1-lane-a-final/lane-a-yune.json --policy exact --output-json target/m59-increment1-lane-a-final/lane-a-exact-diff.json --output-csv target/m59-increment1-lane-a-final/lane-a-exact-diff.csv,being,exact,140,151,True,True,True,True,last_page,last_page,0,5,16,under-admission;over-admission;order,,fail
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,56e7aafabcfac7eb7d3b209d5929eff88c65aeaa1b98fee0464e6b1fcda8c1ca,5de0c573623e3117c11348f06e2d6e4055eea07f8440d963972fe6ad3ca5b12f,,python scripts/compare-candidate-order.py --oracle target/m59-increment1-lane-a-final/lane-a-oracle.json --actual target/m59-increment1-lane-a-final/lane-a-yune.json --policy exact --output-json target/m59-increment1-lane-a-final/lane-a-exact-diff.json --output-csv target/m59-increment1-lane-a-final/lane-a-exact-diff.csv,beingo,exact,142,148,True,True,True,True,last_page,last_page,0,6,12,under-admission;over-admission;order,,fail
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,56e7aafabcfac7eb7d3b209d5929eff88c65aeaa1b98fee0464e6b1fcda8c1ca,5de0c573623e3117c11348f06e2d6e4055eea07f8440d963972fe6ad3ca5b12f,,python scripts/compare-candidate-order.py --oracle target/m59-increment1-lane-a-final/lane-a-oracle.json --actual target/m59-increment1-lane-a-final/lane-a-yune.json --policy exact --output-json target/m59-increment1-lane-a-final/lane-a-exact-diff.json --output-csv target/m59-increment1-lane-a-final/lane-a-exact-diff.csv,beix,exact,36,294,True,True,True,True,last_page,last_page,36,0,258,over-admission;order,,fail
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,56e7aafabcfac7eb7d3b209d5929eff88c65aeaa1b98fee0464e6b1fcda8c1ca,5de0c573623e3117c11348f06e2d6e4055eea07f8440d963972fe6ad3ca5b12f,,python scripts/compare-candidate-order.py --oracle target/m59-increment1-lane-a-final/lane-a-oracle.json --actual target/m59-increment1-lane-a-final/lane-a-yune.json --policy exact --output-json target/m59-increment1-lane-a-final/lane-a-exact-diff.json --output-csv target/m59-increment1-lane-a-final/lane-a-exact-diff.csv,beixngoxx,exact,38,146,True,True,True,True,last_page,last_page,0,1,109,under-admission;over-admission;order,,fail
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,56e7aafabcfac7eb7d3b209d5929eff88c65aeaa1b98fee0464e6b1fcda8c1ca,5de0c573623e3117c11348f06e2d6e4055eea07f8440d963972fe6ad3ca5b12f,,python scripts/compare-candidate-order.py --oracle target/m59-increment1-lane-a-final/lane-a-oracle.json --actual target/m59-increment1-lane-a-final/lane-a-yune.json --policy exact --output-json target/m59-increment1-lane-a-final/lane-a-exact-diff.json --output-csv target/m59-increment1-lane-a-final/lane-a-exact-diff.csv,ngohaig,exact,2050,46,True,True,True,True,last_page,last_page,0,2005,1,under-admission;over-admission;order,,fail
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,56e7aafabcfac7eb7d3b209d5929eff88c65aeaa1b98fee0464e6b1fcda8c1ca,5de0c573623e3117c11348f06e2d6e4055eea07f8440d963972fe6ad3ca5b12f,,python scripts/compare-candidate-order.py --oracle target/m59-increment1-lane-a-final/lane-a-oracle.json --actual target/m59-increment1-lane-a-final/lane-a-yune.json --policy exact --output-json target/m59-increment1-lane-a-final/lane-a-exact-diff.json --output-csv target/m59-increment1-lane-a-final/lane-a-exact-diff.csv,ngohaigo,exact,113,46,True,True,True,True,last_page,last_page,0,68,1,under-admission;over-admission;order,,fail
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,56e7aafabcfac7eb7d3b209d5929eff88c65aeaa1b98fee0464e6b1fcda8c1ca,5de0c573623e3117c11348f06e2d6e4055eea07f8440d963972fe6ad3ca5b12f,,python scripts/compare-candidate-order.py --oracle target/m59-increment1-lane-a-final/lane-a-oracle.json --actual target/m59-increment1-lane-a-final/lane-a-yune.json --policy exact --output-json target/m59-increment1-lane-a-final/lane-a-exact-diff.json --output-csv target/m59-increment1-lane-a-final/lane-a-exact-diff.csv,n,exact,1309,5767,True,True,True,True,last_page,last_page,0,3,4461,under-admission;over-admission;order,,fail
