engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns,candidate_request_bounded_calls,candidate_request_unbounded_calls,candidate_request_page_limit_total,candidate_request_surplus_total,bounded_iterator_calls,bounded_iterator_limit_total,bounded_iterator_selected_total,bounded_iterator_full_count_total,full_list_translation_calls,full_list_fallback_count,exact_lookup_calls,exact_lookup_ns,exact_lookup_candidates,prefix_lookup_calls,prefix_lookup_ns,prefix_lookup_candidates,heap_exact_lookup_calls,heap_prefix_lookup_calls,no_marisa_compact_exact_lookup_calls,no_marisa_compact_prefix_lookup_calls,rsmarisa_exact_lookup_calls,rsmarisa_prefix_lookup_calls,abi_c_string_allocations,abi_c_string_bytes
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,0,3,3,35416000,9,34450000,114889,16735,60,500,3600,78200,100,3000,60,0,6,1,457700,6,1,500,3,0,15,45,3,60,60,24876,0,0,6,18591800,25056,3,14643200,665,6,3,0,0,0,0,14,374
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,1,3,3,34542600,9,33521500,114889,16735,60,500,3800,74300,0,1900,60,0,6,1,394700,6,1,500,3,0,15,45,3,60,60,24876,0,0,6,17769400,25056,3,14583500,665,6,3,0,0,0,0,14,374
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,2,3,3,33832800,9,32831100,114889,16735,60,400,3400,73800,0,2500,60,0,6,1,397600,6,1,300,3,0,15,45,3,60,60,24876,0,0,6,17813300,25056,3,13985300,665,6,3,0,0,0,0,14,374
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,3,3,3,35503100,9,34450500,114889,16735,60,800,4100,80100,100,3000,60,0,6,1,409800,6,1,500,3,0,15,45,3,60,60,24876,0,0,6,18372800,25056,3,14896700,665,6,3,0,0,0,0,14,374
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,4,3,3,35574900,9,34491500,114889,16735,60,1100,5400,83300,0,3600,60,0,6,1,454000,6,1,600,3,0,15,45,3,60,60,24876,0,0,6,18409900,25056,3,14733400,665,6,3,0,0,0,0,14,374
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,5,3,3,35303400,9,34289400,114889,16735,60,600,4200,78600,0,4000,60,0,6,1,408100,6,1,400,3,0,15,45,3,60,60,24876,0,0,6,18290100,25056,3,14683700,665,6,3,0,0,0,0,14,374
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,6,3,3,34459000,9,33492100,114889,16735,60,500,3300,76600,200,2500,60,0,6,1,398800,6,1,400,3,0,15,45,3,60,60,24876,0,0,6,17841200,25056,3,14495600,665,6,3,0,0,0,0,14,374
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,7,3,3,34079800,9,33141700,114889,16735,60,500,3700,72100,200,2600,60,0,6,1,394300,6,1,500,3,0,15,45,3,60,60,24876,0,0,6,17686900,25056,3,14280000,665,6,3,0,0,0,0,14,374
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,8,3,3,34132400,9,33172500,114889,16735,60,500,3700,76000,100,2500,60,0,6,1,381400,6,1,400,3,0,15,45,3,60,60,24876,0,0,6,17601800,25056,3,14492200,665,6,3,0,0,0,0,14,374
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,9,3,3,32793700,9,31841000,114889,16735,60,500,3400,67100,100,2000,60,0,6,1,392500,6,1,400,3,0,15,45,3,60,60,24876,0,0,6,16974400,25056,3,13869600,665,6,3,0,0,0,0,14,374
