engine,track,schema_id,input,iterations,table_path,prism_path,selected_storage,table_mapping_mode,prism_mapping_mode,raw_prism_median_us,raw_prism_code_count,raw_table_median_us,raw_table_lookup_codes,raw_table_candidate_count,translator_median_us,real_prism_lookup_median_us,candidate_materialization_median_us,candidate_sort_median_us,filter_pipeline_median_us,ranker_pipeline_median_us,context_export_median_us,abi_c_string_allocation_median_us,free_context_median_us,rsmarisa_exact_lookup_calls_per_op,rsmarisa_prefix_lookup_calls_per_op,owned_candidates_per_op,context_page_candidates_per_op,abi_c_string_allocations_per_op,abi_c_string_bytes_per_op
yune,track-a-comparison,luna_pinyin,n,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.200,26,154.500,n|na|nai|nan|nang|nao|ne|nei|nen|neng|ni|nia|nian|niang|niao|nie|nin|ning|niu|nong|nou|nu|nuan|nun|nuo|nv|nve,1260,0.400,0.000,0.000,0.400,0.600,0.000,1.100,0.200,0.100,0.000,0.000,0.000,5.000,7.000,26.000
yune,track-a-comparison,luna_pinyin,ni,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.000,1,17.700,ni,182,0.400,0.000,0.000,0.400,0.550,0.000,1.100,0.250,0.100,0.000,0.000,0.000,5.000,7.000,26.500
yune,track-a-comparison,luna_pinyin,hao,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.000,1,14.100,hao,139,0.400,0.000,0.000,0.400,0.567,0.033,1.167,0.267,0.100,0.000,0.000,0.000,5.000,7.000,27.000
yune,track-a-comparison,luna_pinyin,zhongguo,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.000,0,2.300,zhongguo,4,0.925,0.000,0.000,0.812,1.475,0.025,1.175,0.275,0.100,0.000,0.000,0.000,5.000,7.000,41.500
yune,track-a-comparison,luna_pinyin,ceshiyixiachangjushuruxingnengzenyang,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.000,0,31.200,ceshiyixiachangjushuruxingnengzenyang,0,0.886,0.000,0.000,0.795,1.495,0.022,1.149,0.281,0.100,0.000,0.000,0.000,5.000,7.000,105.568
yune,track-a-comparison,luna_pinyin,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.000,0,38.500,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,0,0.915,0.000,0.000,0.802,1.454,0.025,1.176,0.293,0.100,0.000,0.000,0.000,5.000,7.000,134.458
yune,track-a-comparison,luna_pinyin,cszysmsrsd,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.000,0,0.800,cszysmsrsd,0,0.860,0.000,0.000,0.810,1.420,0.020,1.150,0.260,0.100,0.000,0.000,0.000,5.000,7.000,90.800
yune,track-a-comparison,luna_pinyin,zybfshmsru,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.000,0,0.800,zybfshmsru,0,0.880,0.000,0.000,0.810,1.460,0.020,1.160,0.280,0.100,0.000,0.000,0.000,5.000,7.000,86.600
yune,track-a-comparison,luna_pinyin,zh,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.200,20,300.400,zh|zha|zhai|zhan|zhang|zhao|zhe|zhei|zhen|zheng|zhi|zhong|zhou|zhu|zhua|zhuai|zhuan|zhuang|zhui|zhun|zhuo,2776,0.850,0.000,0.000,0.850,1.400,0.000,1.150,0.250,0.100,0.000,0.000,0.000,5.000,7.000,29.500
yune,track-a-comparison,luna_pinyin,j,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.200,14,391.600,j|ji|jia|jian|jiang|jiao|jie|jin|jing|jiong|jiu|ju|juan|jue|jun,3766,0.800,0.000,0.000,0.800,1.400,0.000,1.100,0.200,0.100,0.000,0.000,0.000,5.000,7.000,26.000
yune,track-a-comparison,luna_pinyin,yi,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.100,1,82.100,yi,841,0.850,0.000,0.000,0.800,1.350,0.000,1.150,0.250,0.100,0.000,0.000,0.000,5.000,7.000,26.500
yune,track-a-comparison,luna_pinyin,che,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.100,1,8.500,che,83,0.900,0.000,0.000,0.800,1.400,0.033,1.200,0.300,0.100,0.000,0.000,0.000,5.000,7.000,27.000
yune,track-a-comparison,luna_pinyin,chuang,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.000,1,9.200,chuang,70,0.850,0.000,0.000,0.800,1.350,0.033,1.133,0.267,0.100,0.000,0.000,0.000,5.000,7.000,29.000
yune,track-a-comparison,luna_pinyin,b,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.200,17,224.400,b|ba|bai|ban|bang|bao|bei|ben|beng|bi|bian|biang|biao|bie|bin|bing|bo|bu,2078,0.800,0.000,0.000,0.800,1.300,0.000,1.100,0.200,0.100,0.000,0.000,0.000,5.000,7.000,26.000
yune,track-a-comparison,luna_pinyin,ceshi,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.000,0,2.200,ceshi,6,0.860,0.000,0.000,0.800,1.360,0.020,1.120,0.260,0.100,0.000,0.000,0.000,5.000,7.000,39.400
yune,track-a-comparison,luna_pinyin,zhongdengchangdu,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.000,0,5.900,zhongdengchangdu,0,0.850,0.000,0.000,0.806,1.369,0.025,1.156,0.263,0.094,0.000,0.000,0.000,5.000,7.000,53.875
yune,track-a-comparison,luna_pinyin,dazisudu,80,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.table.bin,C:\m59-4e-perf-work-5879405c\run4\track-a-yune\user\build\luna_pinyin.prism.bin,rsmarisa_byte_backed,mmap,mmap,0.000,0,3.000,dazisudu,1,0.850,0.000,0.000,0.800,1.375,0.025,1.137,0.275,0.087,0.000,0.000,0.000,5.000,7.000,52.000
