"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","1764.127","295.800","5.964","1468.327","110542848","16478208","59641856","5292032"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","594.790","1213.090","0.490","-618.300","110542848","17833984","63389696","6012928"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","24.867","11.633","2.138","13.234","110542848","14426112","58109952","4931584"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","58.300","21.000","2.776","37.300","110542848","14237696","56864768","4861952"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","43.800","14.300","3.063","29.500","110542848","14401536","56864768","4730880"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","2710.963","672.759","4.030","2038.204","110542848","17833984","61566976","5894144"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","45.312","171.438","0.264","-126.126","110542848","14610432","58806272","5042176"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","595.470","857.600","0.694","-262.130","110542848","18317312","63488000","6012928"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","25261.600","27631.800","0.914","-2370.200","110542848","14237696","53731328","3362816"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","26822.900","48466.400","0.553","-21643.500","110542848","14024704","55742464","3784704"
