event_index,phase,working_set_bytes,working_set_mb,private_bytes,private_mb,peak_working_set_bytes,peak_working_set_mb,allocator_live_bytes,allocator_live_mb,allocator_high_water_bytes,allocator_high_water_mb,named_owner_bytes,clean_mmap_file_backed_estimate_bytes,conclusion
,"baseline_process_start",4755456,4.5,802816,0.8,4755456,4.5,4573,0,9233,0,,,"Windows process baseline before temporary schema copy"
,"after_temp_schema_copy",5885952,5.6,1052672,1,5885952,5.6,5713,0,26423,0,,,"temporary committed schema bundle copied into isolated runtime dirs"
,"after_setup",6070272,5.8,1052672,1,6070272,5.8,7249,0,26423,0,,,"RimeApi setup complete"
,"after_initialize",6078464,5.8,1052672,1,6078464,5.8,7327,0,26423,0,,,"RimeApi initialize complete"
,"after_deploy",12439552,11.9,4825088,4.6,511193088,487.5,12189,0,458025334,436.8,,,"deploy reused prebuilt assets; create_session has not run"
,"after_create_session",99811328,95.2,62763008,59.9,511193088,487.5,45135023,43,458025334,436.8,41886124,34824788,"create_session loaded the workspace default schema"
,"after_select_schema",99815424,95.2,62763008,59.9,511193088,487.5,45135144,43,458025334,436.8,41886124,34824788,"select_schema applied requested active schema"
,"after_typing_sequence",100126720,95.5,62799872,59.9,511193088,487.5,45168256,43.1,458025334,436.8,41886124,34824788,"typing path for sequence nihao"
,"steady_after_esc",100126720,95.5,62799872,59.9,511193088,487.5,45168269,43.1,458025334,436.8,41886124,34824788,"steady sample after ESC clear"
