tool_version,tool_sha256,oracle_sha256,actual_sha256,exception_sha256,effective_invocation,input,policy,oracle_count,actual_count,oracle_captured_all_pages,actual_captured_all_pages,oracle_menu_present,actual_menu_present,oracle_termination_reason,actual_termination_reason,raw_first_mismatch_index,missing_count,extra_count,failure_classes,accepted_exceptions,verdict
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,40996a31e729db9a675bc4eb2c1ef7e3fb41ea4f5b97e2443391fb6183795a0b,c208f82cbd6bce7544c9c336f940da01b5680a8c7f283faaa48afe9925281872,,python scripts/compare-candidate-order.py --oracle external/oracle --actual external/actual --policy exact --input n --input nri --input ngohaig --input ngohaigo --input bein --output-json external/output-json --output-csv external/output-csv,n,exact,1306,1306,True,True,True,True,last_page,last_page,,0,0,,,pass
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,40996a31e729db9a675bc4eb2c1ef7e3fb41ea4f5b97e2443391fb6183795a0b,c208f82cbd6bce7544c9c336f940da01b5680a8c7f283faaa48afe9925281872,,python scripts/compare-candidate-order.py --oracle external/oracle --actual external/actual --policy exact --input n --input nri --input ngohaig --input ngohaigo --input bein --output-json external/output-json --output-csv external/output-csv,nri,exact,1306,1306,True,True,True,True,last_page,last_page,,0,0,,,pass
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,40996a31e729db9a675bc4eb2c1ef7e3fb41ea4f5b97e2443391fb6183795a0b,c208f82cbd6bce7544c9c336f940da01b5680a8c7f283faaa48afe9925281872,,python scripts/compare-candidate-order.py --oracle external/oracle --actual external/actual --policy exact --input n --input nri --input ngohaig --input ngohaigo --input bein --output-json external/output-json --output-csv external/output-csv,ngohaig,exact,2047,2047,True,True,True,True,last_page,last_page,,0,0,,,pass
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,40996a31e729db9a675bc4eb2c1ef7e3fb41ea4f5b97e2443391fb6183795a0b,c208f82cbd6bce7544c9c336f940da01b5680a8c7f283faaa48afe9925281872,,python scripts/compare-candidate-order.py --oracle external/oracle --actual external/actual --policy exact --input n --input nri --input ngohaig --input ngohaigo --input bein --output-json external/output-json --output-csv external/output-csv,ngohaigo,exact,112,112,True,True,True,True,last_page,last_page,,0,0,,,pass
5,d20eccc78822dd612eefd39966586a5c87cd5bbe8be4386634a20c52c139f612,40996a31e729db9a675bc4eb2c1ef7e3fb41ea4f5b97e2443391fb6183795a0b,c208f82cbd6bce7544c9c336f940da01b5680a8c7f283faaa48afe9925281872,,python scripts/compare-candidate-order.py --oracle external/oracle --actual external/actual --policy exact --input n --input nri --input ngohaig --input ngohaigo --input bein --output-json external/output-json --output-csv external/output-csv,bein,exact,5,5,True,True,True,True,last_page,last_page,,0,0,,,pass
