engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns,candidate_request_bounded_calls,candidate_request_unbounded_calls,candidate_request_page_limit_total,candidate_request_surplus_total,bounded_iterator_calls,bounded_iterator_limit_total,bounded_iterator_selected_total,bounded_iterator_full_count_total,full_list_translation_calls,full_list_fallback_count,exact_lookup_calls,exact_lookup_ns,exact_lookup_candidates,prefix_lookup_calls,prefix_lookup_ns,prefix_lookup_candidates,heap_exact_lookup_calls,heap_prefix_lookup_calls,no_marisa_compact_exact_lookup_calls,no_marisa_compact_prefix_lookup_calls,rsmarisa_exact_lookup_calls,rsmarisa_prefix_lookup_calls,abi_c_string_allocations,abi_c_string_bytes,sentence_candidate_calls,sentence_candidate_ns,sentence_substrings_considered,sentence_exact_lookup_calls,sentence_exact_lookup_ns,sentence_exact_lookup_candidates,sentence_prefix_lookup_calls,sentence_prefix_lookup_ns,sentence_prefix_lookup_candidates,sentence_entry_matches_collected,sentence_path_clones,sentence_path_replacements,sentence_paths_pruned,sentence_max_live_paths,sentence_result_candidates,upstream_sentence_model_calls,upstream_sentence_model_ns,upstream_sentence_model_candidates,upstream_sentence_model_code_prefix_checks,upstream_sentence_model_table_entries_considered,upstream_sentence_model_vocabulary_entries_considered,upstream_sentence_model_graph_edges,upstream_sentence_model_index_build_calls,upstream_sentence_model_index_build_ns,upstream_sentence_model_exact_range_index_hits,upstream_sentence_model_exact_range_index_misses,upstream_sentence_model_prefix_filter_hits,upstream_sentence_model_prefix_filter_misses,upstream_sentence_model_prefix_filter_early_breaks,upstream_sentence_model_reachable_starts_visited,upstream_sentence_model_unreachable_starts_skipped,upstream_sentence_model_phrase_index_walk_calls,upstream_sentence_model_phrase_index_nodes_visited,upstream_sentence_model_phrase_index_entry_ranges_emitted,upstream_sentence_model_partition_point_fallback_calls,upstream_sentence_model_graph_rebuild_calls,upstream_sentence_model_graph_rebuild_ns,upstream_sentence_model_incremental_reuse_hits,upstream_sentence_model_incremental_extend_ns,upstream_sentence_model_incremental_discarded_rebuild_chars,prefix_fallback_calls,prefix_fallback_ns,prefix_fallback_views_visited,prefix_fallback_candidates,dynamic_correction_calls,dynamic_correction_ns,dynamic_correction_codes_considered,dynamic_correction_candidates
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,3,61,61,12234800,183,12028000,11058,61,52,1500,18600,68000,1700,2900,52,0,0,1,2100,0,1,400,61,0,305,915,4,80,52,10840,0,57,4834,2047600,5260,118,1364800,5798,0,0,4834,118,0,0,2,124,57,361200,1880,1880,285200,0,57,10200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,202200,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,4,61,61,13201500,183,12988300,11058,61,52,2300,19900,70300,1500,3600,52,0,0,1,2600,0,1,800,61,0,305,915,4,80,52,10840,0,57,4834,2193800,5260,118,1264400,5798,0,0,4834,118,0,0,2,124,57,371700,1880,1880,293800,0,57,9400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,205200,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,5,61,61,12885200,183,12672100,11058,61,52,1800,19800,70900,1400,3000,52,0,0,1,2500,0,1,300,61,0,305,915,4,80,52,10840,0,57,4834,2058800,5260,118,1249500,5798,0,0,4834,118,0,0,2,124,57,375700,1880,1880,296900,0,57,10400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,215100,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,6,61,61,11930600,183,11723400,11058,61,52,1700,18800,68200,1300,3100,52,0,0,1,2000,0,1,400,61,0,305,915,4,80,52,10840,0,57,4834,1983700,5260,118,1281600,5798,0,0,4834,118,0,0,2,124,57,369500,1880,1880,292500,0,57,9600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,216200,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,7,61,61,11771200,183,11587200,11058,61,52,1800,17600,52300,1900,2800,52,0,0,1,2100,0,1,300,61,0,305,915,4,80,52,10840,0,57,4834,1976300,5260,118,1231800,5798,0,0,4834,118,0,0,2,124,57,367200,1880,1880,291700,0,57,10300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,218500,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,8,61,61,11826500,183,11635300,11058,61,52,1800,18500,59200,1500,3200,52,0,0,1,2600,0,1,400,61,0,305,915,4,80,52,10840,0,57,4834,1985200,5260,118,1249200,5798,0,0,4834,118,0,0,2,124,57,372800,1880,1880,296400,0,57,10900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,221200,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,9,61,61,11851900,183,11665400,11058,61,52,2000,18100,54800,1900,3100,52,0,0,1,2000,0,1,200,61,0,305,915,4,80,52,10840,0,57,4834,1995000,5260,118,1266800,5798,0,0,4834,118,0,0,2,124,57,375000,1880,1880,300100,0,57,10400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,218900,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,10,61,61,11800900,183,11615500,11058,61,52,1000,18400,53200,800,2400,52,0,0,1,1600,0,1,200,61,0,305,915,4,80,52,10840,0,57,4834,2002700,5260,118,1255800,5798,0,0,4834,118,0,0,2,124,57,369700,1880,1880,292700,0,57,10700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,219600,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,11,61,61,11751200,183,11563000,11058,61,52,1300,18800,53500,2000,3300,52,0,0,1,1800,0,1,300,61,0,305,915,4,80,52,10840,0,57,4834,1974400,5260,118,1230100,5798,0,0,4834,118,0,0,2,124,57,381000,1880,1880,307600,0,57,9900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,221800,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,12,61,61,11865700,183,11681900,11058,61,52,1900,18100,52600,1500,2500,52,0,0,1,2000,0,1,200,61,0,305,915,4,80,52,10840,0,57,4834,2011000,5260,118,1250200,5798,0,0,4834,118,0,0,2,124,57,382400,1880,1880,307700,0,57,10500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,225700,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,13,61,61,11942000,183,11720200,11058,61,52,1900,20400,73300,1200,3500,52,0,0,1,2500,0,1,600,61,0,305,915,4,80,52,10840,0,57,4834,1999700,5260,118,1274500,5798,0,0,4834,118,0,0,2,124,57,360600,1880,1880,279700,0,57,10500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,202000,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,14,61,61,34041400,183,33827900,11058,61,52,1900,19900,69700,1200,3000,52,0,0,1,2300,0,1,300,61,0,305,915,4,80,52,10840,0,57,4834,10675600,5260,118,14227000,5798,0,0,4834,118,0,0,2,124,57,381300,1880,1880,301200,0,57,11800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,219600,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,15,61,61,36905000,183,36688700,11058,61,52,1800,21300,73900,1300,3200,52,0,0,1,2800,0,1,500,61,0,305,915,4,80,52,10840,0,57,4834,11862700,5260,118,15769000,5798,0,0,4834,118,0,0,2,124,57,378800,1880,1880,297300,0,57,10200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,207600,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,16,61,61,12256300,183,12057300,11058,61,52,1900,18400,64300,1200,2500,52,0,0,1,2400,0,1,200,61,0,305,915,4,80,52,10840,0,57,4834,2018900,5260,118,1256500,5798,0,0,4834,118,0,0,2,124,57,378800,1880,1880,300100,0,57,9400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,205900,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,17,61,61,11973700,183,11791800,11058,61,52,1600,18500,49400,1400,3300,52,0,0,1,1800,0,1,300,61,0,305,915,4,80,52,10840,0,57,4834,2017600,5260,118,1209200,5798,0,0,4834,118,0,0,2,124,57,367900,1880,1880,293700,0,57,9800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,207100,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,18,61,61,12010900,183,11828600,11058,61,52,1700,18900,50300,1700,2800,52,0,0,1,2100,0,1,200,61,0,305,915,4,80,52,10840,0,57,4834,2030400,5260,118,1202000,5798,0,0,4834,118,0,0,2,124,57,381000,1880,1880,303400,0,57,10400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,213000,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,19,61,61,12078200,183,11880100,11058,61,52,1300,18100,64700,1900,2500,52,0,0,1,1800,0,1,200,61,0,305,915,4,80,52,10840,0,57,4834,2019400,5260,118,1215800,5798,0,0,4834,118,0,0,2,124,57,383600,1880,1880,306000,0,57,10900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,215800,0,0,0,0,0,0
