"engine","track","schema_id","input","iterations","table_path","prism_path","selected_storage","table_mapping_mode","prism_mapping_mode","raw_prism_median_us","raw_prism_code_count","raw_table_median_us","raw_table_lookup_codes","raw_table_candidate_count","translator_median_us","real_prism_lookup_median_us","candidate_materialization_median_us","candidate_sort_median_us","filter_pipeline_median_us","ranker_pipeline_median_us","context_export_median_us","abi_c_string_allocation_median_us","free_context_median_us","rsmarisa_exact_lookup_calls_per_op","rsmarisa_prefix_lookup_calls_per_op","owned_candidates_per_op","context_page_candidates_per_op","abi_c_string_allocations_per_op","abi_c_string_bytes_per_op"
"yune","track-a-comparison","luna_pinyin","n","80","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.table.bin","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.200","26","148.000","n|na|nai|nan|nang|nao|ne|nei|nen|neng|ni|nia|nian|niang|niao|nie|nin|ning|niu|nong|nou|nu|nuan|nun|nuo|nv|nve","1260","53.500","0.300","0.200","0.000","0.600","0.000","1.400","0.400","0.100","1.000","1.000","7.000","5.000","12.000","41.000"
"yune","track-a-comparison","luna_pinyin","ni","80","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.table.bin","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","1","17.500","ni","182","29.800","0.200","0.250","0.050","0.550","0.000","1.450","0.450","0.100","1.000","0.500","7.000","5.000","12.000","41.500"
"yune","track-a-comparison","luna_pinyin","hao","80","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.table.bin","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.100","1","13.900","hao","139","15.700","0.133","0.233","0.033","0.533","0.000","1.433","0.433","0.133","1.000","0.333","7.000","5.000","12.000","43.667"
"yune","track-a-comparison","luna_pinyin","zhongguo","80","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.table.bin","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","0","2.000","zhongguo","4","42.275","0.113","0.675","0.037","1.562","0.025","1.512","0.463","0.138","1.000","0.875","20.500","5.000","12.000","75.625"
"yune","track-a-comparison","luna_pinyin","ceshiyixiachangjushuruxingnengzenyang","80","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.table.bin","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","0","28.700","ceshiyixiachangjushuruxingnengzenyang","0","63.105","0.038","0.659","0.030","1.546","0.022","1.227","0.343","0.154","1.000","0.973","17.324","5.000","8.351","152.243"
"yune","track-a-comparison","luna_pinyin","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","80","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.table.bin","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","0","35.400","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","0","79.995","0.051","0.510","0.032","1.519","0.025","1.159","0.310","0.144","1.000","0.983","16.542","5.000","7.593","219.000"
"yune","track-a-comparison","luna_pinyin","cszysmsrsd","80","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.table.bin","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","0","0.800","cszysmsrsd","0","520.740","2.470","0.590","0.040","1.840","0.030","1.470","0.330","0.160","1.000","1.000","16.400","5.000","7.500","88.100"
"yune","track-a-comparison","luna_pinyin","zybfshmsru","80","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.table.bin","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","0","0.800","zybfshmsru","0","530.560","1.710","0.580","0.030","1.710","0.030","1.440","0.310","0.160","1.000","1.000","16.400","5.000","7.500","83.300"
"yune","track-a-comparison","luna_pinyin","zh","80","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.table.bin","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.200","20","293.900","zh|zha|zhai|zhan|zhang|zhao|zhe|zhei|zhen|zheng|zhi|zhong|zhou|zhu|zhua|zhuai|zhuan|zhuang|zhui|zhun|zhuo","2776","58.700","0.250","0.600","0.050","1.300","0.000","1.450","0.450","0.100","1.000","1.000","20.000","5.000","12.000","44.000"
"yune","track-a-comparison","luna_pinyin","j","80","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.table.bin","C:\y59-4a-fix-perf\target\native-inprocess\run1\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.100","14","386.400","j|ji|jia|jian|jiang|jiao|jie|jin|jing|jiong|jiu|ju|juan|jue|jun","3766","55.200","0.200","0.600","0.000","1.300","0.000","1.500","0.400","0.100","1.000","1.000","20.000","5.000","12.000","41.000"
