event_index,phase,working_set_bytes,working_set_mb,private_bytes,private_mb,peak_working_set_bytes,peak_working_set_mb,allocator_live_bytes,allocator_live_mb,allocator_high_water_bytes,allocator_high_water_mb,named_owner_bytes,clean_mmap_file_backed_estimate_bytes,conclusion
,"baseline_process_start",5328896,5.1,794624,0.8,5328896,5.1,4446,0,8900,0,,,"Windows process baseline before temporary schema copy"
,"after_temp_schema_copy",6422528,6.1,1024000,1,6422528,6.1,5616,0,26356,0,,,"temporary committed schema bundle copied into isolated runtime dirs"
,"after_setup",6631424,6.3,1024000,1,6631424,6.3,7194,0,26356,0,,,"RimeApi setup complete"
,"after_initialize",6639616,6.3,1024000,1,6639616,6.3,7272,0,26356,0,,,"RimeApi initialize complete"
,"after_deploy",11448320,10.9,2699264,2.6,83865600,80,12948,0,62835268,59.9,,,"deploy reused prebuilt assets; create_session has not run"
,"after_create_session",95371264,91,43528192,41.5,107339776,102.4,33848627,32.3,62835268,59.9,86124829,40740505,"create_session loaded the workspace default schema"
,"after_select_schema",95404032,91,43528192,41.5,107339776,102.4,33848754,32.3,62835268,59.9,86124829,40740505,"select_schema applied requested active schema"
,"after_typing_neihoumaa",95891456,91.4,43577344,41.6,107339776,102.4,33904199,32.3,62835268,59.9,86124829,40740505,"realistic short Jyutping typing path"
,"steady_after_esc",95891456,91.4,43577344,41.6,107339776,102.4,33898462,32.3,62835268,59.9,86124829,40740505,"steady sample after ESC clear"
