scenarioId,app,build,schema,input,samples,medianReadyToInputMs,p95ReadyToInputMs,medianInputToCandidateMs,p95InputToCandidateMs,medianCommitMs,p95CommitMs,medianWasmReadyBytes,medianWasmPeakBytes,maxWasmPeakBytes,medianJSHeapUsedBytes,medianResourceTransferBytes,medianResourceUniqueEncodedBytes,medianStorageUsageBytes,yuneMedianInternalKeydownToPaintMs,yuneMedianWorkerProcessMs,committedValues,topResources
yune-tracked,yune-web,tracked-dist,luna_pinyin,ni,3,930,967,69,102,116,120,134217728,134217728,134217728,4810084,5718343,5710543,15410,25,5,"[""伱""]","[{""context"":""worker"",""name"":""http://127.0.0.1:51686/yune-web.wasm"",""encodedBodySize"":2594503,""transferSize"":2594803},{""context"":""worker"",""name"":""http://127.0.0.1:51686/schema/luna_pinyin.reverse.bin"",""encodedBodySize"":704357,""transferSize"":704657},{""context"":""worker"",""name"":""http://127.0.0.1:51686/schema/luna_pinyin.table.bin"",""encodedBodySize"":613855,""transferSize"":614155},{""context"":""page"",""name"":""https://fonts.googleapis.com/css2"",""encodedBodySize"":491196,""transferSize"":491496},{""context"":""worker"",""name"":""http://127.0.0.1:51686/schema/luna_pinyin.dict.yaml"",""encodedBodySize"":422312,""transferSize"":422612},{""context"":""worker"",""name"":""http://127.0.0.1:51686/schema/cangjie5.dict.yaml"",""encodedBodySize"":406681,""transferSize"":406981},{""context"":""page"",""name"":""http://127.0.0.1:51686/assets/index-635zXvQx.js"",""encodedBodySize"":220520,""transferSize"":220820},{""context"":""worker"",""name"":""http://127.0.0.1:51686/yune-web.js"",""encodedBodySize"":72378,""transferSize"":72678}]"
yune-tracked,yune-web,tracked-dist,jyutping,nei,3,6574,6667,105,108,116,117,936509440,936509440,936509440,5707220,35152393,35139193,23914,47,15,"[""你""]","[{""context"":""worker"",""name"":""http://127.0.0.1:51686/schema/jyut6ping3_scolar.dict.yaml"",""encodedBodySize"":7127626,""transferSize"":7127926},{""context"":""worker"",""name"":""http://127.0.0.1:51686/schema/jyut6ping3_scolar.table.bin"",""encodedBodySize"":6115656,""transferSize"":6115956},{""context"":""worker"",""name"":""http://127.0.0.1:51686/schema/jyut6ping3.table.bin"",""encodedBodySize"":4306860,""transferSize"":4307160},{""context"":""worker"",""name"":""http://127.0.0.1:51686/schema/jyut6ping3_scolar.reverse.bin"",""encodedBodySize"":3568716,""transferSize"":3569016},{""context"":""worker"",""name"":""http://127.0.0.1:51686/schema/jyut6ping3.dict.yaml"",""encodedBodySize"":3467039,""transferSize"":3467339},{""context"":""worker"",""name"":""http://127.0.0.1:51686/yune-web.wasm"",""encodedBodySize"":2594503,""transferSize"":2594803},{""context"":""worker"",""name"":""http://127.0.0.1:51686/schema/jyut6ping3_scolar.prism.bin"",""encodedBodySize"":2343228,""transferSize"":2343528},{""context"":""worker"",""name"":""http://127.0.0.1:51686/schema/loengfan.dict.yaml"",""encodedBodySize"":1780170,""transferSize"":1780470}]"
yune-public-demo,yune-web,public-demo-dist,luna_pinyin,ni,3,932,1017,68,74,112,120,134217728,134217728,134217728,4832760,5875337,5718449,2294842,29,5,"[""伱""]","[{""context"":""worker"",""name"":""http://127.0.0.1:51687/yune-web.wasm"",""encodedBodySize"":2594503,""transferSize"":2594803},{""context"":""worker"",""name"":""http://127.0.0.1:51687/schema/luna_pinyin.reverse.bin"",""encodedBodySize"":704357,""transferSize"":704657},{""context"":""worker"",""name"":""http://127.0.0.1:51687/schema/luna_pinyin.table.bin"",""encodedBodySize"":613855,""transferSize"":614155},{""context"":""page"",""name"":""https://fonts.googleapis.com/css2"",""encodedBodySize"":491196,""transferSize"":491496},{""context"":""worker"",""name"":""http://127.0.0.1:51687/schema/luna_pinyin.dict.yaml"",""encodedBodySize"":422312,""transferSize"":422612},{""context"":""worker"",""name"":""http://127.0.0.1:51687/schema/cangjie5.dict.yaml"",""encodedBodySize"":406681,""transferSize"":406981},{""context"":""page"",""name"":""http://127.0.0.1:51687/assets/index-635zXvQx.js"",""encodedBodySize"":220520,""transferSize"":220820},{""context"":""worker"",""name"":""http://127.0.0.1:51687/yune-web.js"",""encodedBodySize"":72378,""transferSize"":72678}]"
yune-public-demo,yune-web,public-demo-dist,jyutping,nei,3,6621,6782,119,123,120,121,936509440,936509440,936509440,5688744,35433377,35147099,31752050,19,5,"[""你""]","[{""context"":""worker"",""name"":""http://127.0.0.1:51687/schema/jyut6ping3_scolar.dict.yaml"",""encodedBodySize"":7127626,""transferSize"":7127926},{""context"":""worker"",""name"":""http://127.0.0.1:51687/schema/jyut6ping3_scolar.table.bin"",""encodedBodySize"":6115656,""transferSize"":6115956},{""context"":""worker"",""name"":""http://127.0.0.1:51687/schema/jyut6ping3.table.bin"",""encodedBodySize"":4306860,""transferSize"":4307160},{""context"":""worker"",""name"":""http://127.0.0.1:51687/schema/jyut6ping3_scolar.reverse.bin"",""encodedBodySize"":3568716,""transferSize"":3569016},{""context"":""worker"",""name"":""http://127.0.0.1:51687/schema/jyut6ping3.dict.yaml"",""encodedBodySize"":3467039,""transferSize"":3467339},{""context"":""worker"",""name"":""http://127.0.0.1:51687/yune-web.wasm"",""encodedBodySize"":2594503,""transferSize"":2594803},{""context"":""worker"",""name"":""http://127.0.0.1:51687/schema/jyut6ping3_scolar.prism.bin"",""encodedBodySize"":2343228,""transferSize"":2343528},{""context"":""worker"",""name"":""http://127.0.0.1:51687/schema/loengfan.dict.yaml"",""encodedBodySize"":1780170,""transferSize"":1780470}]"
my-rime-live,my-rime,vercel-live-c73ea17,luna_pinyin,ni,3,655,661,98,98,116,123,16777216,16777216,16777216,11334748,8951281,8946481,16062668,0,0,"[""你""]","[{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/luna-pinyin@0.1.1/luna_pinyin.table.bin"",""encodedBodySize"":4223050,""transferSize"":4223350},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/stroke@0.1.3/stroke.prism.bin"",""encodedBodySize"":1177789,""transferSize"":1178089},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/stroke@0.1.3/stroke.table.bin"",""encodedBodySize"":999301,""transferSize"":999601},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@libreservice/my-rime@0.10.9/dist/rime.wasm"",""encodedBodySize"":822201,""transferSize"":822501},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@libreservice/my-rime@0.10.9/dist/rime.data"",""encodedBodySize"":599179,""transferSize"":599479},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/stroke@0.1.3/stroke.reverse.bin"",""encodedBodySize"":561328,""transferSize"":561628},{""context"":""page"",""name"":""https://my-rime.vercel.app/assets/index-Dx7zgIB7.js"",""encodedBodySize"":412839,""transferSize"":413139},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/luna-pinyin@0.1.1/luna_pinyin.reverse.bin"",""encodedBodySize"":88880,""transferSize"":89180}]"
my-rime-live,my-rime,vercel-live-c73ea17,jyutping,nei,3,994,996,87,94,126,127,59375616,71303168,71303168,12105704,26133518,26125718,41618760,0,0,"[""你""]","[{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/cantonese@0.1.5/jyut6ping3.table.bin"",""encodedBodySize"":10340349,""transferSize"":10340649},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/luna-pinyin@0.1.1/luna_pinyin.table.bin"",""encodedBodySize"":4223050,""transferSize"":4223350},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/cangjie@0.1.3/cangjie5.table.bin"",""encodedBodySize"":3425337,""transferSize"":3425637},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/cangjie@0.1.3/cangjie5.reverse.bin"",""encodedBodySize"":1685344,""transferSize"":1685644},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/cangjie@0.1.3/cangjie5.prism.bin"",""encodedBodySize"":1559844,""transferSize"":1560144},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/stroke@0.1.3/stroke.prism.bin"",""encodedBodySize"":1177789,""transferSize"":1178089},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@rime-contrib/stroke@0.1.3/stroke.table.bin"",""encodedBodySize"":999301,""transferSize"":999601},{""context"":""worker"",""name"":""https://cdn.jsdelivr.net/npm/@libreservice/my-rime@0.10.9/dist/rime.wasm"",""encodedBodySize"":822201,""transferSize"":822501}]"
