"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","11.400","12.067","13.667","13.667","12247040","14233600"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","14.300","14.700","14.850","14.850","12296192","14098432"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","181.375","188.337","200.200","200.200","13193216","14262272"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","27969.500","32758.600","32758.600","32758.600","10948608","14098432"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","24351.000","43135.400","43135.400","43135.400","11534336","14045184"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","38.933","40.233","40.700","40.700","112078848","163151872"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","56.750","58.900","59.750","59.750","111824896","163151872"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","64.263","65.475","67.638","67.638","112279552","163151872"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","24243.500","25522.900","25522.900","25522.900","108019712","163151872"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","23363.300","2812677.400","2812677.400","2812677.400","111624192","163151872"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","50","150","7141.933","8794.000","10833.667","10833.667","845250560","1049239552"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","50","650","19548.877","22379.954","22855.008","22855.008","847069184","1049239552"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","50","550","8230.073","10582.009","10771.391","10771.391","847548416","1049239552"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","50","350","7440.129","9184.157","9562.000","9562.000","845303808","1049239552"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","20","20","205700.400","223641.900","223641.900","223641.900","831299584","1049239552"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","9","9","167398.000","5666330.100","5666330.100","5666330.100","844058624","1049239552"
