input_id,input,storage,key_index,prefix,key,candidates,model_calls,model_ns,graph_rebuild_calls,graph_rebuild_ns,incremental_reuse_hits,incremental_extend_ns,discarded_rebuild_chars,candidate_state_buckets,candidate_states_ranked,candidate_path_ns,candidate_merge_ns,index_probes,prefix_hits,prefix_misses,entry_ranges_emitted,table_entries_considered,vocabulary_index_probes,vocabulary_rows_examined,vocabulary_rows_accepted,graph_entries_inserted,graph_entry_text_bytes,code_span_rederivations,dp_states_created,dp_beam_evictions
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,47,zhegeyinqingqishiyinggaizhichichaochangjuzishur,r,5,1,92400,1,15200,1,15300,0,20,278,100,73000,20,1,19,19,0,19,8,0,0,0,3,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,48,zhegeyinqingqishiyinggaizhichichaochangjuzishuru,u,5,1,115600,1,29400,1,29400,0,21,293,2300,78500,20,1,19,20,7,20,8,0,7,21,3,34,19
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,49,zhegeyinqingqishiyinggaizhichichaochangjuzishuruc,c,5,1,95900,1,15700,1,15800,0,21,293,200,75600,21,1,20,20,0,20,8,0,0,0,3,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,50,zhegeyinqingqishiyinggaizhichichaochangjuzishuruca,a,5,1,97200,1,15400,1,15500,0,21,293,100,76300,21,1,20,20,0,20,8,0,0,0,3,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,51,zhegeyinqingqishiyinggaizhichichaochangjuzishurucai,i,5,1,118600,1,30900,1,31000,0,22,308,1900,80900,21,1,20,21,7,21,8,0,7,21,3,35,20
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,52,zhegeyinqingqishiyinggaizhichichaochangjuzishurucain,n,5,1,100400,1,16500,1,16500,0,22,308,100,79600,22,1,21,21,0,21,8,0,0,0,3,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,53,zhegeyinqingqishiyinggaizhichichaochangjuzishurucaine,e,5,1,98500,1,16100,1,16200,0,22,308,100,78100,22,1,21,21,0,21,8,0,0,0,3,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,54,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainen,n,5,1,99300,1,16200,1,16200,0,22,308,200,78600,22,1,21,21,0,21,8,0,0,0,3,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,55,zhegeyinqingqishiyinggaizhichichaochangjuzishurucaineng,g,5,1,137100,1,39600,1,39600,0,23,323,2800,89700,22,1,21,22,7,22,8,0,7,21,3,33,18
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,56,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengy,y,5,1,106000,1,16900,1,16900,0,23,323,200,84400,23,1,22,22,0,22,8,0,0,0,3,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,57,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyo,o,5,1,104100,1,16900,1,16900,0,23,323,100,82600,23,1,22,22,0,22,8,0,0,0,3,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,58,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyon,n,5,1,106000,1,16700,1,16700,0,23,323,200,84500,23,1,22,22,0,22,8,0,0,0,3,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,owned,59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,g,5,1,156700,1,39400,1,39400,0,24,338,3700,108500,23,1,22,23,7,23,8,0,7,21,3,35,20
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,1,z,z,0,4,29500,2,13300,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,2,zh,h,0,4,9700,2,6500,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,3,zhe,e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,4,zheg,g,5,1,61800,1,36300,0,0,4,0,0,0,0,5,4,1,1,7,1,3,0,7,21,0,7,0
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,5,zhege,e,5,1,55100,1,31900,0,0,5,0,0,0,0,6,5,1,2,14,2,3,3,17,60,0,28,3
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,6,zhegey,y,5,1,49300,1,28400,0,0,6,0,0,0,0,8,6,2,2,14,2,3,3,17,60,0,28,3
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,7,zhegeyi,i,5,1,65900,1,33400,0,0,7,0,0,0,0,9,7,2,3,21,3,3,3,24,81,0,45,5
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,8,zhegeyin,n,5,1,87100,1,41000,0,0,8,0,0,0,0,11,9,2,4,28,4,3,3,31,102,0,60,5
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,9,zhegeyinq,q,5,1,88900,1,44700,0,0,9,0,0,0,0,14,10,4,4,28,4,3,3,31,102,0,60,5
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,10,zhegeyinqi,i,5,1,106200,1,49700,0,0,10,0,0,0,0,15,11,4,5,35,5,3,3,38,123,0,84,14
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,11,zhegeyinqin,n,5,1,108500,1,54100,0,0,11,0,0,0,0,17,13,4,5,35,5,3,3,38,123,0,84,14
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,12,zhegeyinqing,g,5,1,130200,1,59300,0,0,12,0,0,0,0,19,14,5,6,42,6,3,3,45,144,0,107,22
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,13,zhegeyinqingq,q,5,1,130900,1,61200,0,0,13,0,0,0,0,21,15,6,6,42,6,3,3,45,144,0,107,22
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,14,zhegeyinqingqi,i,5,1,150100,1,65300,0,0,14,0,0,0,0,22,16,6,7,49,7,3,3,52,165,1,133,33
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,15,zhegeyinqingqis,s,5,1,151400,1,67600,0,0,15,0,0,0,0,24,17,7,7,49,7,3,3,52,165,1,133,33
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,16,zhegeyinqingqish,h,5,1,152700,1,69300,0,0,16,0,0,0,0,25,18,7,7,49,7,3,3,52,165,1,133,33
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,17,zhegeyinqingqishi,i,5,1,213500,1,109200,0,0,17,0,0,0,0,26,19,7,8,56,8,8,3,59,186,1,166,51
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,18,zhegeyinqingqishiy,y,5,1,189700,1,87300,0,0,18,0,0,0,0,28,20,8,8,56,8,8,3,59,186,1,166,51
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,19,zhegeyinqingqishiyi,i,5,1,211700,1,87700,0,0,19,0,0,0,0,29,21,8,9,63,9,8,3,66,207,2,193,63
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,20,zhegeyinqingqishiyin,n,5,1,226500,1,94200,0,0,20,0,0,0,0,31,23,8,10,70,10,8,3,73,228,3,215,70
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,21,zhegeyinqingqishiying,g,5,1,255400,1,105300,0,0,21,0,0,0,0,34,25,9,11,77,11,8,3,80,249,3,238,78
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,22,zhegeyinqingqishiyingg,g,5,1,251400,1,108200,0,0,22,0,0,0,0,37,26,11,11,77,11,8,3,80,249,3,238,78
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,23,zhegeyinqingqishiyingga,a,5,1,252400,1,108900,0,0,23,0,0,0,0,38,27,11,11,77,11,8,3,80,249,3,238,78
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,24,zhegeyinqingqishiyinggai,i,5,1,286300,1,115300,0,0,24,0,0,0,0,39,28,11,12,84,12,8,3,87,270,3,270,95
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,25,zhegeyinqingqishiyinggaiz,z,5,1,286700,1,118300,0,0,25,0,0,0,0,41,29,12,12,84,12,8,3,87,270,3,270,95
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,26,zhegeyinqingqishiyinggaizh,h,5,1,290200,1,121000,0,0,26,0,0,0,0,42,30,12,12,84,12,8,3,87,270,3,270,95
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,27,zhegeyinqingqishiyinggaizhi,i,5,1,324400,1,125600,0,0,27,0,0,0,0,43,31,12,13,91,13,8,3,94,291,3,295,105
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,28,zhegeyinqingqishiyinggaizhic,c,5,1,318400,1,128000,0,0,28,0,0,0,0,45,32,13,13,91,13,8,3,94,291,3,295,105
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,29,zhegeyinqingqishiyinggaizhich,h,5,1,313800,1,129900,0,0,29,0,0,0,0,46,33,13,13,91,13,8,3,94,291,3,295,105
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,30,zhegeyinqingqishiyinggaizhichi,i,5,1,338300,1,134900,0,0,30,0,0,0,0,47,34,13,14,98,14,8,3,101,312,3,327,122
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,31,zhegeyinqingqishiyinggaizhichic,c,5,1,339900,1,139000,0,0,31,0,0,0,0,49,35,14,14,98,14,8,3,101,312,3,327,122
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,32,zhegeyinqingqishiyinggaizhichich,h,5,1,338800,1,139000,0,0,32,0,0,0,0,50,36,14,14,98,14,8,3,101,312,3,327,122
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,33,zhegeyinqingqishiyinggaizhichicha,a,5,1,344500,1,141100,0,0,33,0,0,0,0,51,37,14,14,98,14,8,3,101,312,3,327,122
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,34,zhegeyinqingqishiyinggaizhichichao,o,5,1,371100,1,151400,0,0,34,0,0,0,0,52,38,14,15,105,15,8,3,108,333,3,353,133
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,35,zhegeyinqingqishiyinggaizhichichaoc,c,5,1,367200,1,150500,0,0,35,0,0,0,0,54,39,15,15,105,15,8,3,108,333,3,353,133
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,36,zhegeyinqingqishiyinggaizhichichaoch,h,5,1,366600,1,151400,0,0,36,0,0,0,0,55,40,15,15,105,15,8,3,108,333,3,353,133
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,37,zhegeyinqingqishiyinggaizhichichaocha,a,5,1,370000,1,152800,0,0,37,0,0,0,0,56,41,15,15,105,15,8,3,108,333,3,353,133
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,38,zhegeyinqingqishiyinggaizhichichaochan,n,5,1,372500,1,154900,0,0,38,0,0,0,0,57,42,15,15,105,15,8,3,108,333,3,353,133
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,39,zhegeyinqingqishiyinggaizhichichaochang,g,5,1,412900,1,162400,0,0,39,0,0,0,0,58,43,15,16,112,16,8,3,115,354,3,380,145
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,40,zhegeyinqingqishiyinggaizhichichaochangj,j,5,1,399200,1,163800,0,0,40,0,0,0,0,60,44,16,16,112,16,8,3,115,354,3,380,145
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,41,zhegeyinqingqishiyinggaizhichichaochangju,u,5,1,420500,1,167600,0,0,41,0,0,0,0,61,45,16,17,119,17,8,3,122,375,3,411,161
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,42,zhegeyinqingqishiyinggaizhichichaochangjuz,z,5,1,418600,1,170600,0,0,42,0,0,0,0,63,46,17,17,119,17,8,3,122,375,3,411,161
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,43,zhegeyinqingqishiyinggaizhichichaochangjuzi,i,5,1,450300,1,178900,0,0,43,0,0,0,0,64,47,17,18,126,18,8,3,129,396,3,439,174
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,44,zhegeyinqingqishiyinggaizhichichaochangjuzis,s,5,1,453600,1,185700,0,0,44,0,0,0,0,66,48,18,18,126,18,8,3,129,396,3,439,174
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,45,zhegeyinqingqishiyinggaizhichichaochangjuzish,h,5,1,449500,1,184500,0,0,45,0,0,0,0,67,49,18,18,126,18,8,3,129,396,3,439,174
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,46,zhegeyinqingqishiyinggaizhichichaochangjuzishu,u,5,1,473000,1,189500,0,0,46,0,0,0,0,68,50,18,19,133,19,8,3,136,417,3,472,192
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,47,zhegeyinqingqishiyinggaizhichichaochangjuzishur,r,5,1,475300,1,193600,0,0,47,0,0,0,0,70,51,19,19,133,19,8,3,136,417,3,472,192
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,48,zhegeyinqingqishiyinggaizhichichaochangjuzishuru,u,5,1,504100,1,198400,0,0,48,0,0,0,0,71,52,19,20,140,20,8,3,143,438,3,506,211
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,49,zhegeyinqingqishiyinggaizhichichaochangjuzishuruc,c,5,1,507500,1,201400,0,0,49,0,0,0,0,73,53,20,20,140,20,8,3,143,438,3,506,211
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,50,zhegeyinqingqishiyinggaizhichichaochangjuzishuruca,a,5,1,502500,1,201800,0,0,50,0,0,0,0,74,54,20,20,140,20,8,3,143,438,3,506,211
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,51,zhegeyinqingqishiyinggaizhichichaochangjuzishurucai,i,5,1,536900,1,208100,0,0,51,0,0,0,0,75,55,20,21,147,21,8,3,150,459,3,541,231
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,52,zhegeyinqingqishiyinggaizhichichaochangjuzishurucain,n,5,1,532700,1,212600,0,0,52,0,0,0,0,77,56,21,21,147,21,8,3,150,459,3,541,231
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,53,zhegeyinqingqishiyinggaizhichichaochangjuzishurucaine,e,5,1,531000,1,212500,0,0,53,0,0,0,0,78,57,21,21,147,21,8,3,150,459,3,541,231
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,54,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainen,n,5,1,534300,1,212900,0,0,54,0,0,0,0,79,58,21,21,147,21,8,3,150,459,3,541,231
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,55,zhegeyinqingqishiyinggaizhichichaochangjuzishurucaineng,g,5,1,601600,1,217900,0,0,55,0,0,0,0,80,59,21,22,154,22,8,3,157,480,3,574,249
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,56,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengy,y,5,1,573400,1,224600,0,0,56,0,0,0,0,82,60,22,22,154,22,8,3,157,480,3,574,249
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,57,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyo,o,5,1,567000,1,223100,0,0,57,0,0,0,0,83,61,22,22,154,22,8,3,157,480,3,574,249
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,58,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyon,n,5,1,568900,1,224900,0,0,58,0,0,0,0,84,62,22,22,154,22,8,3,157,480,3,574,249
m55_59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,byte_backed,59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,g,5,1,632800,1,234400,0,0,59,0,0,0,0,85,63,22,23,161,23,8,3,164,501,3,609,269
