kind,workload,input,metric,unit,run1_observed,run2_observed,run3_observed,run4_observed,run5_observed,median_observed,worst_observed,spread_pct,ceiling,individual_failures,verdict
latency_ratio,key_sequence_process_with_context,n,yune_librime_median_ratio,x,2.938,2.758,2.804,2.788,2.848,2.804,2.938,6.5,3.006,0,pass
latency_ratio,key_sequence_process_with_context,ni,yune_librime_median_ratio,x,2.057,1.974,2,1.994,2.011,2,2.057,4.2,2.666,0,pass
latency_ratio,key_sequence_process_with_context,hao,yune_librime_median_ratio,x,1.364,1.33,1.311,1.316,1.328,1.328,1.364,4,1.844,0,pass
latency_ratio,key_sequence_process_with_context,ceshiyixiachangjushuruxingnengzenyang,yune_librime_median_ratio,x,0.23,0.223,0.229,0.227,0.233,0.229,0.233,4.5,2.339,0,pass
latency_ratio,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune_librime_median_ratio,x,0.131,0.126,0.126,0.125,0.128,0.126,0.131,4.8,1.748,0,pass
memory_peak,,,track_a_peak_working_set_bytes,bytes,159985664,160096256,159907840,159981568,160026624,159985664,160096256,0.1,195028378,0,pass
latency_ratio,key_sequence_process_with_context,zhongguo,yune_librime_median_ratio,x,0.253,0.277,0.278,0.278,0.282,0.278,0.282,11.5,0.323,0,pass
latency_ratio,key_sequence_process_with_context,cszysmsrsd,yune_librime_median_ratio,x,0.439,0.441,0.434,0.42,0.435,0.435,0.441,5,0.474,0,pass
latency_ratio,key_sequence_process_with_context,zybfshmsru,yune_librime_median_ratio,x,0.661,0.622,0.621,0.627,0.611,0.622,0.661,8.2,0.695,0,pass
latency_ratio,startup_warm_shared_assets_runtime_ready,,yune_librime_median_ratio,x,0.72,0.68,0.937,0.796,0.895,0.796,0.937,37.8,1.091,0,pass
latency_absolute_us,session_create_select_destroy,,median_us,us,24040.5,23228.5,23937,23742.5,24730.6,23937,24730.6,6.5,25470.280,0,pass
latency_absolute_us,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_us,us,323.098,320.167,312.693,329.875,329.916,323.098,329.916,5.5,347.975,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_working_set_bytes,bytes,69169152,69455872,69550080,69029888,69275648,69275648,69550080,0.8,88012390,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,max_peak_working_set_bytes,bytes,254967808,256229376,256360448,255770624,255922176,255922176,256360448,0.5,562033050,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_private_bytes,bytes,35332096,35549184,35549184,34942976,35225600,35332096,35549184,1.7,39460045,0,pass
latency_absolute_us,track-b-product/session_create_select_destroy,,median_us,us,36821.2,36640.2,36559.2,36805,37866.5,36805,37866.5,3.6,39289.800,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_working_set_bytes,bytes,48201728,48418816,48795648,48250880,48631808,48418816,48795648,1.2,66872115,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,max_peak_working_set_bytes,bytes,254967808,256229376,256360448,255770624,255922176,255922176,256360448,0.5,562033050,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_private_bytes,bytes,27426816,27607040,27824128,27328512,27664384,27607040,27824128,1.8,32084378,0,pass
latency_absolute_us,track-b-product/startup_warm_shared_assets_runtime_ready,,median_us,us,35627.5,36034.4,36563.9,34888.9,36952.4,36034.4,36952.4,5.9,38825.050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_working_set_bytes,bytes,65916928,66023424,66490368,65798144,66154496,66023424,66490368,1.1,86196634,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,max_peak_working_set_bytes,bytes,254967808,256229376,256360448,255770624,255922176,255922176,256360448,0.5,562033050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_private_bytes,bytes,32686080,32813056,33140736,32378880,32829440,32813056,33140736,2.4,37865062,0,pass
latency_ratio,key_sequence_process_with_context,zh,yune_librime_median_ratio,x,1.03,0.938,0.964,0.998,1.018,0.998,1.03,9.8,1.047,0,pass
latency_ratio,key_sequence_process_with_context,j,yune_librime_median_ratio,x,4.039,3.304,3.344,4.019,3.974,3.974,4.039,22.2,4.372,0,pass
latency_ratio,key_sequence_process_with_context,yi,yune_librime_median_ratio,x,2.561,2.433,2.142,2.479,2.455,2.455,2.561,19.6,6.098,0,pass
latency_ratio,key_sequence_process_with_context,che,yune_librime_median_ratio,x,1.07,1.017,0.982,1.047,1.042,1.042,1.07,9,1.160,0,pass
latency_ratio,key_sequence_process_with_context,chuang,yune_librime_median_ratio,x,1.096,0.997,1.018,1.06,1.077,1.06,1.096,9.9,1.357,0,pass
latency_ratio,key_sequence_process_with_context,b,yune_librime_median_ratio,x,3.521,2.906,2.927,3.411,3.405,3.405,3.521,21.2,3.775,0,pass
latency_ratio,key_sequence_process_with_context,ceshi,yune_librime_median_ratio,x,0.876,0.846,0.861,0.848,0.855,0.855,0.876,3.5,0.966,0,pass
latency_ratio,key_sequence_process_with_context,zhongdengchangdu,yune_librime_median_ratio,x,0.15,0.147,0.15,0.151,0.15,0.15,0.151,2.7,0.342,0,pass
latency_ratio,key_sequence_process_with_context,dazisudu,yune_librime_median_ratio,x,0.921,0.832,0.84,0.906,0.899,0.899,0.921,10.7,1.098,0,pass
