kind,workload,input,metric,unit,run1_observed,run2_observed,run3_observed,run4_observed,run5_observed,median_observed,worst_observed,spread_pct,ceiling,individual_failures,verdict
memory_absolute_bytes,track-b-product/session_create_select_destroy,,max_peak_working_set_bytes,bytes,254373888,253706240,253480960,253308928,253206528,253480960,254373888,0.5,562033050,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_private_bytes,bytes,31617024,29487104,31989760,29351936,31289344,31289344,31989760,9,32084378,0,pass
latency_absolute_us,track-b-product/startup_warm_shared_assets_runtime_ready,,median_us,us,17174.1,17348.2,16699.5,17291.5,17942.3,17291.5,17942.3,7.4,38825.050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_working_set_bytes,bytes,63504384,63504384,63647744,62910464,63381504,63504384,63647744,1.2,86196634,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,max_peak_working_set_bytes,bytes,254373888,253706240,253480960,253308928,253206528,253480960,254373888,0.5,562033050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_private_bytes,bytes,31473664,29134848,31633408,28942336,30367744,30367744,31633408,9.3,37865062,0,pass
latency_ratio,key_sequence_process_with_context,zh,yune_librime_median_ratio,x,0.083,0.083,0.087,0.085,0.084,0.084,0.087,4.8,1.047,0,pass
latency_ratio,key_sequence_process_with_context,j,yune_librime_median_ratio,x,0.355,0.355,0.366,0.361,0.359,0.359,0.366,3.1,4.372,0,pass
latency_ratio,key_sequence_process_with_context,yi,yune_librime_median_ratio,x,0.386,0.389,0.392,0.396,0.393,0.392,0.396,2.6,6.098,0,pass
latency_ratio,key_sequence_process_with_context,che,yune_librime_median_ratio,x,0.117,0.119,0.121,0.119,0.117,0.119,0.121,3.4,1.160,0,pass
latency_ratio,key_sequence_process_with_context,chuang,yune_librime_median_ratio,x,0.157,0.153,0.155,0.156,0.155,0.155,0.157,2.6,1.357,0,pass
latency_ratio,key_sequence_process_with_context,b,yune_librime_median_ratio,x,0.339,0.331,0.337,0.343,0.339,0.339,0.343,3.6,3.775,0,pass
latency_ratio,key_sequence_process_with_context,ceshi,yune_librime_median_ratio,x,0.132,0.131,0.133,0.129,0.13,0.131,0.133,3.1,0.966,0,pass
latency_ratio,key_sequence_process_with_context,zhongdengchangdu,yune_librime_median_ratio,x,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0.342,0,pass
latency_ratio,key_sequence_process_with_context,dazisudu,yune_librime_median_ratio,x,0.128,0.124,0.129,0.126,0.127,0.127,0.129,4,1.098,0,pass
