kind,workload,input,metric,unit,run1_observed,run2_observed,run3_observed,run4_observed,run5_observed,median_observed,worst_observed,spread_pct,ceiling,individual_failures,verdict
latency_ratio,key_sequence_process_with_context,n,yune_librime_median_ratio,x,0.205,0.198,0.2,0.196,0.2,0.2,0.205,4.6,3.006,0,pass
latency_ratio,key_sequence_process_with_context,ni,yune_librime_median_ratio,x,0.241,0.238,0.242,0.239,0.24,0.24,0.242,1.7,2.666,0,pass
latency_ratio,key_sequence_process_with_context,hao,yune_librime_median_ratio,x,0.278,0.274,0.282,0.278,0.269,0.278,0.282,4.8,1.844,0,pass
latency_ratio,key_sequence_process_with_context,ceshiyixiachangjushuruxingnengzenyang,yune_librime_median_ratio,x,0.018,0.018,0.018,0.019,0.018,0.018,0.019,5.6,2.339,0,pass
latency_ratio,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune_librime_median_ratio,x,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0,1.748,0,pass
memory_peak,,,track_a_peak_working_set_bytes,bytes,153780224,153899008,153931776,154161152,153821184,153899008,154161152,0.2,195028378,0,pass
latency_ratio,key_sequence_process_with_context,zhongguo,yune_librime_median_ratio,x,0.033,0.034,0.035,0.033,0.033,0.033,0.035,6.1,0.323,0,pass
latency_ratio,key_sequence_process_with_context,cszysmsrsd,yune_librime_median_ratio,x,0.004,0.004,0.004,0.004,0.005,0.004,0.005,25,0.474,0,pass
latency_ratio,key_sequence_process_with_context,zybfshmsru,yune_librime_median_ratio,x,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0,0.695,0,pass
latency_ratio,startup_warm_shared_assets_runtime_ready,,yune_librime_median_ratio,x,0.527,0.914,0.858,0.926,0.881,0.881,0.926,75.7,1.091,0,pass
latency_absolute_us,session_create_select_destroy,,median_us,us,23696.4,23583.5,23569.4,23825.4,23591.5,23591.5,23825.4,1.1,25470.280,0,pass
latency_absolute_us,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_us,us,11.357,11.251,11.857,11.308,11.543,11.357,11.857,5.4,347.975,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_working_set_bytes,bytes,64647168,64729088,67080192,64741376,66625536,64741376,67080192,3.8,88012390,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,max_peak_working_set_bytes,bytes,254373888,253706240,253480960,253308928,253206528,253480960,254373888,0.5,562033050,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_private_bytes,bytes,28012544,28037120,31137792,27947008,30384128,28037120,31137792,11.4,39460045,0,pass
latency_absolute_us,track-b-product/session_create_select_destroy,,median_us,us,16910.2,16892.9,16967.5,17375.9,17439,16967.5,17439,3.2,39289.800,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_working_set_bytes,bytes,63848448,63893504,64081920,63467520,63856640,63856640,64081920,1,66872115,0,pass
