"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","1373.249","297.286","4.619","1075.963","113192960","15949824","60084224","5320704"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","486.720","1187.710","0.410","-700.990","113192960","17252352","62926848","6217728"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","24.800","15.033","1.650","9.767","113192960","13869056","58081280","5361664"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","56.200","20.500","2.741","35.700","113192960","13656064","56799232","4374528"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","43.050","17.250","2.496","25.800","113192960","13860864","58085376","4841472"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","2134.766","661.529","3.227","1473.237","113192960","17252352","61116416","6057984"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","44.587","170.312","0.262","-125.725","113192960","13881344","59064320","5242880"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","503.370","829.540","0.607","-326.170","113192960","17252352","63725568","6144000"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","23544.800","28112.700","0.838","-4567.900","113192960","13656064","53448704","3457024"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","24049.100","26943.900","0.893","-2894.800","113192960","13479936","53473280","3825664"
