"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","5","15","11.733","12.233","12.233","12.233","11993088","14135296"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","5","10","14.900","15.350","15.350","15.350","11911168","14028800"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","5","40","181.600","186.650","186.650","186.650","12972032","14184448"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","5","5","26822.500","27654.400","27654.400","27654.400","10829824","14024704"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","2","2","48498.400","48498.400","48498.400","48498.400","11124736","13893632"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","5","15","4304.400","4390.733","4390.733","4390.733","161320960","172957696"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","5","10","3038.950","3144.400","3144.400","3144.400","161267712","172957696"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","5","40","4780.137","5239.588","5239.588","5239.588","160481280","172957696"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","5","5","48871.600","52791.700","52791.700","52791.700","160112640","172957696"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","2","2","870509.900","870509.900","870509.900","870509.900","160018432","172957696"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","5","15","8096.833","8413.700","8413.700","8413.700","366845952","504553472"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","5","65","3201.215","3488.146","3488.146","3488.146","369197056","504553472"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","5","55","2132.355","2393.609","2393.609","2393.609","347017216","504553472"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","5","35","1948.071","2135.686","2135.686","2135.686","369164288","504553472"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","5","5","619947.500","639328.800","639328.800","639328.800","331812864","504553472"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","2","2","1411010.700","1411010.700","1411010.700","1411010.700","334540800","504553472"
