"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","11.800","12.100","13.600","13.600","12267520","14163968"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","14.900","17.650","44.300","44.300","12197888","14106624"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","186.575","227.312","268.225","268.225","13254656","14249984"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","26588.400","40901.300","40901.300","40901.300","11005952","14106624"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","25204.600","49588.000","49588.000","49588.000","11485184","14024704"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","26.033","26.933","27.433","27.433","40116224","41537536"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","36.350","39.000","42.250","42.250","39297024","41537536"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","106.838","107.912","110.513","110.513","39940096","41537536"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","26294.100","27831.300","27831.300","27831.300","35143680","41537536"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","26994.900","89578.000","89578.000","89578.000","37494784","41537536"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","50","150","7011.733","7865.033","7982.467","7982.467","854515712","1049186304"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","50","650","19571.215","21776.192","22594.977","22594.977","856121344","1049186304"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","50","550","8589.745","9867.264","10312.836","10312.836","856584192","1049186304"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","50","350","6548.029","8006.700","8310.800","8310.800","854818816","1049186304"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","20","20","196781.900","259204.900","259204.900","259204.900","840503296","1049186304"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","9","9","165048.200","5643720.300","5643720.300","5643720.300","853237760","1049186304"
