event_index,phase,working_set_bytes,working_set_mb,private_bytes,private_mb,peak_working_set_bytes,peak_working_set_mb,allocator_live_bytes,allocator_live_mb,allocator_high_water_bytes,allocator_high_water_mb,named_owner_bytes,clean_mmap_file_backed_estimate_bytes,conclusion
0,"m47:phase:baseline_process_start",5398528,5.1,794624,0.8,5398528,5.1,4163,0,9233,0,,,""
1,"m47:phase:after_temp_schema_copy",6705152,6.4,1036288,1,6705152,6.4,5749,0,26489,0,,,""
2,"m47:phase:after_setup",6893568,6.6,1036288,1,6893568,6.6,7327,0,26489,0,,,""
3,"m47:phase:after_initialize",6901760,6.6,1036288,1,6901760,6.6,7405,0,26489,0,,,""
4,"m47:phase:after_deploy",12107776,11.5,2199552,2.1,84652032,80.7,8056,0,62833086,59.9,,,""
5,"m47:translator:script_translator@translator:dictionary:jyut6ping3:before_dictionary_load",13492224,12.9,3031040,2.9,84652032,80.7,408455,0.4,62833086,59.9,,,""
6,"m47:compiled_dictionary:jyut6ping3:after_table_byte_source_open:table_bytes=15248382",16982016,16.2,6541312,6.2,84652032,80.7,3876352,3.7,62833086,59.9,,,""
7,"m47:compiled_dictionary:jyut6ping3:after_prism_byte_source_open:prism_bytes=19354757",16982016,16.2,6578176,6.3,84652032,80.7,3876556,3.7,62833086,59.9,,,""
8,"m47:compiled_dictionary:jyut6ping3:after_reverse_bytes_read:reverse_bytes=3592525",20578304,19.6,10178560,9.7,84652032,80.7,7469029,7.1,62833086,59.9,,,""
9,"m47:compiled_dictionary:jyut6ping3:after_reverse_dictionary_parse:lookup_texts=0:lookup_records=0",45432832,43.3,24543232,23.4,84652032,80.7,17211222,16.4,62833086,59.9,,,""
10,"m47:compact_table:after_lookup_record_payload_skip:lookup_texts=125487:lookup_records=127144",56930304,54.3,24543232,23.4,84652032,80.7,17211382,16.4,62833086,59.9,,,""
11,"m47:compiled_dictionary:jyut6ping3:after_table_advanced_payload_parse:lookup_texts=0:lookup_records=0",56930304,54.3,24543232,23.4,84652032,80.7,17211560,16.4,62833086,59.9,,,""
12,"m47:compiled_dictionary:jyut6ping3:after_compact_table_store_parse",74031104,70.6,38477824,36.7,84652032,80.7,29002378,27.7,62833086,59.9,,,""
13,"m47:translator:script_translator@translator:dictionary:jyut6ping3:after_dictionary_load",53661696,51.2,18976768,18.1,84652032,80.7,12201257,11.6,62833086,59.9,,,""
14,"m47:compact_table:after_all_codes_normal_codes_hashset:normal_codes=114653",60829696,58,26345472,25.1,84652032,80.7,16916187,16.1,62833086,59.9,,,""
15,"m47:translator:script_translator@translator:dictionary:jyut6ping3:after_translator_index_build",61661184,58.8,26923008,25.7,84652032,80.7,16968576,16.2,62833086,59.9,,,""
16,"m47:translator:script_translator@luna_pinyin:dictionary:luna_pinyin_yune_reverse:before_dictionary_load",61767680,58.9,26923008,25.7,84652032,80.7,16969901,16.2,62833086,59.9,,,""
17,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_table_byte_source_open:table_bytes=4640555",61767680,58.9,26931200,25.7,84652032,80.7,16972668,16.2,62833086,59.9,,,""
18,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_prism_byte_source_open:prism_bytes=1497453",61767680,58.9,26931200,25.7,84652032,80.7,16972872,16.2,62833086,59.9,,,""
19,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_reverse_bytes_read:reverse_bytes=1263091",63033344,60.1,28196864,26.9,84652032,80.7,18235911,17.4,62833086,59.9,,,""
20,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_reverse_dictionary_parse:lookup_texts=0:lookup_records=0",70111232,66.9,33378304,31.8,84652032,80.7,23161114,22.1,62833086,59.9,,,""
21,"m47:compact_table:after_lookup_record_payload_skip:lookup_texts=62158:lookup_records=70807",74158080,70.7,33378304,31.8,84652032,80.7,23161274,22.1,62833086,59.9,,,""
22,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_table_advanced_payload_parse:lookup_texts=0:lookup_records=0",74158080,70.7,33378304,31.8,84652032,80.7,23161452,22.1,62833086,59.9,,,""
23,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_compact_table_store_parse",77762560,74.2,36642816,34.9,84652032,80.7,26673798,25.4,62833086,59.9,,,""
24,"m47:translator:script_translator@luna_pinyin:dictionary:luna_pinyin_yune_reverse:after_dictionary_load",70176768,66.9,28860416,27.5,84652032,80.7,20485163,19.5,62833086,59.9,,,""
25,"m47:compact_table:after_all_codes_normal_codes_hashset:normal_codes=19975",71565312,68.3,30302208,28.9,84652032,80.7,21486309,20.5,62833086,59.9,,,""
26,"m47:translator:script_translator@luna_pinyin:dictionary:luna_pinyin_yune_reverse:after_translator_index_build",71598080,68.3,30863360,29.4,84652032,80.7,21524041,20.5,62833086,59.9,,,""
27,"m47:filter:dictionary_lookup_filter@dictionary_lookup_filter:dictionary:jyut6ping3_scolar:skip_dictionary_load:load_lookup_records=false",71778304,68.5,31084544,29.6,84652032,80.7,21524898,20.5,62833086,59.9,,,""
28,"m47:phase:after_create_session",71999488,68.7,31092736,29.7,84652032,80.7,21316010,20.3,62833086,59.9,,,""
29,"m47:phase:after_select_schema",72065024,68.7,31125504,29.7,84652032,80.7,21316137,20.3,62833086,59.9,,,""
30,"m47:phase:after_typing_neihoumaa",72531968,69.2,31158272,29.7,84652032,80.7,21366731,20.4,62833086,59.9,,,""
31,"m47:phase:steady_after_esc",72536064,69.2,31158272,29.7,84652032,80.7,21365845,20.4,62833086,59.9,,,""
