kind,workload,input,metric,unit,run1_observed,run2_observed,run3_observed,run4_observed,run5_observed,median_observed,worst_observed,spread_pct,ceiling,individual_failures,verdict
latency_ratio,key_sequence_process_with_context,n,yune_librime_median_ratio,x,0.208,0.196,0.199,0.2,0.203,0.2,0.208,6.1,3.006,0,pass
latency_ratio,key_sequence_process_with_context,ni,yune_librime_median_ratio,x,0.241,0.238,0.238,0.235,0.239,0.238,0.241,2.6,2.666,0,pass
latency_ratio,key_sequence_process_with_context,hao,yune_librime_median_ratio,x,0.281,0.272,0.277,0.278,0.278,0.278,0.281,3.3,1.844,0,pass
latency_ratio,key_sequence_process_with_context,ceshiyixiachangjushuruxingnengzenyang,yune_librime_median_ratio,x,0.018,0.018,0.018,0.019,0.018,0.018,0.019,5.6,2.339,0,pass
latency_ratio,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune_librime_median_ratio,x,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0,1.748,0,pass
memory_peak,,,track_a_peak_working_set_bytes,bytes,153731072,153661440,153702400,153649152,153796608,153702400,153796608,0.1,195028378,0,pass
latency_ratio,key_sequence_process_with_context,zhongguo,yune_librime_median_ratio,x,0.036,0.035,0.034,0.035,0.034,0.035,0.036,5.9,0.323,0,pass
latency_ratio,key_sequence_process_with_context,cszysmsrsd,yune_librime_median_ratio,x,0.005,0.005,0.004,0.005,0.004,0.005,0.005,25,0.474,0,pass
latency_ratio,key_sequence_process_with_context,zybfshmsru,yune_librime_median_ratio,x,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0,0.695,0,pass
latency_ratio,startup_warm_shared_assets_runtime_ready,,yune_librime_median_ratio,x,0.885,0.867,0.887,0.911,0.996,0.887,0.996,14.9,1.091,0,pass
latency_absolute_us,session_create_select_destroy,,median_us,us,23958.7,23503.1,23173.7,22690.7,23716.6,23503.1,23958.7,5.6,25470.280,0,pass
latency_absolute_us,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_us,us,11.207,11.379,11.582,11.628,11.42,11.42,11.628,3.8,347.975,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_working_set_bytes,bytes,64831488,64626688,66760704,66543616,66981888,66543616,66981888,3.6,88012390,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,max_peak_working_set_bytes,bytes,253542400,254201856,253423616,253952000,253452288,253542400,254201856,0.3,562033050,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_private_bytes,bytes,28180480,27877376,30273536,30113792,30617600,30113792,30617600,9.8,39460045,0,pass
latency_absolute_us,track-b-product/session_create_select_destroy,,median_us,us,16697.9,16655.4,17033.6,17114.3,16570.2,16697.9,17114.3,3.3,39289.800,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_working_set_bytes,bytes,64577536,64253952,64172032,63754240,63885312,64172032,64577536,1.3,66872115,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,max_peak_working_set_bytes,bytes,253542400,254201856,253423616,253952000,253452288,253542400,254201856,0.3,562033050,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_private_bytes,bytes,29765632,30687232,30437376,29302784,33320960,30437376,33320960,13.7,32084378,1,pass
latency_absolute_us,track-b-product/startup_warm_shared_assets_runtime_ready,,median_us,us,16768.7,16813.2,17576,17144.2,16673.4,16813.2,17576,5.4,38825.050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_working_set_bytes,bytes,63877120,63725568,63676416,63250432,63459328,63676416,63877120,1,86196634,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,max_peak_working_set_bytes,bytes,253542400,254201856,253423616,253952000,253452288,253542400,254201856,0.3,562033050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_private_bytes,bytes,29057024,30240768,29474816,28905472,32292864,29474816,32292864,11.7,37865062,0,pass
latency_ratio,key_sequence_process_with_context,zh,yune_librime_median_ratio,x,0.085,0.084,0.084,0.085,0.084,0.084,0.085,1.2,1.047,0,pass
latency_ratio,key_sequence_process_with_context,j,yune_librime_median_ratio,x,0.368,0.353,0.35,0.364,0.353,0.353,0.368,5.1,4.372,0,pass
latency_ratio,key_sequence_process_with_context,yi,yune_librime_median_ratio,x,0.394,0.385,0.392,0.391,0.387,0.391,0.394,2.3,6.098,0,pass
latency_ratio,key_sequence_process_with_context,che,yune_librime_median_ratio,x,0.12,0.117,0.117,0.12,0.118,0.118,0.12,2.6,1.160,0,pass
latency_ratio,key_sequence_process_with_context,chuang,yune_librime_median_ratio,x,0.156,0.151,0.153,0.153,0.153,0.153,0.156,3.3,1.357,0,pass
latency_ratio,key_sequence_process_with_context,b,yune_librime_median_ratio,x,0.344,0.32,0.327,0.337,0.335,0.335,0.344,7.5,3.775,0,pass
latency_ratio,key_sequence_process_with_context,ceshi,yune_librime_median_ratio,x,0.132,0.127,0.129,0.129,0.129,0.129,0.132,3.9,0.966,0,pass
latency_ratio,key_sequence_process_with_context,zhongdengchangdu,yune_librime_median_ratio,x,0.017,0.016,0.016,0.016,0.016,0.016,0.017,6.3,0.342,0,pass
latency_ratio,key_sequence_process_with_context,dazisudu,yune_librime_median_ratio,x,0.127,0.122,0.125,0.124,0.122,0.124,0.127,4.1,1.098,0,pass
