"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","b","56.800","17.000","3.341","39.800","189140992","17260544","204099584","7057408"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshi","36.520","44.460","0.821","-7.940","189878272","17260544","204894208","7659520"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","587.608","293.086","2.005","294.522","185839616","15888384","194088960","5300224"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","che","47.200","46.967","1.005","0.233","186892288","17260544","201576448","6365184"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","chuang","38.333","36.317","1.056","2.016","188354560","17260544","203309056","6758400"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","488.600","1225.780","0.399","-737.180","185839616","17260544","196464640","6029312"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","dazisudu","38.300","45.362","0.844","-7.062","191889408","17260544","207110144","8261632"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","19.833","14.833","1.337","5.000","185839616","13869056","192327680","5029888"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","j","62.000","15.600","3.974","46.400","185839616","17260544","199458816","6479872"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","59.500","20.200","2.946","39.300","185839616","13623296","190742528","4575232"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","35.100","17.050","2.059","18.050","185839616","13869056","191537152","5120000"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","yi","35.400","14.600","2.425","20.800","185839616","17260544","200085504","6569984"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zh","64.700","66.300","0.976","-1.600","185839616","17260544","198668288","6586368"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","1085.308","666.671","1.628","418.637","185839616","17260544","195670016","6021120"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongdengchangdu","101.725","344.350","0.295","-242.625","190726144","17260544","205688832","7094272"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","47.475","170.463","0.279","-122.988","185839616","13869056","193048576","5079040"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","522.240","856.930","0.609","-334.690","185839616","17260544","198045696","6070272"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","22795.500","22943.600","0.994","-148.100","185839616","13623296","190742528","3555328"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","22830.800","25029.700","0.912","-2198.900","185839616","13447168","190590976","3817472"
