"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","11.967","14.067","25.333","25.333","12206080","14233600"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","14.650","15.150","17.700","17.700","12124160","14163968"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","183.013","190.300","199.387","199.387","13193216","14303232"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","26169.900","35065.500","35065.500","35065.500","10989568","14163968"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","26805.400","47230.100","47230.100","47230.100","11575296","14094336"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","32.767","34.100","34.933","34.933","160272384","171859968"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","27.100","28.900","30.050","30.050","160145408","171859968"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","31.262","32.463","33.775","33.775","160366592","171859968"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","46894.600","49063.200","49063.200","49063.200","159989760","171859968"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","46606.800","810763.800","810763.800","810763.800","159887360","171859968"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","50","150","10994.500","11907.000","12240.333","12240.333","855805952","1049096192"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","50","650","23166.669","24091.323","24726.162","24726.162","857333760","1049096192"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","50","550","9939.073","10516.482","11743.091","11743.091","857894912","1049096192"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","50","350","9124.886","9525.229","9637.800","9637.800","855896064","1049096192"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","20","20","238639.600","245268.100","245268.100","245268.100","842764288","1049096192"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","9","9","198857.300","5939667.400","5939667.400","5939667.400","855568384","1049096192"
