"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","80","800","1249.750","1318.730","1372.260","1372.260","15806464","16297984"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","80","800","863.520","908.670","959.380","959.380","15884288","16297984"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","30","30","25387.900","29067.500","30270.800","30270.800","10944512","14082048"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","28404.300","54516.300","54516.300","54516.300","11526144","14041088"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","80","800","215.420","265.450","320.860","320.860","90816512","127524864"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","80","800","194.140","226.440","257.630","257.630","91967488","127524864"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","30","30","23514.900","24389.000","24856.400","24856.400","87318528","127524864"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","23174.200","2826740.800","2826740.800","2826740.800","90128384","127524864"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","h","80","80","1648.700","1885.300","1910.200","1910.200","440967168","505024512"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","30","30","228488.100","238371.600","238418.900","238418.900","427446272","505024512"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","5","5","181800.900","1235031.000","1235031.000","1235031.000","433754112","505024512"
