"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","1","3","11.633","11.633","11.633","11.633","11948032","14139392"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","1","2","18.050","18.050","18.050","18.050","11776000","13930496"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","1","8","186.525","186.525","186.525","186.525","12955648","14196736"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","1","1","27935.600","27935.600","27935.600","27935.600","10735616","13881344"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","1","1","45379.200","45379.200","45379.200","45379.200","11104256","12177408"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","1","3","4369.200","4369.200","4369.200","4369.200","160784384","172109824"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","1","2","2946.200","2946.200","2946.200","2946.200","160735232","172109824"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","1","8","4254.725","4254.725","4254.725","4254.725","160653312","172109824"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","1","1","47785.200","47785.200","47785.200","47785.200","159584256","172109824"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","1","1","798270.000","798270.000","798270.000","798270.000","159477760","172109824"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","1","3","22866.467","22866.467","22866.467","22866.467","859381760","1049042944"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","1","13","27340.146","27340.146","27340.146","27340.146","862978048","1049042944"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","1","11","14893.764","14893.764","14893.764","14893.764","861888512","1049042944"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","1","7","13956.729","13956.729","13956.729","13956.729","860344320","1049042944"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","1","1","243837.800","243837.800","243837.800","243837.800","842498048","1049042944"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","1","1","5711368.800","5711368.800","5711368.800","5711368.800","853508096","1049042944"
