kind,workload,input,metric,unit,run1_observed,run2_observed,run3_observed,run4_observed,run5_observed,median_observed,worst_observed,spread_pct,ceiling,individual_failures,verdict
latency_ratio,key_sequence_process_with_context,n,yune_librime_median_ratio,x,0.208,0.21,0.199,0.2,0.197,0.2,0.21,6.6,3.006,0,pass
latency_ratio,key_sequence_process_with_context,ni,yune_librime_median_ratio,x,0.253,0.252,0.241,0.237,0.241,0.241,0.253,6.8,2.666,0,pass
latency_ratio,key_sequence_process_with_context,hao,yune_librime_median_ratio,x,0.288,0.288,0.278,0.277,0.278,0.278,0.288,4,1.844,0,pass
latency_ratio,key_sequence_process_with_context,ceshiyixiachangjushuruxingnengzenyang,yune_librime_median_ratio,x,0.018,0.019,0.018,0.019,0.018,0.018,0.019,5.6,2.339,0,pass
latency_ratio,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune_librime_median_ratio,x,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0,1.748,0,pass
memory_peak,,,track_a_peak_working_set_bytes,bytes,153755648,153821184,153866240,153661440,153878528,153821184,153878528,0.1,195028378,0,pass
latency_ratio,key_sequence_process_with_context,zhongguo,yune_librime_median_ratio,x,0.036,0.035,0.034,0.035,0.035,0.035,0.036,5.9,0.323,0,pass
latency_ratio,key_sequence_process_with_context,cszysmsrsd,yune_librime_median_ratio,x,0.005,0.005,0.004,0.004,0.005,0.005,0.005,25,0.474,0,pass
latency_ratio,key_sequence_process_with_context,zybfshmsru,yune_librime_median_ratio,x,0.006,0.007,0.006,0.006,0.006,0.006,0.007,16.7,0.695,0,pass
latency_ratio,startup_warm_shared_assets_runtime_ready,,yune_librime_median_ratio,x,0.773,0.986,0.962,0.88,0.356,0.88,0.986,177,1.091,0,pass
latency_absolute_us,session_create_select_destroy,,median_us,us,24450.3,25636.4,23817.5,24300.9,23238.2,24300.9,25636.4,10.3,25470.280,1,pass
latency_absolute_us,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_us,us,16.608,16.669,16.598,16.787,16.641,16.641,16.787,1.1,347.975,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_working_set_bytes,bytes,66785280,67080192,64389120,66875392,66666496,66785280,67080192,4.2,88012390,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,max_peak_working_set_bytes,bytes,253194240,253546496,253456384,254169088,254050304,253546496,254169088,0.4,562033050,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_private_bytes,bytes,30081024,31391744,27652096,30486528,30134272,30134272,31391744,13.5,39460045,0,pass
latency_absolute_us,track-b-product/session_create_select_destroy,,median_us,us,17012.2,16895.6,16983.6,17191.3,16946,16983.6,17191.3,1.8,39289.800,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_working_set_bytes,bytes,63877120,64315392,63201280,64086016,63819776,63877120,64315392,1.8,66872115,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,max_peak_working_set_bytes,bytes,253194240,253546496,253456384,254169088,254050304,253546496,254169088,0.4,562033050,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_private_bytes,bytes,28893184,31014912,30269440,32264192,28037120,30269440,32264192,15.1,32084378,1,pass
latency_absolute_us,track-b-product/startup_warm_shared_assets_runtime_ready,,median_us,us,17980.6,16690.1,17494.8,17456,17249.1,17456,17980.6,7.7,38825.050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_working_set_bytes,bytes,63303680,63725568,62697472,63721472,63422464,63422464,63725568,1.6,86196634,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,max_peak_working_set_bytes,bytes,253194240,253546496,253456384,254169088,254050304,253546496,254169088,0.4,562033050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_private_bytes,bytes,28176384,30531584,29794304,31830016,27611136,29794304,31830016,15.3,37865062,0,pass
latency_ratio,key_sequence_process_with_context,zh,yune_librime_median_ratio,x,0.087,0.086,0.085,0.083,0.084,0.085,0.087,4.8,1.047,0,pass
latency_ratio,key_sequence_process_with_context,j,yune_librime_median_ratio,x,0.357,0.359,0.354,0.35,0.357,0.357,0.359,2.6,4.372,0,pass
latency_ratio,key_sequence_process_with_context,yi,yune_librime_median_ratio,x,0.388,0.392,0.393,0.383,0.378,0.388,0.393,4,6.098,0,pass
latency_ratio,key_sequence_process_with_context,che,yune_librime_median_ratio,x,0.121,0.121,0.12,0.116,0.12,0.12,0.121,4.3,1.160,0,pass
latency_ratio,key_sequence_process_with_context,chuang,yune_librime_median_ratio,x,0.158,0.159,0.153,0.154,0.156,0.156,0.159,3.9,1.357,0,pass
latency_ratio,key_sequence_process_with_context,b,yune_librime_median_ratio,x,0.339,0.341,0.329,0.331,0.325,0.331,0.341,4.9,3.775,0,pass
latency_ratio,key_sequence_process_with_context,ceshi,yune_librime_median_ratio,x,0.133,0.134,0.13,0.13,0.131,0.131,0.134,3.1,0.966,0,pass
latency_ratio,key_sequence_process_with_context,zhongdengchangdu,yune_librime_median_ratio,x,0.016,0.017,0.016,0.016,0.016,0.016,0.017,6.3,0.342,0,pass
latency_ratio,key_sequence_process_with_context,dazisudu,yune_librime_median_ratio,x,0.127,0.128,0.127,0.128,0.128,0.128,0.128,0.8,1.098,0,pass
