"kind","workload","input","metric","observed","ceiling","unit","status","notes"
"latency_ratio","key_sequence_process_with_context","n","yune_librime_median_ratio","2.746","3.050","x","pass","M52 phase-0 baseline plus small run-noise headroom; one-letter Track A row."
"latency_ratio","key_sequence_process_with_context","ni","yune_librime_median_ratio","2.962","3.223","x","pass","M52 phase-0 baseline plus small run-noise headroom; bounded-microsecond disposition row."
"latency_ratio","key_sequence_process_with_context","hao","yune_librime_median_ratio","2.090","2.287","x","pass","M52 phase-0 baseline plus small run-noise headroom; short normal Track A row."
"latency_ratio","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","yune_librime_median_ratio","2.979","3.267","x","pass","M52 phase-0 baseline plus small run-noise headroom; 37-character Luna row."
"latency_ratio","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","yune_librime_median_ratio","2.321","2.447","x","pass","M52 phase-0 baseline plus small run-noise headroom; existing 59-character Luna row promoted into the gate."
"memory_peak","","","track_a_peak_working_set_bytes","189665280","198000000","bytes","pass","M52 phase-0 Track A peak working-set high-water plus small run-noise headroom."
"latency_ratio","key_sequence_process_with_context","zhongguo","yune_librime_median_ratio","0.264","0.320","x","pass","M55 Phase 0 win-row ceiling: min(0.95x, worst-of-3 baseline x 1.20); must remain <1.00x."
"latency_ratio","key_sequence_process_with_context","cszysmsrsd","yune_librime_median_ratio","0.443","0.724","x","pass","M55 Phase 0 win-row ceiling: min(0.95x, worst-of-3 baseline x 1.20); must remain <1.00x."
"latency_ratio","key_sequence_process_with_context","zybfshmsru","yune_librime_median_ratio","0.642","0.950","x","pass","M55 Phase 0 win-row ceiling: min(0.95x, worst-of-3 baseline x 1.20); must remain <1.00x."
"latency_absolute_us","startup_warm_shared_assets_runtime_ready","","median_us","23390.100","26196.940","us","pass","M55 Phase 0 startup/session absolute ceiling: ratio spread 44.8% exceeded 10%; worst-of-3 Yune median x 1.10."
"latency_absolute_us","session_create_select_destroy","","median_us","23120.800","26209.370","us","pass","M55 Phase 0 startup/session absolute ceiling: ratio spread 48.0% exceeded 10%; worst-of-3 Yune median x 1.10."
"latency_absolute_us","track-b-product/key_sequence_process_with_context","neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung","median_us","338.256","367.677","us","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
"memory_absolute_bytes","track-b-product/key_sequence_process_with_context","neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung","median_working_set_bytes","252526592","278635315","bytes","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
"memory_absolute_bytes","track-b-product/key_sequence_process_with_context","neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung","max_peak_working_set_bytes","512786432","564101120","bytes","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
"memory_absolute_bytes","track-b-product/key_sequence_process_with_context","neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung","median_private_bytes","179761152","199143014","bytes","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
"latency_absolute_us","track-b-product/session_create_select_destroy","","median_us","98707.200","110593.780","us","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
"memory_absolute_bytes","track-b-product/session_create_select_destroy","","median_working_set_bytes","223449088","246668083","bytes","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
"memory_absolute_bytes","track-b-product/session_create_select_destroy","","max_peak_working_set_bytes","512786432","564101120","bytes","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
"memory_absolute_bytes","track-b-product/session_create_select_destroy","","median_private_bytes","174731264","193619149","bytes","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
"latency_absolute_us","track-b-product/startup_warm_shared_assets_runtime_ready","","median_us","95985.700","109015.170","us","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
"memory_absolute_bytes","track-b-product/startup_warm_shared_assets_runtime_ready","","median_working_set_bytes","252039168","278121677","bytes","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
"memory_absolute_bytes","track-b-product/startup_warm_shared_assets_runtime_ready","","max_peak_working_set_bytes","512786432","564101120","bytes","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
"memory_absolute_bytes","track-b-product/startup_warm_shared_assets_runtime_ready","","median_private_bytes","179757056","199143014","bytes","pass","M55 Phase 0 Track B product absolute ceiling: worst-of-3 baseline x 1.10; regression guard only, no TypeDuck speed claim."
