engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns,candidate_request_bounded_calls,candidate_request_unbounded_calls,candidate_request_page_limit_total,candidate_request_surplus_total,bounded_iterator_calls,bounded_iterator_limit_total,bounded_iterator_selected_total,bounded_iterator_full_count_total,full_list_translation_calls,full_list_fallback_count,exact_lookup_calls,exact_lookup_ns,exact_lookup_candidates,prefix_lookup_calls,prefix_lookup_ns,prefix_lookup_candidates,heap_exact_lookup_calls,heap_prefix_lookup_calls,no_marisa_compact_exact_lookup_calls,no_marisa_compact_prefix_lookup_calls,rsmarisa_exact_lookup_calls,rsmarisa_prefix_lookup_calls,abi_c_string_allocations,abi_c_string_bytes
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,0,3,3,24012100,9,23926900,19918,52,48,300,2800,55700,200,1600,48,0,5,1,4200,5,1,500,3,0,15,45,3,60,48,19739,0,0,7634,3508000,8353,3,2623600,11565,0,0,7634,3,0,0,12,309
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,ngohaig,0,7,7,12002000,21,11906700,13954,62,53,500,2900,62700,300,1500,53,0,0,1,2500,0,1,700,7,0,35,105,4,80,53,12930,0,3,4729,2079900,5277,10,1844100,8677,0,0,4729,10,0,0,2,16
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,jigaajiusihaa,0,13,13,41133600,39,41034100,26660,46,45,600,4500,51900,300,1800,45,0,0,1,2400,0,1,400,13,0,65,195,3,60,45,25339,0,10,10379,4741700,11634,23,3203700,15026,0,0,10379,23,0,0,2,28
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,loengjathau,0,11,11,21292700,33,21183600,20712,100,90,600,2900,73300,500,2400,90,0,0,1,2400,0,1,300,11,0,55,165,6,120,90,19628,0,5,7032,3099600,8007,16,2577700,12705,0,0,7032,16,0,0,2,24
