"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","586.165","294.016","1.994","292.149","185511936","15851520","194076672","5234688"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","475.690","1205.620","0.395","-729.930","185511936","17117184","195878912","6004736"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","24.900","15.100","1.649","9.800","185511936","13905920","191836160","5292032"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","56.700","20.600","2.752","36.100","185511936","13631488","190414848","5353472"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","43.550","17.150","2.539","26.400","185511936","13905920","191041536","5091328"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","1034.241","668.298","1.548","365.943","185511936","17117184","194703360","5943296"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","45.550","169.125","0.269","-123.575","185511936","13905920","192507904","5042176"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","485.190","837.960","0.579","-352.770","185511936","17117184","197771264","6537216"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","23154.800","23864.300","0.970","-709.500","185511936","13619200","189726720","3620864"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","23308.800","24571.300","0.949","-1262.500","185511936","13451264","189124608","3780608"
