"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","11.633","12.267","12.267","12.267","12193792","14155776"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","14.450","16.900","16.900","16.900","12070912","14073856"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","179.487","197.662","197.662","197.662","13180928","14213120"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","24658.400","29389.100","29389.100","29389.100","10940416","14073856"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","24783.900","48697.200","48697.200","48697.200","11505664","13996032"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","4296.233","4977.467","4977.467","4977.467","160370688","171757568"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","3047.550","4359.150","4359.150","4359.150","160911360","171757568"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","4630.887","5376.163","5376.163","5376.163","161484800","171757568"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","48843.900","56763.100","56763.100","56763.100","159649792","171757568"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","49711.100","851141.500","851141.500","851141.500","159498240","171757568"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","20","60","15334.967","17244.833","17244.833","17244.833","776658944","928677888"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","20","260","5369.169","5868.685","5868.685","5868.685","776679424","928677888"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","20","220","3959.500","4267.955","4267.955","4267.955","776687616","928677888"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","20","140","3653.843","4098.000","4098.000","4098.000","776675328","928677888"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","20","20","219468.300","228977.500","228977.500","228977.500","761647104","928677888"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","5","5","181306.800","24655830.600","24655830.600","24655830.600","774496256","928677888"
