engine,track,schema_id,workload,input,samples,operations,median_us,p95_us,p99_us,max_us,median_working_set_bytes,max_peak_working_set_bytes
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ceshiyixiachangjushuruxingnengzenyang,70,2590,288.322,305.111,313.692,313.692,17301504,17793024
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,cszysmsrsd,70,700,1227.830,1309.990,1424.740,1424.740,16740352,17006592
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,h,70,70,17.400,21.400,27.100,27.100,12447744,14348288
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ha,70,140,12.550,14.950,39.900,39.900,12427264,14368768
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,70,210,11.333,11.833,18.200,18.200,12722176,14368768
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,n,70,70,20.600,21.600,26.800,26.800,12431360,14172160
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,70,140,14.100,14.800,17.150,17.150,12562432,14348288
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,z,70,70,24.600,27.100,79.800,79.800,12668928,14368768
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zh,70,140,61.300,84.500,93.900,93.900,13283328,14422016
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,70,4130,658.466,705.797,735.349,735.349,18350080,18862080
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zho,70,210,160.867,188.333,225.300,225.300,13758464,14491648
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhon,70,280,223.375,232.600,261.750,261.750,13828096,14548992
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhong,70,350,182.760,184.000,189.220,189.220,14143488,14667776
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongg,70,420,199.017,203.183,203.517,203.517,14303232,14684160
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,70,560,156.125,158.475,178.650,178.650,14524416,14913536
librime-1.17.0,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zybfshmsru,70,700,836.990,864.190,953.140,953.140,16740352,17256448
librime-1.17.0,track-a-comparison,luna_pinyin,session_create_select_destroy,,50,50,48732.500,75936.600,92799.200,92799.200,11030528,14172160
librime-1.17.0,track-a-comparison,luna_pinyin,startup_warm_shared_assets_runtime_ready,,7,7,42284.400,80377.500,80377.500,80377.500,11493376,13979648
