engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns,candidate_request_bounded_calls,candidate_request_unbounded_calls,candidate_request_page_limit_total,candidate_request_surplus_total,bounded_iterator_calls,bounded_iterator_limit_total,bounded_iterator_selected_total,bounded_iterator_full_count_total,full_list_translation_calls,full_list_fallback_count,exact_lookup_calls,exact_lookup_ns,exact_lookup_candidates,prefix_lookup_calls,prefix_lookup_ns,prefix_lookup_candidates,heap_exact_lookup_calls,heap_prefix_lookup_calls,no_marisa_compact_exact_lookup_calls,no_marisa_compact_prefix_lookup_calls,rsmarisa_exact_lookup_calls,rsmarisa_prefix_lookup_calls,abi_c_string_allocations,abi_c_string_bytes,sentence_candidate_calls,sentence_candidate_ns,sentence_substrings_considered,sentence_exact_lookup_calls,sentence_exact_lookup_ns,sentence_exact_lookup_candidates,sentence_prefix_lookup_calls,sentence_prefix_lookup_ns,sentence_prefix_lookup_candidates,sentence_entry_matches_collected,sentence_path_clones,sentence_path_replacements,sentence_paths_pruned,sentence_max_live_paths,sentence_result_candidates,upstream_sentence_model_calls,upstream_sentence_model_ns,upstream_sentence_model_candidates,upstream_sentence_model_code_prefix_checks,upstream_sentence_model_table_entries_considered,upstream_sentence_model_vocabulary_entries_considered,upstream_sentence_model_graph_edges,prefix_fallback_calls,prefix_fallback_ns,prefix_fallback_views_visited,prefix_fallback_candidates,dynamic_correction_calls,dynamic_correction_ns,dynamic_correction_codes_considered,dynamic_correction_candidates
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,10,61,61,11411600,183,11249200,11058,61,52,1900,17600,34800,1400,2200,52,0,0,1,1900,0,1,200,61,0,305,915,4,80,52,10840,0,57,4834,1970500,5260,118,1217400,5798,0,0,4834,118,0,0,2,124,57,358700,1880,1880,288400,0,57,9100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,233700,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,11,61,61,11442500,183,11273600,11058,61,52,1100,17400,40900,1900,2000,52,0,0,1,2000,0,1,300,61,0,305,915,4,80,52,10840,0,57,4834,1983100,5260,118,1209600,5798,0,0,4834,118,0,0,2,124,57,360000,1880,1880,290400,0,57,8400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,202000,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,12,61,61,11559500,183,11390600,11058,61,52,1900,17700,39700,1000,2000,52,0,0,1,2000,0,1,300,61,0,305,915,4,80,52,10840,0,57,4834,1957400,5260,118,1199000,5798,0,0,4834,118,0,0,2,124,57,358400,1880,1880,288000,0,57,9000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,203800,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,13,61,61,11417100,183,11250100,11058,61,52,1100,17400,40500,1400,1800,52,0,0,1,1500,0,1,300,61,0,305,915,4,80,52,10840,0,57,4834,2013400,5260,118,1206300,5798,0,0,4834,118,0,0,2,124,57,354700,1880,1880,285900,0,57,9400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,204500,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,14,61,61,11455500,183,11297200,11058,61,52,2100,17300,33200,1400,1600,52,0,0,1,1400,0,1,100,61,0,305,915,4,80,52,10840,0,57,4834,1998000,5260,118,1205300,5798,0,0,4834,118,0,0,2,124,57,352200,1880,1880,284000,0,57,9100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,204700,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,15,61,61,11317500,183,11170700,11058,61,52,1100,17200,24900,1200,1600,52,0,0,1,1500,0,1,100,61,0,305,915,4,80,52,10840,0,57,4834,1978200,5260,118,1198600,5798,0,0,4834,118,0,0,2,124,57,353100,1880,1880,287500,0,57,9700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,205300,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,16,61,61,11315100,183,11166800,11058,61,52,1400,17100,23200,1200,2300,52,0,0,1,1400,0,1,300,61,0,305,915,4,80,52,10840,0,57,4834,1997700,5260,118,1189000,5798,0,0,4834,118,0,0,2,124,57,354300,1880,1880,286200,0,57,9200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,206900,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,17,61,61,11354000,183,11201400,11058,61,52,1700,17600,28000,1300,2200,52,0,0,1,1600,0,1,200,61,0,305,915,4,80,52,10840,0,57,4834,2004500,5260,118,1225600,5798,0,0,4834,118,0,0,2,124,57,355700,1880,1880,288000,0,57,9600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,207300,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,18,61,61,11402600,183,11245500,11058,61,52,1600,17400,31300,1300,1600,52,0,0,1,1400,0,1,300,61,0,305,915,4,80,52,10840,0,57,4834,2001400,5260,118,1202300,5798,0,0,4834,118,0,0,2,124,57,358100,1880,1880,288000,0,57,10100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,209600,0,0,0,0,0,0
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,19,61,61,11434700,183,11274300,11058,61,52,1000,17200,35300,800,2800,52,0,0,1,1300,0,1,300,61,0,305,915,4,80,52,10840,0,57,4834,1992400,5260,118,1217000,5798,0,0,4834,118,0,0,2,124,57,360000,1880,1880,289500,0,57,8800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,210000,0,0,0,0,0,0
