"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","11.900","26.467","26.467","26.467","12054528","14159872"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","14.600","15.350","15.350","15.350","12083200","14049280"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","185.300","200.050","200.050","200.050","12992512","14184448"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","29940.000","32508.900","32508.900","32508.900","10956800","14049280"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","29163.700","57850.600","57850.600","57850.600","11460608","13930496"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","4145.500","4493.100","4493.100","4493.100","160178176","171921408"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","3171.050","3312.450","3312.450","3312.450","159678464","171921408"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","4801.675","5368.000","5368.000","5368.000","160878592","171921408"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","48233.200","50996.000","50996.000","50996.000","159330304","171921408"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","50415.700","886334.800","886334.800","886334.800","159227904","171921408"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","20","60","8336.800","9829.867","9829.867","9829.867","367271936","504377344"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","20","260","3189.085","3736.177","3736.177","3736.177","369405952","504377344"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","20","220","2164.609","2438.455","2438.455","2438.455","364859392","504377344"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","20","140","1861.586","2057.943","2057.943","2057.943","367931392","504377344"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","20","20","622557.300","666293.200","666293.200","666293.200","355299328","504377344"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","5","5","591488.800","1448880.000","1448880.000","1448880.000","342548480","504377344"
