engine,track,schema_id,workload,input,samples,operations,median_us,p95_us,p99_us,max_us,median_working_set_bytes,max_peak_working_set_bytes
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ceshiyixiachangjushuruxingnengzenyang,70,2590,284.792,302.535,307.186,307.186,100409344,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,cszysmsrsd,70,700,4126.180,4400.600,4597.840,4597.840,99037184,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,h,70,70,47.200,50.800,55.400,55.400,92323840,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ha,70,140,38.600,40.550,44.000,44.000,92704768,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,70,210,37.733,41.733,53.000,53.000,93474816,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,n,70,70,73.400,77.600,91.100,91.100,90714112,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,70,140,55.750,62.300,69.400,69.400,91385856,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,z,70,70,75.100,80.800,99.900,99.900,94289920,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zh,70,140,74.650,77.850,86.300,86.300,94711808,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,70,4130,481.905,499.461,523.275,523.275,100655104,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zho,70,210,68.333,70.633,74.533,74.533,95150080,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhon,70,280,66.100,71.250,91.425,91.425,95813632,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhong,70,350,59.120,60.680,64.680,64.680,95780864,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongg,70,420,58.133,60.200,68.733,68.733,96866304,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,70,560,60.387,62.350,81.412,81.412,97288192,127651840
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zybfshmsru,70,700,4244.470,4475.550,4882.270,4882.270,100048896,127651840
yune,track-a-comparison,luna_pinyin,session_create_select_destroy,,50,50,23688.200,24870.500,26017.500,26017.500,87306240,127651840
yune,track-a-comparison,luna_pinyin,startup_warm_shared_assets_runtime_ready,,7,7,23192.300,2830504.600,2830504.600,2830504.600,89923584,127651840
