"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes","median_private_bytes","max_peak_pagefile_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","b","80","80","16.700","17.900","18.200","18.200","14032896","17305600","7032832","8015872"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshi","80","400","43.600","44.240","49.360","49.360","14950400","17305600","7548928","8818688"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","80","2960","292.051","299.805","304.249","304.249","15413248","15818752","4972544","6615040"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","che","80","240","46.700","48.033","48.933","48.933","14270464","17305600","6881280","8015872"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","chuang","80","480","36.283","40.583","54.367","54.367","14131200","17305600","6455296","7938048"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","80","800","1193.030","1246.390","1266.850","1266.850","16191488","17305600","6062080","7561216"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","dazisudu","80","640","43.750","44.212","46.837","46.837","15998976","17305600","8257536","8818688"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","80","240","15.033","15.933","20.567","20.567","12148736","13840384","4816896","6615040"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","j","80","80","15.500","17.000","51.000","51.000","15245312","17305600","7868416","7868416"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","80","80","20.800","22.100","72.200","72.200","11849728","13627392","4415488","6545408"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","80","160","17.300","17.800","18.550","18.550","11972608","13840384","4628480","6615040"
