kind,workload,input,metric,unit,run1_observed,run2_observed,run3_observed,run4_observed,run5_observed,median_observed,worst_observed,spread_pct,ceiling,individual_failures,verdict
latency_ratio,key_sequence_process_with_context,n,yune_librime_median_ratio,x,0.201,0.206,0.199,0.204,0.202,0.202,0.206,3.5,3.006,0,pass
latency_ratio,key_sequence_process_with_context,ni,yune_librime_median_ratio,x,0.243,0.249,0.239,0.238,0.241,0.241,0.249,4.6,2.666,0,pass
latency_ratio,key_sequence_process_with_context,hao,yune_librime_median_ratio,x,0.276,0.281,0.278,0.278,0.278,0.278,0.281,1.8,1.844,0,pass
latency_ratio,key_sequence_process_with_context,ceshiyixiachangjushuruxingnengzenyang,yune_librime_median_ratio,x,0.018,0.018,0.018,0.019,0.018,0.018,0.019,5.6,2.339,0,pass
latency_ratio,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,yune_librime_median_ratio,x,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0,1.748,0,pass
memory_peak,,,track_a_peak_working_set_bytes,bytes,153792512,153681920,153923584,153874432,153878528,153874432,153923584,0.2,195028378,0,pass
latency_ratio,key_sequence_process_with_context,zhongguo,yune_librime_median_ratio,x,0.033,0.036,0.035,0.035,0.034,0.035,0.036,9.1,0.323,0,pass
latency_ratio,key_sequence_process_with_context,cszysmsrsd,yune_librime_median_ratio,x,0.005,0.004,0.005,0.005,0.005,0.005,0.005,25,0.474,0,pass
latency_ratio,key_sequence_process_with_context,zybfshmsru,yune_librime_median_ratio,x,0.007,0.006,0.006,0.006,0.006,0.006,0.007,16.7,0.695,0,pass
latency_ratio,startup_warm_shared_assets_runtime_ready,,yune_librime_median_ratio,x,0.775,0.905,0.979,0.976,0.909,0.909,0.979,26.3,1.091,0,pass
latency_absolute_us,session_create_select_destroy,,median_us,us,23581.4,23125.6,23526.8,23611.8,22970,23526.8,23611.8,2.8,25470.280,0,pass
latency_absolute_us,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_us,us,11.464,11.475,11.328,11.792,11.493,11.475,11.792,4.1,347.975,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_working_set_bytes,bytes,66449408,66686976,64286720,66846720,64471040,66449408,66846720,4,88012390,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,max_peak_working_set_bytes,bytes,254152704,253669376,253218816,253857792,253714432,253714432,254152704,0.4,562033050,0,pass
memory_absolute_bytes,track-b-product/key_sequence_process_with_context,neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung,median_private_bytes,bytes,29876224,30216192,27406336,30396416,27635712,29876224,30396416,10.9,39460045,0,pass
latency_absolute_us,track-b-product/session_create_select_destroy,,median_us,us,16661.3,17187.3,16901.8,16801.9,16955.6,16901.8,17187.3,3.2,39289.800,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_working_set_bytes,bytes,62672896,63909888,63897600,63516672,63569920,63569920,63909888,2,66872115,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,max_peak_working_set_bytes,bytes,254152704,253669376,253218816,253857792,253714432,253714432,254152704,0.4,562033050,0,pass
memory_absolute_bytes,track-b-product/session_create_select_destroy,,median_private_bytes,bytes,27598848,30892032,29315072,28409856,28176384,28409856,30892032,11.9,32084378,0,pass
latency_absolute_us,track-b-product/startup_warm_shared_assets_runtime_ready,,median_us,us,17024,17353.8,17501.7,16925.7,17190.4,17190.4,17501.7,3.4,38825.050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_working_set_bytes,bytes,62234624,63057920,63463424,63111168,63172608,63111168,63463424,2,86196634,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,max_peak_working_set_bytes,bytes,254152704,253669376,253218816,253857792,253714432,253714432,254152704,0.4,562033050,0,pass
memory_absolute_bytes,track-b-product/startup_warm_shared_assets_runtime_ready,,median_private_bytes,bytes,27095040,30031872,28868608,28049408,27889664,28049408,30031872,10.8,37865062,0,pass
latency_ratio,key_sequence_process_with_context,zh,yune_librime_median_ratio,x,0.087,0.085,0.086,0.086,0.085,0.086,0.087,2.4,1.047,0,pass
latency_ratio,key_sequence_process_with_context,j,yune_librime_median_ratio,x,0.362,0.357,0.362,0.366,0.361,0.362,0.366,2.5,4.372,0,pass
latency_ratio,key_sequence_process_with_context,yi,yune_librime_median_ratio,x,0.401,0.391,0.397,0.397,0.389,0.397,0.401,3.1,6.098,0,pass
latency_ratio,key_sequence_process_with_context,che,yune_librime_median_ratio,x,0.12,0.12,0.118,0.121,0.119,0.12,0.121,2.5,1.160,0,pass
latency_ratio,key_sequence_process_with_context,chuang,yune_librime_median_ratio,x,0.155,0.156,0.153,0.157,0.154,0.155,0.157,2.6,1.357,0,pass
latency_ratio,key_sequence_process_with_context,b,yune_librime_median_ratio,x,0.329,0.327,0.331,0.337,0.335,0.331,0.337,3.1,3.775,0,pass
latency_ratio,key_sequence_process_with_context,ceshi,yune_librime_median_ratio,x,0.129,0.13,0.13,0.131,0.131,0.13,0.131,1.6,0.966,0,pass
latency_ratio,key_sequence_process_with_context,zhongdengchangdu,yune_librime_median_ratio,x,0.017,0.016,0.016,0.017,0.016,0.016,0.017,6.3,0.342,0,pass
latency_ratio,key_sequence_process_with_context,dazisudu,yune_librime_median_ratio,x,0.123,0.126,0.126,0.124,0.124,0.124,0.126,2.4,1.098,0,pass
