engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns,candidate_request_bounded_calls,candidate_request_unbounded_calls,candidate_request_page_limit_total,candidate_request_surplus_total,bounded_iterator_calls,bounded_iterator_limit_total,bounded_iterator_selected_total,bounded_iterator_full_count_total,full_list_translation_calls,full_list_fallback_count,exact_lookup_calls,exact_lookup_ns,exact_lookup_candidates,prefix_lookup_calls,prefix_lookup_ns,prefix_lookup_candidates,heap_exact_lookup_calls,heap_prefix_lookup_calls,no_marisa_compact_exact_lookup_calls,no_marisa_compact_prefix_lookup_calls,rsmarisa_exact_lookup_calls,rsmarisa_prefix_lookup_calls,abi_c_string_allocations,abi_c_string_bytes
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,0,2,2,1417600,6,58800,1912,40,40,100,400,4200,0,500,40,0,5,1,1352700,5,1,300,2,0,10,30,2,40,40,40,0,0,2,5900,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,1,2,2,1459400,6,81700,1912,40,40,200,600,5100,0,700,40,0,5,1,1360700,5,1,100,2,0,10,30,2,40,40,40,0,0,2,7800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,2,2,2,1443300,6,67300,1912,40,40,100,400,4200,0,700,40,0,5,1,1365400,5,1,200,2,0,10,30,2,40,40,40,0,0,2,6100,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,3,2,2,1420900,6,57900,1912,40,40,100,400,4100,100,600,40,0,5,1,1357100,5,1,200,2,0,10,30,2,40,40,40,0,0,2,6100,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,4,2,2,1407500,6,55700,1912,40,40,0,500,3500,0,600,40,0,5,1,1333800,5,1,200,2,0,10,30,2,40,40,40,0,0,2,6300,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,5,2,2,1404400,6,57400,1912,40,40,100,400,3900,100,500,40,0,5,1,1324400,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5900,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,6,2,2,1397600,6,57000,1912,40,40,100,400,3700,0,600,40,0,5,1,1322000,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,7,2,2,1396300,6,53400,1912,40,40,0,500,3700,0,500,40,0,5,1,1313700,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5900,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,8,2,2,1433600,6,53900,1912,40,40,100,400,3600,0,600,40,0,5,1,1313700,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,9,2,2,1394200,6,53500,1912,40,40,200,400,3600,100,600,40,0,5,1,1328500,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,10,2,2,1395000,6,53900,1912,40,40,0,400,3300,200,700,40,0,5,1,1316100,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5700,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,11,2,2,1395900,6,52500,1912,40,40,100,400,3800,200,600,40,0,5,1,1347200,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,12,2,2,1395800,6,54100,1912,40,40,0,500,3400,0,600,40,0,5,1,1323100,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5900,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,13,2,2,1392900,6,52600,1912,40,40,100,400,3400,100,600,40,0,5,1,1325600,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,14,2,2,1399800,6,52500,1912,40,40,200,400,3400,0,600,40,0,5,1,1331600,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5700,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,15,2,2,1408900,6,53900,1912,40,40,100,400,3500,100,600,40,0,5,1,1319900,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5900,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,16,2,2,1396300,6,54800,1912,40,40,0,400,3300,100,600,40,0,5,1,1323100,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5600,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,17,2,2,1394500,6,53000,1912,40,40,100,400,3400,0,600,40,0,5,1,1338900,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5500,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,18,2,2,1388400,6,54100,1912,40,40,200,400,3400,0,600,40,0,5,1,1324300,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5900,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,19,2,2,1380200,6,52400,1912,40,40,0,400,3600,0,600,40,0,5,1,1318300,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5700,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,20,2,2,1427100,6,52400,1912,40,40,200,400,3500,100,700,40,0,5,1,1319900,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,21,2,2,1385500,6,52700,1912,40,40,100,400,3600,100,600,40,0,5,1,1316400,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5700,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,22,2,2,1385100,6,52400,1912,40,40,100,500,3400,0,500,40,0,5,1,1335100,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,23,2,2,1399400,6,52600,1912,40,40,0,500,3700,100,500,40,0,5,1,1322400,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5600,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,24,2,2,1390600,6,54000,1912,40,40,100,500,3600,0,600,40,0,5,1,1318400,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5900,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,25,2,2,1392800,6,52800,1912,40,40,0,400,3600,0,500,40,0,5,1,1314400,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5900,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,26,2,2,1420900,6,60100,1912,40,40,100,400,3500,0,800,40,0,5,1,1328500,5,1,100,2,0,10,30,2,40,40,40,0,0,2,8100,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,27,2,2,1384900,6,60400,1912,40,40,200,400,3500,200,600,40,0,5,1,1319700,5,1,100,2,0,10,30,2,40,40,40,0,0,2,6800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,28,2,2,1391700,6,53000,1912,40,40,0,500,3300,100,500,40,0,5,1,1316100,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5600,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,29,2,2,1382900,6,52500,1912,40,40,200,400,3300,100,500,40,0,5,1,1313000,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5700,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,30,2,2,1392800,6,52400,1912,40,40,0,500,3600,200,600,40,0,5,1,1311200,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5700,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,31,2,2,1379000,6,51200,1912,40,40,0,400,3200,100,600,40,0,5,1,1321500,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5400,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,32,2,2,1439000,6,57400,1912,40,40,100,800,4000,0,700,40,0,5,1,1395000,5,1,300,2,0,10,30,2,40,40,40,0,0,2,6500,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,33,2,2,1412400,6,57900,1912,40,40,100,500,4000,0,500,40,0,5,1,1346500,5,1,200,2,0,10,30,2,40,40,40,0,0,2,6700,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,34,2,2,1392000,6,55000,1912,40,40,200,500,3400,100,600,40,0,5,1,1319700,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,35,2,2,1399700,6,57100,1912,40,40,100,1100,5600,100,600,40,0,5,1,1297700,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5700,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,36,2,2,1382500,6,53600,1912,40,40,100,400,3300,100,600,40,0,5,1,1303700,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5500,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,37,2,2,1376900,6,52400,1912,40,40,0,400,3500,0,500,40,0,5,1,1321200,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5600,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,38,2,2,1379300,6,52400,1912,40,40,100,400,3700,0,500,40,0,5,1,1308100,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,39,2,2,1400000,6,52200,1912,40,40,100,400,3200,0,600,40,0,5,1,1320800,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,40,2,2,1376600,6,52400,1912,40,40,100,400,3400,100,500,40,0,5,1,1317000,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5800,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,41,2,2,1378100,6,52500,1912,40,40,100,400,3300,100,600,40,0,5,1,1309400,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5600,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,42,2,2,1392700,6,52200,1912,40,40,0,400,3600,0,500,40,0,5,1,1322500,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5600,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,43,2,2,1373600,6,55300,1912,40,40,100,400,3400,200,500,40,0,5,1,1318900,5,1,100,2,0,10,30,2,40,40,40,0,0,2,8500,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,44,2,2,1379200,6,52100,1912,40,40,100,400,3300,100,500,40,0,5,1,1323200,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5600,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,45,2,2,1384200,6,52700,1912,40,40,100,400,3600,0,500,40,0,5,1,1313100,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5700,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,46,2,2,1372100,6,52400,1912,40,40,0,400,3300,100,600,40,0,5,1,1308900,5,1,100,2,0,10,30,2,40,40,40,0,0,2,5500,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,47,2,2,1401200,6,52000,1912,40,40,0,400,3400,0,500,40,0,5,1,1328000,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5400,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,48,2,2,1387300,6,52800,1912,40,40,200,400,3400,100,500,40,0,5,1,1327300,5,1,200,2,0,10,30,2,40,40,40,0,0,2,5500,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,49,2,2,1401100,6,55200,1912,40,40,200,400,3600,100,600,40,0,5,1,1347600,5,1,200,2,0,10,30,2,40,40,40,0,0,2,7300,40,0,0,0,2,0,0,0,0,0,12,42
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,0,3,3,2813400,9,119500,3884,60,59,200,700,5800,200,1100,59,0,5,1,1354500,5,1,400,3,0,15,45,3,60,59,60,0,0,3,9400,49,1,3300,11,3,1,0,0,0,0,12,48
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,1,3,3,2798100,9,104600,3884,60,59,100,700,5500,100,900,59,0,5,1,1335300,5,1,300,3,0,15,45,3,60,59,60,0,0,3,7400,49,1,2500,11,3,1,0,0,0,0,12,48
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,2,3,3,2784000,9,109400,3884,60,59,0,600,5800,0,1000,59,0,5,1,1323000,5,1,400,3,0,15,45,3,60,59,60,0,0,3,7500,49,1,2400,11,3,1,0,0,0,0,12,48
