"track","schema_id","workload","input","yune_median_us","librime_median_us","yune_librime_median_ratio","absolute_gap_us","yune_max_peak_working_set_bytes","librime_max_peak_working_set_bytes","yune_median_private_bytes","librime_median_private_bytes"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ceshiyixiachangjushuruxingnengzenyang","915.927","292.384","3.133","623.543","188485632","16486400","193548288","4894720"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","cszysmsrsd","521.040","1211.270","0.430","-690.230","188485632","18399232","195760128","6283264"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","23.767","11.433","2.079","12.334","188485632","14508032","192098304","4816896"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","n","57.500","20.400","2.819","37.100","188485632","14233600","190906368","4661248"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","43.000","13.950","3.082","29.050","188485632","14508032","190906368","4534272"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","1665.527","662.175","2.515","1003.352","188485632","17932288","195129344","6311936"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","44.625","165.125","0.270","-120.500","188485632","14508032","193515520","4861952"
"track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","543.790","848.490","0.641","-304.700","188485632","18399232","197189632","6320128"
"track-a-comparison","luna_pinyin","session_create_select_destroy","","22475.900","22057.500","1.019","418.400","188485632","14233600","189145088","3424256"
"track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","22433.500","21660.300","1.036","773.200","188485632","13987840","189140992","3817472"
