"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","11.633","18.433","18.433","18.433","11960320","14188544"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","14.850","34.550","34.550","34.550","11980800","14090240"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","182.625","190.388","190.388","190.388","13037568","14200832"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","10","10","22067.800","25314.400","25314.400","25314.400","10993664","14090240"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","22371.700","46896.100","46896.100","46896.100","11489280","13955072"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","26.767","27.567","27.567","27.567","37625856","41553920"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","37.450","39.750","39.750","39.750","37859328","41553920"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","108.912","125.650","125.650","125.650","39444480","41553920"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","10","10","26791.700","27528.300","27528.300","27528.300","35041280","41553920"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","27044.700","93596.800","93596.800","93596.800","37466112","41553920"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","20","60","6863.233","8747.733","8747.733","8747.733","856223744","1049276416"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","20","260","17873.146","19108.346","19108.346","19108.346","857563136","1049276416"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","20","220","7238.164","7598.764","7598.764","7598.764","858148864","1049276416"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","20","140","7007.971","8266.557","8266.557","8266.557","856281088","1049276416"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","10","10","211486.900","224909.000","224909.000","224909.000","843157504","1049276416"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","5","5","170466.100","5602658.000","5602658.000","5602658.000","855990272","1049276416"
