engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,0,2,2,4991500,6,3303300,9004,5260,2333,33300,1800,127900,0,31400,2333,0,5,1,1466300,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,1,2,2,5119800,6,3346300,9004,5260,2333,34600,2600,134600,100,41000,2333,0,5,1,1400700,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,2,2,2,5176700,6,3445800,9004,5260,2333,35200,2400,134900,100,36500,2333,0,5,1,1431300,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,3,2,2,5055800,6,3334300,9004,5260,2333,34400,2200,126800,0,33700,2333,0,5,1,1363500,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,4,2,2,4918200,6,3239300,9004,5260,2333,37200,1300,121800,0,37500,2333,0,5,1,1364000,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,5,2,2,4907800,6,3253800,9004,5260,2333,33200,1400,125900,0,31300,2333,0,5,1,1351300,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,6,2,2,4805400,6,3151100,9004,5260,2333,35700,1100,129700,100,35700,2333,0,5,1,1361900,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,7,2,2,4941100,6,3214700,9004,5260,2333,34800,1400,130100,100,30900,2333,0,5,1,1459700,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,8,2,2,5090300,6,3357000,9004,5260,2333,35500,1900,132100,0,35400,2333,0,5,1,1410500,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,9,2,2,4961600,6,3264600,9004,5260,2333,34000,1400,132100,0,33000,2333,0,5,1,1381900,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,10,2,2,4905200,6,3206400,9004,5260,2333,33100,1300,127500,100,31800,2333,0,5,1,1367500,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,11,2,2,4811200,6,3173500,9004,5260,2333,32500,900,117900,0,32300,2333,0,5,1,1376400,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,12,2,2,4845700,6,3182100,9004,5260,2333,33700,1100,127500,100,31000,2333,0,5,1,1363200,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,13,2,2,4938000,6,3209900,9004,5260,2333,34100,1400,128600,0,39200,2333,0,5,1,1388000,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,14,2,2,4924200,6,3228300,9004,5260,2333,33100,1000,130800,200,31900,2333,0,5,1,1380600,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,15,2,2,4878300,6,3216200,9004,5260,2333,32700,1100,126300,100,33200,2333,0,5,1,1366000,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,16,2,2,4945100,6,3278300,9004,5260,2333,32800,900,129100,0,36500,2333,0,5,1,1365200,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,17,2,2,5064900,6,3305500,9004,5260,2333,34200,1600,132400,100,34500,2333,0,5,1,1454700,5,1,400
