engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns,candidate_request_bounded_calls,candidate_request_unbounded_calls,candidate_request_page_limit_total,candidate_request_surplus_total,bounded_iterator_calls,bounded_iterator_limit_total,bounded_iterator_selected_total,bounded_iterator_full_count_total,full_list_translation_calls,full_list_fallback_count,exact_lookup_calls,exact_lookup_ns,exact_lookup_candidates,prefix_lookup_calls,prefix_lookup_ns,prefix_lookup_candidates,heap_exact_lookup_calls,heap_prefix_lookup_calls,no_marisa_compact_exact_lookup_calls,no_marisa_compact_prefix_lookup_calls,rsmarisa_exact_lookup_calls,rsmarisa_prefix_lookup_calls,abi_c_string_allocations,abi_c_string_bytes,sentence_candidate_calls,sentence_candidate_ns,sentence_substrings_considered,sentence_exact_lookup_calls,sentence_exact_lookup_ns,sentence_exact_lookup_candidates,sentence_prefix_lookup_calls,sentence_prefix_lookup_ns,sentence_prefix_lookup_candidates,sentence_entry_matches_collected,sentence_path_clones,sentence_path_replacements,sentence_paths_pruned,sentence_max_live_paths,sentence_result_candidates,upstream_sentence_model_calls,upstream_sentence_model_ns,upstream_sentence_model_candidates,upstream_sentence_model_code_prefix_checks,upstream_sentence_model_table_entries_considered,upstream_sentence_model_vocabulary_entries_considered,upstream_sentence_model_graph_edges,prefix_fallback_calls,prefix_fallback_ns,prefix_fallback_views_visited,prefix_fallback_candidates,dynamic_correction_calls,dynamic_correction_ns,dynamic_correction_codes_considered,dynamic_correction_candidates
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,10,2,2,110500,6,103800,222,40,40,0,300,2900,0,500,40,0,5,1,900,5,1,100,2,0,10,30,2,40,40,40,0,0,2,4200,20,1,36200,20,0,0,0,0,2,1,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,11,2,2,110900,6,103900,222,40,40,100,300,3200,0,500,40,0,5,1,900,5,1,100,2,0,10,30,2,40,40,40,0,0,2,4400,20,1,36900,20,0,0,0,0,2,1,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,12,2,2,110600,6,103400,222,40,40,100,400,3200,100,400,40,0,5,1,900,5,1,200,2,0,10,30,2,40,40,40,0,0,2,4200,20,1,36400,20,0,0,0,0,2,1,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,13,2,2,110200,6,103200,222,40,40,100,400,3100,0,500,40,0,5,1,900,5,1,200,2,0,10,30,2,40,40,40,0,0,2,4200,20,1,36300,20,0,0,0,0,2,1,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,14,2,2,110100,6,103600,222,40,40,100,400,2800,0,500,40,0,5,1,900,5,1,100,2,0,10,30,2,40,40,40,0,0,2,4200,20,1,36300,20,0,0,0,0,2,1,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,15,2,2,110500,6,103700,222,40,40,100,200,2900,100,400,40,0,5,1,900,5,1,200,2,0,10,30,2,40,40,40,0,0,2,4200,20,1,36200,20,0,0,0,0,2,1,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,16,2,2,110500,6,103800,222,40,40,0,400,2900,100,400,40,0,5,1,1000,5,1,100,2,0,10,30,2,40,40,40,0,0,2,4100,20,1,36300,20,0,0,0,0,2,1,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,17,2,2,110100,6,103600,222,40,40,0,300,2800,100,400,40,0,5,1,1000,5,1,100,2,0,10,30,2,40,40,40,0,0,2,4100,20,1,36400,20,0,0,0,0,2,1,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,18,2,2,110400,6,103800,222,40,40,0,400,2900,100,300,40,0,5,1,1000,5,1,100,2,0,10,30,2,40,40,40,0,0,2,4200,20,1,36600,20,0,0,0,0,2,1,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,19,2,2,110300,6,103700,222,40,40,100,300,2700,100,300,40,0,5,1,1000,5,1,100,2,0,10,30,2,40,40,40,0,0,2,4000,20,1,36400,20,0,0,0,0,2,1,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,0,3,3,111000,9,100600,217,60,60,100,500,4200,100,700,60,0,5,1,1200,5,1,100,3,0,15,45,3,60,60,60,0,0,3,6700,29,2,30000,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,1,3,3,114800,9,103600,217,60,60,100,600,4300,0,800,60,0,5,1,1100,5,1,200,3,0,15,45,3,60,60,60,0,0,3,6900,29,2,31000,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,2,3,3,113400,9,103000,217,60,60,0,500,4100,0,800,60,0,5,1,1000,5,1,200,3,0,15,45,3,60,60,60,0,0,3,6900,29,2,31400,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,3,3,3,110900,9,100600,217,60,60,200,400,4300,200,900,60,0,5,1,900,5,1,100,3,0,15,45,3,60,60,60,0,0,3,6900,29,2,29900,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,4,3,3,112000,9,101800,217,60,60,200,600,4100,0,700,60,0,5,1,900,5,1,100,3,0,15,45,3,60,60,60,0,0,3,7100,29,2,30700,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,5,3,3,111600,9,101200,217,60,60,100,500,4200,100,800,60,0,5,1,1100,5,1,100,3,0,15,45,3,60,60,60,0,0,3,6900,29,2,30500,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,6,3,3,112800,9,102200,217,60,60,100,500,4200,100,800,60,0,5,1,1100,5,1,200,3,0,15,45,3,60,60,60,0,0,3,7000,29,2,31400,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,7,3,3,111500,9,101100,217,60,60,100,500,4000,100,700,60,0,5,1,1000,5,1,100,3,0,15,45,3,60,60,60,0,0,3,7000,29,2,30400,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,8,3,3,110500,9,100200,217,60,60,100,500,4100,0,700,60,0,5,1,1000,5,1,100,3,0,15,45,3,60,60,60,0,0,3,7100,29,2,30000,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,9,3,3,111200,9,100600,217,60,60,300,600,4400,100,700,60,0,5,1,900,5,1,100,3,0,15,45,3,60,60,60,0,0,3,7000,29,2,30300,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,10,3,3,112700,9,102500,217,60,60,100,500,4100,100,800,60,0,5,1,900,5,1,200,3,0,15,45,3,60,60,60,0,0,3,7200,29,2,30500,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,11,3,3,119200,9,109200,217,60,60,0,600,4200,200,700,60,0,5,1,900,5,1,100,3,0,15,45,3,60,60,60,0,0,3,7000,29,2,37400,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,12,3,3,113900,9,103900,217,60,60,200,500,4000,0,700,60,0,5,1,900,5,1,100,3,0,15,45,3,60,60,60,0,0,3,7000,29,2,30800,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,13,3,3,111100,9,101300,217,60,60,100,600,4200,100,800,60,0,5,1,1000,5,1,100,3,0,15,45,3,60,60,60,0,0,3,7000,29,2,30600,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,14,3,3,112300,9,101900,217,60,60,100,600,4200,200,700,60,0,5,1,900,5,1,100,3,0,15,45,3,60,60,60,0,0,3,6800,29,2,31500,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,15,3,3,110900,9,100500,217,60,60,200,600,4300,0,800,60,0,5,1,800,5,1,100,3,0,15,45,3,60,60,60,0,0,3,6800,29,2,30500,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,16,3,3,115800,9,105400,217,60,60,0,600,4200,200,600,60,0,5,1,900,5,1,100,3,0,15,45,3,60,60,60,0,0,3,6900,29,2,35400,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,17,3,3,112200,9,102100,217,60,60,0,500,4000,100,600,60,0,5,1,900,5,1,100,3,0,15,45,3,60,60,60,0,0,3,6900,29,2,31600,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,18,3,3,114000,9,104200,217,60,60,100,400,3900,100,800,60,0,5,1,900,5,1,100,3,0,15,45,3,60,60,60,0,0,3,7100,29,2,32500,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,19,3,3,112000,9,102000,217,60,60,100,400,4000,200,700,60,0,5,1,1400,5,1,100,3,0,15,45,3,60,60,60,0,0,3,7300,29,2,31500,31,0,0,0,0,3,2,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,0,8,8,484300,24,454700,296,160,159,300,1300,11800,400,2400,159,0,5,1,1100,5,1,100,8,0,40,120,8,160,159,160,0,0,8,13700,31,7,293700,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,1,8,8,481500,24,450900,296,160,159,300,1500,12400,200,2400,159,0,5,1,1300,5,1,300,8,0,40,120,8,160,159,160,0,0,8,13800,31,7,288200,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,2,8,8,482400,24,452800,296,160,159,500,1500,11500,0,2500,159,0,5,1,1200,5,1,300,8,0,40,120,8,160,159,160,0,0,8,13500,31,7,289900,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,3,8,8,475900,24,446400,296,160,159,400,1500,12200,0,2400,159,0,5,1,1200,5,1,100,8,0,40,120,8,160,159,160,0,0,8,13600,31,7,285100,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,4,8,8,472800,24,444000,296,160,159,200,1400,11600,100,2700,159,0,5,1,1000,5,1,100,8,0,40,120,8,160,159,160,0,0,8,13500,31,7,283200,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,5,8,8,472400,24,443400,296,160,159,300,1400,11600,100,2500,159,0,5,1,1000,5,1,200,8,0,40,120,8,160,159,160,0,0,8,13800,31,7,282900,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,6,8,8,479400,24,449100,296,160,159,600,1500,12400,200,2100,159,0,5,1,1100,5,1,200,8,0,40,120,8,160,159,160,0,0,8,13500,31,7,284400,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,7,8,8,475000,24,445400,296,160,159,300,1300,12000,200,2600,159,0,5,1,1100,5,1,100,8,0,40,120,8,160,159,160,0,0,8,13800,31,7,284100,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,8,8,8,473300,24,443800,296,160,159,300,1400,11700,0,2600,159,0,5,1,1000,5,1,200,8,0,40,120,8,160,159,160,0,0,8,13400,31,7,283100,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,9,8,8,472400,24,443700,296,160,159,200,1300,11700,400,2400,159,0,5,1,1000,5,1,100,8,0,40,120,8,160,159,160,0,0,8,13600,31,7,282500,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,10,8,8,477400,24,447800,296,160,159,300,1500,11800,200,2200,159,0,5,1,1100,5,1,200,8,0,40,120,8,160,159,160,0,0,8,13400,31,7,284000,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,11,8,8,474200,24,445100,296,160,159,300,1300,12000,300,2600,159,0,5,1,900,5,1,100,8,0,40,120,8,160,159,160,0,0,8,13600,31,7,283700,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,12,8,8,471800,24,442700,296,160,159,400,1500,11800,300,2400,159,0,5,1,1100,5,1,100,8,0,40,120,8,160,159,160,0,0,8,13700,31,7,282300,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,13,8,8,475800,24,446700,296,160,159,400,1500,11400,100,2200,159,0,5,1,1100,5,1,100,8,0,40,120,8,160,159,160,0,0,8,13500,31,7,286500,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,14,8,8,472500,24,443400,296,160,159,500,1200,11600,300,2400,159,0,5,1,900,5,1,100,8,0,40,120,8,160,159,160,0,0,8,13300,31,7,282900,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,15,8,8,470700,24,441900,296,160,159,600,1400,11500,100,2700,159,0,5,1,1000,5,1,200,8,0,40,120,8,160,159,160,0,0,8,13500,31,7,282000,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,16,8,8,469800,24,441200,296,160,159,300,1400,11500,200,2400,159,0,5,1,1000,5,1,100,8,0,40,120,8,160,159,160,0,0,8,13400,31,7,281200,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,17,8,8,471700,24,443200,296,160,159,100,1300,11400,300,2300,159,0,5,1,900,5,1,200,8,0,40,120,8,160,159,160,0,0,8,13700,31,7,283600,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,18,8,8,478300,24,448900,296,160,159,200,1400,12200,200,2500,159,0,5,1,1100,5,1,200,8,0,40,120,8,160,159,160,0,0,8,13500,31,7,282600,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,19,8,8,471100,24,442100,296,160,159,200,1300,11500,200,2400,159,0,5,1,1000,5,1,200,8,0,40,120,8,160,159,160,0,0,8,13500,31,7,282100,129,0,0,0,0,8,7,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ceshiyixiachangjushuruxingnengzenyang,0,37,37,18291700,111,18154600,184,115,249,1000,11300,32000,1000,4900,249,0,5,1,3100,5,1,200,37,0,185,555,37,740,249,250,0,0,37,471900,28,36,642400,87,0,0,0,0,37,36,7,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15865200,135,8919,131876,0,131876,0,0,0,0,0,0,0,0
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ceshiyixiachangjushuruxingnengzenyang,1,37,37,18796500,111,18645700,184,115,249,900,12600,34900,1100,4300,249,0,5,1,3100,5,1,600,37,0,185,555,37,740,249,250,0,0,37,500000,28,36,630500,87,0,0,0,0,37,36,7,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16260100,135,8919,131876,0,131876,0,0,0,0,0,0,0,0
