"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","11.733","12.433","13.933","13.933","12132352","14192640"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","14.450","15.350","17.750","17.750","12193792","14102528"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","182.987","188.088","193.488","193.488","13160448","14295040"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","24720.600","28837.500","28837.500","28837.500","11034624","14094336"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","24354.400","46208.300","46208.300","46208.300","11550720","14045184"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","3897.167","4218.633","4554.300","4554.300","162758656","171966464"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","2956.300","3384.550","3603.550","3603.550","162578432","171966464"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","4554.012","4768.550","4947.837","4947.837","163581952","171966464"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","45828.800","47476.000","47476.000","47476.000","160657408","171966464"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","46183.400","803228.300","803228.300","803228.300","160595968","171966464"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","50","150","10941.367","12345.267","12540.900","12540.900","851742720","1048981504"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","50","650","22910.785","23705.777","23718.462","23718.462","855474176","1048981504"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","50","550","10061.245","10758.536","10852.518","10852.518","856166400","1048981504"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","50","350","9375.900","9791.429","9916.971","9916.971","852168704","1048981504"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","20","20","235544.800","243688.600","243688.600","243688.600","837656576","1048981504"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","9","9","191602.600","5784900.300","5784900.300","5784900.300","849829888","1048981504"
