file,sha256,bytes
README.md,6c80d2b5fe832b27e534077ee220bb53a69848a12df5fdeee0077ad79a119bd8,6068
aggregate/analyze.py,72b3573ee0e509428d93fb55d13bfc95023bf376aa4a232b1a30dcedc963a9f6,35636
aggregate/artifact-hash-audit.csv,5ec9923e9cd9e1573d767eb5a8ce40ea3960ec6695edd1334e2352140949e8a6,2315
aggregate/candidate-m57-comparison.csv,41944c560fab9ed93e44c5289f0b075908dcd6747df5cb2cb60540f9585103e6,3926
aggregate/current-yune-librime-candidate-comparison.csv,2184f2b0313005c091d5b8d866df47545d07ca51f230a4461212229cc31ea75c,2103
aggregate/findings.md,afc0a0d2b503261a32003699b7a08a4633767ed4aec0009e91268daef7347a12,10451
aggregate/memory-owner-m57-comparison.csv,0390f1e00adfe3bb773318cdde9a8a720d33c03b23a83b45bff37b326587baae,10816
aggregate/product-status-m57-comparison.csv,a11a2a920a233e3afd5a89ca5c689b1678000b307a1c82bf33345c2ac4581513,395
aggregate/source-manifest.csv,d353a2144c9a13444777627cd8c72167439fda6154081c03210441a91c2b6ced,1881
aggregate/track-a-17-row-comparison.csv,d44477a26123775a4a88f83f87bfa4deceb42475881d45155986d47dd9c7f1eb,5427
aggregate/track-a-component-macos.csv,dcda5fdf16538d73f54412f7401d3401a9cee1bf614a5bb792ccac1dbc0780a7,4101
aggregate/track-b-five-observations.csv,a3065a82a98cfaf4b69c7d031e54ba4ece190e09cf1a1e203bbc662275c426d8,1531
aggregate/validation-checks.csv,41d2c1caa59b5bcd5a92b93625c6335c830302f4e6efd004102499af4cecbec2,831
aggregate/windows-zhongdengchangdu-evidence.csv,0aa53d7cec0cd8d50aa488563b4e35345b3568ae81fad1008a368621e7c18964,4080
driver/benchmark-native-rime-inprocess-macos.external-output-adapter.sh,e425bc4edf1ab4f7404b25ed7b140ad16ac152aae187d8301fad94cc106bc792,27239
driver/external-output-adapter.diff,e0601614bec67fe080c32d2b399327d21603c01c06f8e35ad4bb9b4c726990c7,881
driver/sha256.txt,0d6f5397ac8f44772a2243949241946b11ee6d49b7c35d2262653bc8a00eae46,493
external-packet-manifest.sha256,92be0b6e1bf32f004362d8e95cc22fefc185433ebafec49467c30600347eb1c9,44700
finalize_packet_manifest.py,82e08023b272abfcb6d498d51126bb4b38394c185e14aeff7df9074ddd242db0,1022
report/artifact.json,68b864bc888a6f9f1274ac5bfddadb34f818dc2a14cb05fbf44f2b12b7230b71,103786
report/build_report_artifact.py,aae2d06b0429f7b2e25aceb5706856b489a1805d773b34d7080d670bfaa8c089,36221
report/curated-copy-verification.json,49f301dd44a033b8709e2dd73e820cb4d773ec36e7f4cd99a40badb06b199fd3,433
report/deliver_report.mjs,ae33c48d750906b06a50de2ad725accf11e8584440b5993389027edea37d57ea,3106
report/delivery-receipt.json,ab0621858e74db11b82b2f1fdbc1ee3a56ae4b665cdf185e82e8026df0033828,592
report/report-source-notes.md,a84550cad257330b0653f7f017d9ce318fb7b4c814361a872250474403df1502,1331
report/report.html,39bd88db4273b23f8180514760c5b54fd55d0d5099044eefa652a976c12cd7da,594173
report/snapshot.sqlite,f98d81fea19ddc271241e8954713a115d21f52d6c1d6a35d46a3dd7b59413917,69632
review/fable-review-resolution.md,885d12ce597a5ee9154209b1304d6055d04176d1d1cb58e7645ebed6e1a1d1ef,1600
review/independent-review.md,40237046a1ca80092119e27d8f56cf7aac4fd99f0c3692985b633b18910a18b1,2186
setup/cargo.txt,a59b6ed9b02dbac6da4f3f7afd004572df3e8b8c17f6d4a99f87044b74e2818d,336
setup/clang.txt,76a924f59997fb65051981eb13105e0a8c151f16cd9c3e45e0f7c27ecefdb839,159
setup/command-line-tools.txt,f273f91c90f92b29aff04b372ce19f9b7c9649367ea503eac106ef2bf7dac135,122
setup/end-utc.txt,916cf476905815686543f38cdfbfad4f0825474c5a5a05435f5ac9ee8bad2fdc,21
setup/filesystem.txt,c111227f0e163773f51c7246866c8092de6416e9056b06558c878ea6e8e5df84,1858
setup/hardware.txt,7b23f3cc34c7ad0eb8894bed80104db3d13897422ba43b7fdfe65d4903e64658,529
setup/librime-dylib-pre-run.sha256,e887920a6171f9374fb2d39035bdb39fd2178a9bb7a5aaab14975fe2c4a265b5,147
setup/librime-source-identity.txt,25a74de8fc1f23672eec30bba5edfdfa2ac7c463868cad64b97ca18fdde57736,71
setup/librime-source-status.txt,ba051334ebc33f3162a4fd5be48615e03c8dac8ec7977e7c2752dbc1cf981841,20
setup/macos.txt,9a27ea4f1e11f7b9a4f7573d8729db037a10ce2e457f97cb73f646a96a550b16,65
setup/power-settings.txt,35ee2929be3b737b7a453f6fe7be5a7f9cb1bd0ec537e898f5def7e91887b981,712
setup/power-state-end.txt,296d7b79d7c7f49fbdd694e68d7fd75620e506fa1cbc6cfaef0350e27e59111b,106
setup/power-state-start.txt,073a9f2e6db780a3ff1d716f7f5a6dcac771d466b9eb7dc8e29cd00845f6734f,106
setup/rustc.txt,28a3d6b44fd36649efdcc159a47e2e08cce8cd2dee204a8a0967125c7bb17b2d,192
setup/start-utc.txt,aae233b31403b83c07343b216549be04ea0216f5be85223417ffecf017819672,21
setup/thermal-end.txt,96de6076213225f787270bff80efd2011e0ad142953c37697dc547f77d302892,146
setup/thermal-start.txt,96de6076213225f787270bff80efd2011e0ad142953c37697dc547f77d302892,146
setup/workloads-start.txt,8048845cfd4e3d5c07403e7389bf99710bef3a5618309dd78c6bca5732b878ba,48222
setup/yune-dylib-pre-run.sha256,01c9fb11f211e7093551983c5b83db352d26c0cb29c19d70f0caa9a1b2bc9071,104
setup/yune-source-identity.txt,83435a808c5894341f01e9b63c5137687803f2d2dc0dbb6dd0e7f70d88b46ce1,79
setup/yune-source-status.txt,ba051334ebc33f3162a4fd5be48615e03c8dac8ec7977e7c2752dbc1cf981841,20
