"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","12.100","65.400","65.400","65.400","12070912","14204928"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","14.950","18.050","18.050","18.050","12054528","14102528"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","237.763","343.125","343.125","343.125","13090816","14221312"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","31007.100","37438.300","37438.300","37438.300","10956800","14102528"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","35582.800","62062.900","62062.900","62062.900","11485184","13996032"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","60","5951.167","6897.467","6897.467","6897.467","161984512","172007424"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","40","4560.750","5510.800","5510.800","5510.800","161792000","172007424"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","20","160","6376.038","7316.988","7316.988","7316.988","162013184","172007424"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","65908.700","73805.100","73805.100","73805.100","160821248","172007424"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","5","5","67781.900","1170135.100","1170135.100","1170135.100","160735232","172007424"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","20","60","28162.667","33030.133","33030.133","33030.133","778174464","928940032"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","20","260","10894.169","12564.938","12564.938","12564.938","778178560","928940032"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","20","220","6931.145","7459.936","7459.936","7459.936","778190848","928940032"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","20","140","6844.914","8885.800","8885.800","8885.800","778178560","928940032"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","20","20","326580.900","348523.500","348523.500","348523.500","761516032","928940032"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","5","5","279057.000","34100992.700","34100992.700","34100992.700","774365184","928940032"
