"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","11.633","12.100","13.833","13.833","12259328","14200832"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","14.650","15.400","17.850","17.850","12161024","14098432"
"librime-1.17.0","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","178.613","183.737","187.537","187.537","13275136","14258176"
"librime-1.17.0","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","25263.000","32013.100","32013.100","32013.100","11026432","14098432"
"librime-1.17.0","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","25725.700","46543.100","46543.100","46543.100","11538432","14041088"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","50","150","1369.167","1413.367","1726.700","1726.700","161734656","171855872"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","50","100","1359.850","1405.150","1417.750","1417.750","161619968","171855872"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","50","400","1418.025","1465.025","1587.237","1587.237","161771520","171855872"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","20","20","49218.200","59793.700","59793.700","59793.700","161267712","171855872"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","9","9","46390.800","802432.200","802432.200","802432.200","161161216","171855872"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","50","150","11511.167","12656.100","13020.267","13020.267","854474752","1048870912"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","jigaajiusihaa","50","650","19350.662","22158.269","24812.969","24812.969","855928832","1048870912"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","loengjathau","50","550","8007.827","9464.818","9760.864","9760.864","856346624","1048870912"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngohaig","50","350","9625.800","10290.357","10669.957","10669.957","854523904","1048870912"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","20","20","242675.300","255034.900","255034.900","255034.900","841510912","1048870912"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","9","9","195776.200","5843176.700","5843176.700","5843176.700","854302720","1048870912"
