event_index,phase,working_set_bytes,working_set_mb,private_bytes,private_mb,peak_working_set_bytes,peak_working_set_mb,allocator_live_bytes,allocator_live_mb,allocator_high_water_bytes,allocator_high_water_mb,named_owner_bytes,clean_mmap_file_backed_estimate_bytes,conclusion
,"baseline_process_start",5304320,5.1,786432,0.8,5304320,5.1,4579,0,9233,0,,,"Windows process baseline before temporary schema copy"
,"after_temp_schema_copy",6516736,6.2,1036288,1,6516736,6.2,5749,0,26489,0,,,"temporary committed schema bundle copied into isolated runtime dirs"
,"after_setup",6713344,6.4,1036288,1,6713344,6.4,7327,0,26489,0,,,"RimeApi setup complete"
,"after_initialize",6721536,6.4,1036288,1,6721536,6.4,7405,0,26489,0,,,"RimeApi initialize complete"
,"after_deploy",9121792,8.7,1859584,1.8,12988416,12.4,12609,0,3893101,3.7,,,"deploy reused prebuilt assets; create_session has not run"
,"after_create_session",58585088,55.9,23633920,22.5,64757760,61.8,16750597,16,23834681,22.7,41375423,34602818,"create_session loaded the workspace default schema"
,"after_select_schema",58888192,56.2,24055808,22.9,64757760,61.8,16750724,16,23834681,22.7,41375423,34602818,"select_schema applied requested active schema"
,"after_typing_neihoumaa",59482112,56.7,24227840,23.1,64757760,61.8,16801318,16,23834681,22.7,41375423,34602818,"realistic short Jyutping typing path"
,"steady_after_esc",59482112,56.7,24227840,23.1,64757760,61.8,16800432,16,23834681,22.7,41375423,34602818,"steady sample after ESC clear"
