path,git_blob_sha1,byte_size,packet,removal_class,retained_summary_pointer,recovery_commit
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-0-baseline/track-a-yune/samples.csv,22d128d3137556b0dcc6984c95103f222f781621,25484,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-0-baseline/track-a-yune/startup_session_trace.csv,3f38ed92e624d7e7203b7017ac7ec8d8129c5027,48897,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-0-baseline/track-b-yune-product/m37_metrics.csv,80e9900d00adf9475695c08ec8e3ebf78005a416,10100,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-0-baseline/track-b-yune-product/samples.csv,3561a06a64b12943fb5ba830c060914532c0c848,8308,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-0-baseline/track-b-yune-product/startup_session_trace.csv,c8698c49dbc04d57159319726d773037b831892f,88183,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/m37_metrics.csv,b39fa0a01ad21bfa4a958d347fa76f5d43cf730f,122797,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/samples.csv,59d394bce8760b26ee4fc85ba7f14c83e4e13642,70250,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/startup_session_trace.csv,0296c771f22e294b412d27731a1974f901df52d5,160999,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/track-a-librime-1.17.0/m37_metrics.csv,369f96456b433ff66709ad6131e4dca17a3155d5,2898,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/track-a-librime-1.17.0/samples.csv,c606f5e98b013f49290a00bc7c65a390b5e7fd13,26775,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/track-a-librime-1.17.0/startup_session_trace.csv,fcffa999468203c59321d9c749133d6959534c33,135,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/track-a-yune/m37_metrics.csv,a470912221d1f4b24a4303a537da61827a60e8fe,61912,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/track-a-yune/rsmarisa-luna_pinyin-string-table.marisa,eb1585d9c76639794961dbee43f3ef728387fc72,1574520,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/track-a-yune/samples.csv,42fd1fe69f958426f4f5ed9acf05423d29599f8f,25484,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/track-a-yune/startup_session_trace.csv,9477f9a2258a3fc4566c65811849e80357365936,48897,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/track-b-yune-product/m37_metrics.csv,4de283129f8d795f3b1ec36921a2ac0350ca1efa,20418,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/track-b-yune-product/samples.csv,fb176597625e503604e3a0c916701e1bd17fd310,8308,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/track-b-yune-product/startup_session_trace.csv,7f9de514cd18bbaf6ee74c1358d5463cd81d465e,88186,m40-compiled-sentence-lookup-index,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/m37_metrics.csv,477fbf2c37bc70626216b53607ee6e9bf7a22f00,437729,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/samples.csv,ccf464de2bfeea6c26a68fa49885007b04aabc7e,257433,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/startup_session_trace.csv,9ca2ed05c4c14da9459bfe7802c00915b815bfac,346591,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/track-a-librime-1.17.0/m37_metrics.csv,369f96456b433ff66709ad6131e4dca17a3155d5,2898,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/track-a-librime-1.17.0/samples.csv,b9ef5b23e1810741a5fb9ddeb2f6d801e287242c,99915,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/track-a-librime-1.17.0/startup_session_trace.csv,fcffa999468203c59321d9c749133d6959534c33,135,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/track-a-yune/m37_metrics.csv,9c6acdc8f918962bb1d31536e2f33bdbd91e4d43,227946,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/track-a-yune/rsmarisa-luna_pinyin-string-table.marisa,eb1585d9c76639794961dbee43f3ef728387fc72,1574520,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/track-a-yune/samples.csv,38e05afa1096f021e23cb230da39ece3651b3f97,95685,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/track-a-yune/startup_session_trace.csv,9cd37c680a498f4c1f7e0487eaf92f39a221b9a8,106460,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/track-b-yune-guard/m37_metrics.csv,581d94d20c60622dd575820bd7233b5c14d1aeb9,58436,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/track-b-yune-guard/samples.csv,3356866546eb13200a7b8255e2083919206b3efd,25630,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/track-b-yune-guard/startup_session_trace.csv,7f63157935bc15744a1e0fe2632ee68880060b8a,187391,m42-abbreviation-sentence-parity,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/m37_metrics.csv,26c3274f27feb76c570675453a7f4d294f119c47,460859,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/noise-track-a-yune-run-2/m37_metrics.csv,e0ede60aaee4fa995690e15cfb5b9d3bb5efecaf,240052,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/noise-track-a-yune-run-2/rsmarisa-luna_pinyin-string-table.marisa,eb1585d9c76639794961dbee43f3ef728387fc72,1574520,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/noise-track-a-yune-run-2/samples.csv,8e5f9fdcf0b97fe300f49477bcaa48a91e66b406,94418,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/noise-track-a-yune-run-2/startup_session_trace.csv,65d79596703bcacbbe6e1efbfd31fb2cc928eeed,106459,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/noise-track-a-yune-run-3/m37_metrics.csv,164e7285cff7d5f042974dcf69b003fd0dcf6421,240206,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/noise-track-a-yune-run-3/rsmarisa-luna_pinyin-string-table.marisa,eb1585d9c76639794961dbee43f3ef728387fc72,1574520,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/noise-track-a-yune-run-3/samples.csv,086bca9f2fd8241f26cff41a1b66d2a7422e0ca7,94419,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/noise-track-a-yune-run-3/startup_session_trace.csv,4cf38d29acc5163582185f4a7be0ae8c17771646,106461,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/samples.csv,167b175de8414ec64928b140f9bfdb402e5f6655,256464,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/startup_session_trace.csv,90a098ce40a458a967258f0b3366d4d513be73bf,349377,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/track-a-librime-1.17.0/m37_metrics.csv,aa2490b7a7c1e5db77bd7f1c2b1e012689867089,3014,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/track-a-librime-1.17.0/samples.csv,61fdf77316ec397c0486ef3790ada030f59867e1,99915,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/track-a-librime-1.17.0/startup_session_trace.csv,fcffa999468203c59321d9c749133d6959534c33,135,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/track-a-yune/m37_metrics.csv,2f1dbdfb8e773c1cdd872be67d563399723e6ca2,240248,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/track-a-yune/rsmarisa-luna_pinyin-string-table.marisa,eb1585d9c76639794961dbee43f3ef728387fc72,1574520,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/track-a-yune/samples.csv,a35dcb7d011983e4f5c4cd85c0cf9035a107d0cb,94418,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/track-a-yune/startup_session_trace.csv,d1d4073a5e9c1ee1765e27c88de0cf167ce1fbba,106459,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/track-b-yune-product/m37_metrics.csv,08eab224c0ea83aaaee346e13601106396bcc10a,61590,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/track-b-yune-product/samples.csv,e5e30bb7827e3fdb2a36cfc7e0f2b771dbcd3d8e,25928,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/track-b-yune-product/startup_session_trace.csv,29cc15e8788502509c5110293a94ced6f37318cd,190178,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/m37_metrics.csv,afedf097fc3a960a6484018d2d8e7e8b18c8db00,460902,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/noise-track-a-yune-run-2/m37_metrics.csv,a9e0cfcba85449b8729a73a3244958304c0eb7c3,240300,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/noise-track-a-yune-run-2/rsmarisa-luna_pinyin-string-table.marisa,eb1585d9c76639794961dbee43f3ef728387fc72,1574520,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/noise-track-a-yune-run-2/samples.csv,c67582a7bfda9990038a93ce44347b017ac313be,95686,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/noise-track-a-yune-run-2/startup_session_trace.csv,d6dc3a3ab96d975de24f174a57f438b20c9d043c,106459,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/noise-track-a-yune-run-3/m37_metrics.csv,cf138e92ec2f75794fd1b41a0aa116a6682f7c4b,240240,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/noise-track-a-yune-run-3/rsmarisa-luna_pinyin-string-table.marisa,eb1585d9c76639794961dbee43f3ef728387fc72,1574520,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/noise-track-a-yune-run-3/samples.csv,d2759c0800bc9f59db0f040a28d83322144d19d0,95684,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/noise-track-a-yune-run-3/startup_session_trace.csv,2e39ac8dedb1c0c1ae52af8d92451373764ada51,106457,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/samples.csv,42cef2c790727fb5fcff212f7d1af4fd5c56260b,257730,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/startup_session_trace.csv,3567192a37cdf08a3a1102395b4168845f13a3e4,349383,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/track-a-librime-1.17.0/m37_metrics.csv,aa2490b7a7c1e5db77bd7f1c2b1e012689867089,3014,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/track-a-librime-1.17.0/samples.csv,d599183d4fa81c5ea40ab4232e27e46185c9f797,99915,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/track-a-librime-1.17.0/startup_session_trace.csv,fcffa999468203c59321d9c749133d6959534c33,135,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/track-a-yune/m37_metrics.csv,aa649456c1ad273399cb58b028b0212a51628c16,240255,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/track-a-yune/rsmarisa-luna_pinyin-string-table.marisa,eb1585d9c76639794961dbee43f3ef728387fc72,1574520,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/track-a-yune/samples.csv,daee0055842f963e0f2e5e4820114e6125f9ffe0,95684,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/track-a-yune/startup_session_trace.csv,0c2696f780bde2c551a1fa99c19d8ac24908fa6c,106463,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/track-b-yune-product/m37_metrics.csv,327405b57d100a59a7308234bc6050bdb4a0e644,61626,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/track-b-yune-product/samples.csv,8c053bb89ac1edb74bcd827057f03a9e7d733d64,25928,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/track-b-yune-product/startup_session_trace.csv,c79ec3292c0803eb8ec88b32078b266132ff25c0,190180,m43-native-memory-short-key-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/m37_metrics.csv,734a07fbe3d16db837542351ced7b35c87a34a8c,219475,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/samples.csv,98428726a76cec05f25e6df74686cfab142c8768,86696,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/startup_session_trace.csv,86c52c88979d8a20a53e65a2a536eda80050f6c5,182995,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/track-a-librime-1.17.0/m37_metrics.csv,f3e42be3964c6e58dc9df7172cf232634d3275c0,3793,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/track-a-librime-1.17.0/samples.csv,3b3d22e0e18bb92a89769fb0dd385953fd9ae4c3,29783,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/track-a-librime-1.17.0/startup_session_trace.csv,fcffa999468203c59321d9c749133d6959534c33,135,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/track-a-yune/m37_metrics.csv,9574b05243d446388fb75f0aeb4d9d361edc7da6,93666,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/track-a-yune/rsmarisa-luna_pinyin-string-table.marisa,eb1585d9c76639794961dbee43f3ef728387fc72,1574520,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/track-a-yune/samples.csv,66d2ece80f87081600013c059bd84b240c0ee58b,27872,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/track-a-yune/startup_session_trace.csv,297a6fe014a15fcc71ac46932ba0d35c558fbff6,55035,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/track-b-yune-product/m37_metrics.csv,0dec9118cddcadca88043ae6d83f720d8bab92a6,49361,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/track-b-yune-product/samples.csv,b86e59e1337cd62a25f9a1b65a91789004e04946,16290,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/track-b-yune-product/startup_session_trace.csv,dbec321012324e75a04cc9e7fd9a648f050a664c,100468,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/final-native-benchmark/m37_metrics.csv,781ec56a08e7bcb14fd3e5d88829b5884d39481d,869359,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/final-native-benchmark/samples.csv,c868c3328537df5065fc25263d24c442168d0d90,335865,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
docs/reports/evidence/m44-native-performance-owner-reduction/final-native-benchmark/startup_session_trace.csv,8c5ab43a9998ee4284e0b10aae9367f5eca71fc5,349386,m44-native-performance-owner-reduction,archive-remove,docs/ledgers/milestone-history.md,9ee0b98d2c6d1e6fa339f50141860994a8a7b2f6
